ID,Name,Latitude,Longitude,Category,Rating,Number of Reviews,Business Status
900,Barn's | بارنز,26.4026991,50.1011311,restaurant,4.2,621,OPERATIONAL
901,Trip brgr,26.4035405,50.1017032,restaurant,4.1,450,OPERATIONAL
902,Kudu - Al Imam Ali Ibn Abi Talib St,26.4028473,50.1009764,restaurant,3.8,1403,OPERATIONAL
903,Al Tazaj,26.4007081,50.1144646,restaurant,3.6,2341,OPERATIONAL
904,McDonald's,26.400232,50.117458,restaurant,3.6,981,OPERATIONAL
905,Zaman Awwal,26.3937266,50.1047215,restaurant,4.2,512,OPERATIONAL
906,Burger King - Othaim Dammam,26.400530000000003,50.114817,restaurant,3.8,1214,OPERATIONAL
907,Lorenzo Pizza | لورينزو بيتزا,26.3970625,50.1048286,restaurant,3.8,203,OPERATIONAL
908,KFC,26.4000979,50.1170614,restaurant,4,711,OPERATIONAL
909,معجنات نور الياسمين,26.3932076,50.1046555,restaurant,4.2,315,OPERATIONAL
910,Kudu - Mohammed Bin Fahd Street - Dammam,26.4004504,50.1150443,restaurant,3.8,1338,OPERATIONAL
911,La Tavola Italian Restaurant مطعم لاتاڤولا الايطالى,26.4001967,50.117668900000005,restaurant,4.9,1176,OPERATIONAL
912,Meltzone,26.3951185,50.1047181,restaurant,4.1,429,OPERATIONAL
913,Grill Shack,26.3939265,50.1047384,restaurant,3.9,574,OPERATIONAL
914,Hunger Bell Cafeteria كافتيريا جرس الجوع,26.3936919,50.1047162,restaurant,4.6,38,OPERATIONAL
915,TIM HORTONS,26.4000118,50.1169877,restaurant,4.1,483,OPERATIONAL
916,Canton - كانتون,26.4003179,50.1173517,restaurant,3.9,212,OPERATIONAL
917,Herfy 215,26.4001268,50.1155815,restaurant,3.5,663,OPERATIONAL
918,Hardee's,26.4005625,50.1169375,restaurant,3.9,107,OPERATIONAL
919,Rakah Modern Restaurant,26.4021421,50.1396291,restaurant,3.8,699,OPERATIONAL
920,Domino's Pizza,26.3882137,50.14939,restaurant,3.7,133,OPERATIONAL
921,Herfy,26.387729200000003,50.1493863,restaurant,3.6,937,OPERATIONAL
922,Barn's | بارنز,26.3878362,50.1493994,restaurant,4.1,19,OPERATIONAL
923,مطعم شباب خلیجی بخاري shabab khaleeji restaurant,26.40207,50.139716,restaurant,3.9,20,OPERATIONAL
924,مطعم حصن الشام لتقديم الوجبات,26.388248200000003,50.1494497,restaurant,3.5,15,OPERATIONAL
925,مطعم سكبة الاولى,26.401957,50.1397628,restaurant,3.3,15,OPERATIONAL
926,مخبر فوال حسن یوسف قصرالخلیج,26.3839746,50.1412039,restaurant,3.1,31,OPERATIONAL
927,Crust Station,26.3861293,50.1261138,restaurant,4.5,4,OPERATIONAL
928,Amiantit Indian Canteen,26.3881982,50.1302043,restaurant,3,2,OPERATIONAL
930,Saihati restaurant,26.4032083,50.1596053,restaurant,4.3,43,OPERATIONAL
931,Asyakh Alshawwaya Restaurant,26.388608,50.1784058,restaurant,4.7,221,OPERATIONAL
932,Mezbaan Raka,26.3880633,50.178353,restaurant,3.8,72,OPERATIONAL
933,BURDOG,26.3884696,50.1784129,restaurant,4.8,832,OPERATIONAL
934,Domino's Pizza,26.3880386,50.178153,restaurant,3.4,295,OPERATIONAL
935,SALATA | سلاته,26.3884375,50.1783125,restaurant,4.7,128,OPERATIONAL
936,Costa Coffee,26.391663,50.177547,restaurant,2.5,23,OPERATIONAL
937,Al Gosaibi Foods Company,26.4009098,50.1679095,restaurant,4,113,OPERATIONAL
938,بوفية دار اليوم,26.3793928,50.1703728,restaurant,3,2,OPERATIONAL
939,الميز,26.3952565,50.18209050000001,restaurant,3.7,6,OPERATIONAL
940,Main Restaurant,26.3975536,50.1904432,restaurant,3.7,309,OPERATIONAL
941,فود ترك low and slow,26.3813062,50.1827778,restaurant,4.9,45,OPERATIONAL
942,Tasty Elements عناصر الذيذه,26.4050629,50.1844517,restaurant,3.8,8,OPERATIONAL
943,Students' Canteen,26.3975518,50.1904597,restaurant,3.5,24,OPERATIONAL
944,Boys Ground Cafeteria,26.3818365,50.1833402,restaurant,2.3,7,OPERATIONAL
945,مطاعم مقلوبة جهاد,26.3832565,50.1926936,restaurant,5,2,OPERATIONAL
946,مطعم - تحت الإنشاء,26.3958901,50.2008368,restaurant,No rating,No reviews,OPERATIONAL
947,مطعم لدنا الجبيل,26.383265800000004,50.1927161,restaurant,No rating,No reviews,OPERATIONAL
948,لذة,26.3807509,50.1836241,restaurant,No rating,No reviews,OPERATIONAL
949,MY DOMI - ماي دومي - بحر الراكة,26.3880625,50.2353125,restaurant,4.2,146,OPERATIONAL
950,Pastron Pasta,26.3872125,50.2359531,restaurant,4.4,41,OPERATIONAL
951,بطاطس ابو موضي ٢,26.3917549,50.2336734,restaurant,4,9,OPERATIONAL
952,Um Hanan Local Food,26.4032262,50.2260596,restaurant,4.9,23,OPERATIONAL
953,3 يناير,26.3862422,50.2360019,restaurant,4.2,51,OPERATIONAL
954,باستا وايز,26.3907338,50.2343527,restaurant,4.7,99,OPERATIONAL
955,إندوفرايز Endofries,26.3910045,50.2341799,restaurant,4.5,34,OPERATIONAL
956,OTARO,26.387419,50.2359667,restaurant,5,19,OPERATIONAL
957,عربة وفود ترك ام تركي,26.3918679,50.2338291,restaurant,5,16,OPERATIONAL
958,مطعم حواء,26.3883557,50.2356202,restaurant,5,3,OPERATIONAL
959,pasta wise,26.3904545,50.2344925,restaurant,5,27,OPERATIONAL
960,بوتيروس باشا,26.405177,50.2255663,restaurant,No rating,No reviews,OPERATIONAL
961,BiSoeet,26.392774,50.2324309,restaurant,5,7,OPERATIONAL
962,Shokah,26.391237500000003,50.2333906,restaurant,5,4,OPERATIONAL
963,ابوراشد ام راشد اللاكلات الشعبية,26.3924454,50.2333033,restaurant,5,5,OPERATIONAL
964,شاي جمر,26.4011775,50.2274815,restaurant,5,1,OPERATIONAL
965,BUN RUN BURGER 🍔 بان ران برقر,26.3918956,50.2336935,restaurant,4.8,25,OPERATIONAL
966,مطعم ركن الشرقية البخاري,26.4100214,49.9869989,restaurant,3.2,36,OPERATIONAL
967,مطعم أصل اللذائذ لتقديم الوجبات,26.418051,49.9842501,restaurant,3.3,73,OPERATIONAL
968,مطعم اطياف رنيم,26.4073826,49.9879609,restaurant,3,179,OPERATIONAL
969,Burger Almashvi,26.4102021,49.9875427,restaurant,4.1,60,OPERATIONAL
970,مطعم ليالي الضاحية,26.4180475,49.9841945,restaurant,4.7,90,OPERATIONAL
971,واقــف برجـر ( الضاحية ) - BURGER WAQF,26.4175736,50.0051693,restaurant,4.2,649,OPERATIONAL
972,Kebdat Hijazi,26.4168791,50.0047562,restaurant,4,1767,OPERATIONAL
973,بروستد كوخ الكتكوت,26.4198714,49.9967778,restaurant,4.5,100,OPERATIONAL
974,ورق عنب الشرقية grape leaves,26.4177445,50.0043787,restaurant,4.2,148,OPERATIONAL
975,معجنات نور الشام فرع2 الضاحية,26.4156651,50.0007947,restaurant,4.6,82,OPERATIONAL
976,مطعم النكهه الفاخره,26.4198547,49.9967777,restaurant,3.7,188,OPERATIONAL
977,مطعم كباب الفسطاط,26.4113183,50.0048332,restaurant,3.8,106,OPERATIONAL
978,بوفية قمة الضاحية,26.4113518,49.9895979,restaurant,3.5,105,OPERATIONAL
979,مطعم ركني الشيف البخاري,26.4165312,50.0053367,restaurant,3.6,112,OPERATIONAL
980,معصوبي,26.4169009,50.0047605,restaurant,4.6,106,OPERATIONAL
981,مطعم شموخ عدن للاكلات الشعبيه,26.414485,49.9919045,restaurant,4.2,53,OPERATIONAL
982,بروست تشكن فاير,26.4172127,50.0046914,restaurant,4,60,OPERATIONAL
983,بيتزا كيو الضاحية بيتزا معجنات فطائر,26.411166,49.9897393,restaurant,4,48,OPERATIONAL
984,Zaman dressing - suburb,26.419714,49.9969718,restaurant,3.6,148,OPERATIONAL
985,كنافة الهنا فرع الضاحيه,26.4177689,50.004376,restaurant,4.2,31,OPERATIONAL
986,عريكة عم قاسم الأصلية,26.4157565,50.0239696,restaurant,4.1,497,OPERATIONAL
987,Herfy,26.4196251,50.0200807,restaurant,3.7,3402,OPERATIONAL
988,مطعم ولائم الطاهي,26.4053557,50.01583180000001,restaurant,3.9,1070,OPERATIONAL
989,حاشيكم,26.4151913,50.0228567,restaurant,3.9,1250,OPERATIONAL
990,مطعم نواف البخاري,26.4204116,50.0036587,restaurant,4.3,868,OPERATIONAL
991,بروستد كرم 2,26.4191407,50.0193104,restaurant,4.1,730,OPERATIONAL
992,شاورمجي | SHAWERMAGY,26.4198829,50.003618800000005,restaurant,4.1,2913,OPERATIONAL
993,مطعم تكتكة المضغوط,26.4185251,50.0192074,restaurant,4.3,197,OPERATIONAL
994,مطعم مالح حلو | الدمام - حي النور,26.4190978,50.019194,restaurant,4.5,368,OPERATIONAL
995,Barn's | بارنز,26.4071547,50.0140498,restaurant,4,207,OPERATIONAL
996,Falafel Jasmine Sham,26.4117694,50.0173485,restaurant,4.3,791,OPERATIONAL
997,Classico Diet,26.4185714,50.017965,restaurant,4.5,164,OPERATIONAL
998,Bashvot restaurant,26.4216784,50.0026954,restaurant,3.6,441,OPERATIONAL
999,Fawal Al Taif,26.4114139,50.0165717,restaurant,3.8,940,OPERATIONAL
1000,مطعم حدائق طابا,26.4112797,50.0153094,restaurant,3.8,667,OPERATIONAL
1001,بوفية تسالي الشرقية,26.4040573,50.0185307,restaurant,4,364,OPERATIONAL
1002,McDonald's,26.423391,50.029582,restaurant,3.6,2308,OPERATIONAL
1003,الرواق الشعبي - حي بدر,26.4120705,50.0322183,restaurant,4,1847,OPERATIONAL
1004,McDonald's,26.40444,50.03745,restaurant,3.7,4265,OPERATIONAL
1005,Vitamin Palace,26.4182518,50.0286222,restaurant,4,4113,OPERATIONAL
1006,AlRafidain Restaurant,26.4159022,50.0253607,restaurant,4.3,3472,OPERATIONAL
1007,Baba Khabbaz,26.4075284,50.0360111,restaurant,4.2,2354,OPERATIONAL
1008,Restaurants Abu Hilal,26.411363100000003,50.0333091,restaurant,4.2,3776,OPERATIONAL
1009,Alghamdi Beans and Bread,26.4187511,50.0309078,restaurant,4.2,1589,OPERATIONAL
1010,مطاعم أبو هلال,26.421022500000003,50.0236829,restaurant,4.1,858,OPERATIONAL
1011,Samadeeraty Restaurant,26.4098518,50.0343595,restaurant,3.9,3153,OPERATIONAL
1012,Al Rafidain Grills,26.4218497,50.0256031,restaurant,4.5,2637,OPERATIONAL
1013,فلافي كلاود﻿س,26.4229021,50.027548,restaurant,4.1,646,OPERATIONAL
1014,مطعم سمك ورز للمأكولات البحرية (Fish & Rice Seafood Restaurant),26.4167295,50.0268518,restaurant,4.6,1164,OPERATIONAL
1015,Qasr Al Ratem,26.4214172,50.0250718,restaurant,3.9,1290,OPERATIONAL
1016,Rahal,26.4161563,50.0299153,restaurant,4.1,1431,OPERATIONAL
1017,مطاعم مأدبه (ماكولات خليجيه ),26.4030688,50.03907710000001,restaurant,4.1,1183,OPERATIONAL
1018,Mama Noura,26.4052713,50.0565453,restaurant,3.9,4118,OPERATIONAL
1019,Al Tazaj,26.4046799,50.0550038,restaurant,3.6,5088,OPERATIONAL
1020,Zad Al Sultan - Uhud,26.4054052,50.0568531,restaurant,4.4,1290,OPERATIONAL
1021,Falafel Pie | فطيرة الفلافل,26.4113704,50.0567253,restaurant,3.9,2359,OPERATIONAL
1022,ALKOOT Restaurant,26.411674,50.0554835,restaurant,3.9,1010,OPERATIONAL
1023,مطعم رايق,26.4093487,50.0575563,restaurant,3.8,537,OPERATIONAL
1024,مطعم الرواق الشعبي فرع القادسية,26.4140357,50.0687078,restaurant,4,3146,OPERATIONAL
1025,Romansi Al Sharqiya,26.4143017,50.0543379,restaurant,3.9,2234,OPERATIONAL
1026,Alkabsa Alhasawiya Restaurant,26.4166141,50.0514388,restaurant,3.9,3249,OPERATIONAL
1027,Barn's | بارنز,26.4134936,50.0737796,restaurant,4.2,968,OPERATIONAL
1028,Ghawi Falafel | غاوي فلافل,26.4070718,50.0676667,restaurant,4.3,852,OPERATIONAL
1029,MAZA RESTAURANT,26.41296,50.0543596,restaurant,3.9,1930,OPERATIONAL
1030,lahza | لحظة,26.4100741,50.0568575,restaurant,4,701,OPERATIONAL
1031,ARCHI,26.411773600000004,50.0933817,restaurant,4.1,1148,OPERATIONAL
1032,Kufa,26.4175083,50.0818185,restaurant,4.1,6008,OPERATIONAL
1033,مشويات البراحة,26.4226941,50.0788727,restaurant,4.2,2875,OPERATIONAL
1034,بيلا سويت | Billa sweet,26.4120529,50.096746,restaurant,4.1,1554,OPERATIONAL
1035,Kabana Restaurants,26.4217736,50.0852609,restaurant,4.1,1425,OPERATIONAL
1036,Falafel Rabieh,26.4237487,50.0799643,restaurant,4.2,3603,OPERATIONAL
1037,McDonald's,26.415106,50.076998,restaurant,3.7,4646,OPERATIONAL
1038,بوفية شيربا,26.4070042,50.0678178,restaurant,4.1,1020,OPERATIONAL
1039,بوفية الرزق للأكلات الشعبية,26.4200434,50.0892542,restaurant,4.2,1638,OPERATIONAL
1040,Clean Protein | كلين بروتين,26.4050523,50.0694884,restaurant,4,1263,OPERATIONAL
1041,Mishwar,26.3981599,50.0877157,restaurant,3.7,1092,OPERATIONAL
1042,فاي phi,26.3999303,50.0753476,restaurant,4.3,255,OPERATIONAL
1043,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,26.4027645,50.0847977,restaurant,4,1070,OPERATIONAL
1044,AlBaik,26.412871,50.110655,restaurant,4.1,12966,OPERATIONAL
1045,Pickup Burger,26.4111653,50.1090013,restaurant,4.5,1512,OPERATIONAL
1046,And salad,26.4109541,50.1089806,restaurant,4.1,941,OPERATIONAL
1047,McDonald's,26.41561,50.108993,restaurant,3.8,4375,OPERATIONAL
1048,KOKORO (Dammam),26.4112361,50.1091324,restaurant,4.6,459,OPERATIONAL
1049,Eastern Coast - Seafood,26.417952,50.112148,restaurant,4.2,2371,OPERATIONAL
1050,Romansi Al Sharqiya,26.4067433,50.1077222,restaurant,4.3,594,OPERATIONAL
1051,KFC,26.4097229,50.1088424,restaurant,3.4,1647,OPERATIONAL
1052,Madeleine Boutique,26.4063195,50.1010538,restaurant,4,188,OPERATIONAL
1053,Madghout Thahamah MT Restuarant,26.4146299,50.1176558,restaurant,4.2,3030,OPERATIONAL
1054,Abu Hilal Restaurant,26.4141479,50.1197464,restaurant,4.2,2159,OPERATIONAL
1055,ADNOC Service Station | King Fahad Rd. (2016),26.4099393,50.1332682,restaurant,4.1,196,OPERATIONAL
1056,Damascus Gardens Pastries Restaurant,26.4122033,50.1222866,restaurant,4.2,2845,OPERATIONAL
1057,"Red Table Restaurant, Abdullah Fouad Branch",26.4224581,50.1136254,restaurant,3.9,2115,OPERATIONAL
1058,Sendebad Pastries,26.4188147,50.114916400000006,restaurant,4.2,1764,OPERATIONAL
1059,Rabieh Falafel,26.4153346,50.1172996,restaurant,4.2,1631,OPERATIONAL
1060,Kudu - Fatima Zahra Street,26.4151686,50.1175267,restaurant,3.9,1141,OPERATIONAL
1061,ALKARAK,26.4142373,50.1196409,restaurant,4.2,1328,OPERATIONAL
1062,Domino's,26.411339800000004,50.1239947,restaurant,4.1,589,OPERATIONAL
1063,Modon Alam Pakistani Restaurant,26.4154268,50.1503402,restaurant,4.2,129,OPERATIONAL
1064,Khalidiya Restaurant,26.4057126,50.1453692,restaurant,3.8,145,OPERATIONAL
1065,Mehran Restaurant | مطعم مهران,26.4159238,50.1480724,restaurant,4.4,58,OPERATIONAL
1066,زهور الفاو,26.414015,50.1353233,restaurant,3.8,27,OPERATIONAL
1067,Mix Meals,26.4095978,50.1329786,restaurant,4.4,20,OPERATIONAL
1068,The Square Restaurant,26.407518,50.138688,restaurant,3.6,35,OPERATIONAL
1069,Shojib,26.4185868,50.1421444,restaurant,1,1,OPERATIONAL
1070,Lalazar The Continental Flavours Restaurant,26.4116292,50.1236941,restaurant,No rating,No reviews,OPERATIONAL
1071,ورق عنب مهدي,26.4152449,50.122802400000005,restaurant,No rating,No reviews,OPERATIONAL
1072,Srilankan Kandy Restaurant,26.4171732,50.1606929,restaurant,4,396,OPERATIONAL
1073,Malabar restaurant,26.4157208,50.1655859,restaurant,3.8,265,OPERATIONAL
1074,"فرايزون Frizone (الخالديه الجنوبيه , الميناء)",26.4189669,50.1615371,restaurant,3.9,68,OPERATIONAL
1075,Madina Restaurant,26.4178832,50.1609582,restaurant,3.8,120,OPERATIONAL
1076,Meena,26.4181724,50.1646039,restaurant,4.3,71,OPERATIONAL
1077,مطعم يحيى الذهبي البخاري,26.418487,50.161302,restaurant,4,110,OPERATIONAL
1078,Mina hotel,26.4157247,50.1617684,restaurant,4.4,8,OPERATIONAL
1079,Furooj Delicious Taste فروج الطعم اللذيذ,26.4174212,50.160742,restaurant,3.6,14,OPERATIONAL
1080,Kashmir Cafe مطعم سفرة الأرز,26.4163144,50.1601505,restaurant,4,36,OPERATIONAL
1081,مطبخ الخيمة الكبيره,26.4181796,50.1645857,restaurant,4.7,19,OPERATIONAL
1082,Maimona Restaurant,26.4171179,50.1605642,restaurant,3.9,46,OPERATIONAL
1083,SAHEL AL MENA RESTAURANT مطعم سهل الميناء,26.4101961,50.1559733,restaurant,2.6,11,OPERATIONAL
1084,3star Indian hotel (Tamil),26.4164756,50.1603941,restaurant,2.8,4,OPERATIONAL
1085,مطعم غوري البخاري باكستاني,26.4172096,50.1607073,restaurant,3.7,41,OPERATIONAL
1086,فوال نور الصباح,26.4184981,50.1612699,restaurant,3.5,26,OPERATIONAL
1087,Dess pardess .Pakistani restaurant,26.4174647,50.1666038,restaurant,5,2,OPERATIONAL
1088,Diwan Lounge,26.4125508,50.1733147,restaurant,4,2118,OPERATIONAL
1089,مطعم شوايه صحاري,26.414975,50.170526,restaurant,4.1,760,OPERATIONAL
1090,باكستاني مطعم تاج الامتياز Pakistani restaurant,26.4167575,50.1735235,restaurant,4.3,81,OPERATIONAL
1091,مطعم دروازة البيت للأكلات الشعبية,26.4140212,50.1745253,restaurant,4.5,610,OPERATIONAL
1092,Zaman Awal,26.4147484,50.170135300000005,restaurant,4.4,130,OPERATIONAL
1093,مطعم شباب عنك البخاري,26.4166076,50.172435,restaurant,3.9,266,OPERATIONAL
1094,Herfy,26.4151028,50.1702871,restaurant,3.5,789,OPERATIONAL
1095,Mumtaz restaurant pakistani,26.415255,50.1749598,restaurant,4.8,18,OPERATIONAL
1096,Boofia Almakhtas بوفيه يد المختص,26.4155697,50.1695184,restaurant,4.3,31,OPERATIONAL
1097,Rummaan Hyderabadi Restaurant - Dammam Seaport,26.4168401,50.1731699,restaurant,3.6,9,OPERATIONAL
1098,مطعم قلعه السعادة,26.4147529,50.1753682,restaurant,3.9,19,OPERATIONAL
1099,فوال ومخبز جود النخيل,26.4147485,50.1699103,restaurant,4.1,23,OPERATIONAL
1100,Thamees Dhukkan,26.4109288,50.1802071,restaurant,4.1,122,OPERATIONAL
1101,ANJIK Restaurant,26.4076406,50.1886683,restaurant,4.3,2779,OPERATIONAL
1102,بوفية سور المذاق,26.4064332,50.1867269,restaurant,4.5,72,OPERATIONAL
1103,Bomboloni بومبولوني,26.4078067,50.1889814,restaurant,4.4,109,OPERATIONAL
1104,بوفية النورس الأولى,26.4107941,50.1802951,restaurant,3.9,14,OPERATIONAL
1105,مطبخ شغف للحفلات والولائم Passion of Catering,26.4105151,50.1809327,restaurant,3.8,24,OPERATIONAL
1106,اقبال للمأكولات الشعبية,26.4077225,50.189849,restaurant,5,23,OPERATIONAL
1107,فود ترك عصيرات,26.4060027,50.1870912,restaurant,No rating,No reviews,OPERATIONAL
1108,بطاطس جيزاني cruella,26.4128855,50.2203733,restaurant,4.8,868,OPERATIONAL
1109,متعة الجليد _ FUN ICE,26.4125231,50.2205681,restaurant,4.3,193,OPERATIONAL
1110,طفران - TAFRAN,26.4125601,50.2202047,restaurant,4.2,124,OPERATIONAL
1111,بلوفات BLUFAT,26.4121875,50.2207656,restaurant,4.3,209,OPERATIONAL
1112,كوري كورن - الكباب الكوري المقرمش - فرع الخبر,26.4088912,50.2226163,restaurant,4.8,30,OPERATIONAL
1113,فود تردك جداويه,26.4109311,50.2214516,restaurant,3.9,34,OPERATIONAL
1114,Chico تشيكو,26.4090981,50.2224457,restaurant,4.6,9,OPERATIONAL
1115,تاوة الطيبين بحر الراكة,26.4088881,50.2226736,restaurant,4.6,17,OPERATIONAL
1116,Zoz Kitchen,26.4108375,50.2215469,restaurant,5,4,OPERATIONAL
1117,انا غير,26.4094459,50.2221563,restaurant,4,1,OPERATIONAL
1118,SNAX.966,26.4100581,50.2219131,restaurant,No rating,No reviews,OPERATIONAL
1119,INNOVATION Pizza - اينوفيشن بيتزا,26.413051300000003,50.2203931,restaurant,5,52,OPERATIONAL
1120,كبدة ريف,26.4111494,50.2212769,restaurant,4,4,OPERATIONAL
1121,فود ترك اي ار سفن,26.4069243,50.2237667,restaurant,No rating,No reviews,OPERATIONAL
1122,فود ترك حوسة,26.4067625,50.2239844,restaurant,No rating,No reviews,OPERATIONAL
1123,هيلة,26.4069342,50.2237965,restaurant,5,17,OPERATIONAL
1124,كبده حساويه,26.4050187,50.2249237,restaurant,3,2,OPERATIONAL
1125,Zaman Bairot,26.4387795,49.9821483,restaurant,4.1,247,OPERATIONAL
1126,بروستد كيان الشرقية,26.4390327,49.9764224,restaurant,3.8,105,OPERATIONAL
1127,بوفية تسالي واو,26.4368725,49.9766212,restaurant,4.3,87,OPERATIONAL
1128,مطعم فوال الضاحية,26.4339136,49.9866288,restaurant,3.9,100,OPERATIONAL
1129,Maasob Lamah,26.4377558,49.9777655,restaurant,4.6,122,OPERATIONAL
1130,بوفية شطائر الطائر,26.4389094,49.9827495,restaurant,4.2,47,OPERATIONAL
1131,نسيم برجرمشوي و بروست,26.4368927,49.9858478,restaurant,3.9,32,OPERATIONAL
1132,بوفية ركن الضاحية,26.4337739,49.9866661,restaurant,4.5,84,OPERATIONAL
1133,مطعم مضغوط العائلة,26.4368458,49.9858604,restaurant,3.9,28,OPERATIONAL
1134,بوفية صقور لبنان,26.4382112,49.9797537,restaurant,4,42,OPERATIONAL
1135,بوفيه قلعة النور الوجبات السريعة 2,26.4331744,49.9868507,restaurant,4.6,10,OPERATIONAL
1136,بوفيه نجمه الضاحيه,26.436886,49.9857588,restaurant,4.5,15,OPERATIONAL
1137,مطعم نقطة الضاحيه,26.4385087,49.9838039,restaurant,4.3,16,OPERATIONAL
1138,برجر مشوي,26.4323939,49.9870876,restaurant,2.8,4,OPERATIONAL
1139,مطعم الذوق الذهبي,26.4331621,49.9868693,restaurant,4.1,18,OPERATIONAL
1140,طبق الحجاز للمنتو واليغمش,26.4389941,49.9834766,restaurant,3.4,20,OPERATIONAL
1141,وبرستد وبيتزاركن كنان للوجبات السريعة,26.4392743,49.9763468,restaurant,5,1,OPERATIONAL
1142,مطبخ الوفاء,26.4416915,49.9751225,restaurant,No rating,No reviews,OPERATIONAL
1143,لافا شاورما,26.4249696,50.0043409,restaurant,4.5,285,OPERATIONAL
1144,Voile Noor morning,26.4216152,50.0027014,restaurant,3.6,198,OPERATIONAL
1145,مطعم خبزي الأحمر,26.4339749,50.004155,restaurant,3.3,67,OPERATIONAL
1146,فلافل الراية,26.4229019,49.9991476,restaurant,4.1,94,OPERATIONAL
1147,BURGER MASHWI🍔,26.4237674,50.0025582,restaurant,4.2,117,OPERATIONAL
1148,مطعم فخر الضاحية البخارى,26.4228384,49.9992363,restaurant,3.8,52,OPERATIONAL
1149,خبز الفلافل الدمشقي falafel bread Damascus,26.4202226,50.0036086,restaurant,3.3,95,OPERATIONAL
1150,بوفية شموع المنامه حي الضاحيه,26.4216407,50.0024475,restaurant,3.5,97,OPERATIONAL
1151,المطبخ المغربي للمأكولات المغربية- أسر منتجة,26.4237401,49.9961921,restaurant,4.4,49,OPERATIONAL
1152,مطعم الريحانتان الضاحية,26.4203491,50.003486800000005,restaurant,3.6,179,OPERATIONAL
1153,Al Millas Al Hasawi Restaurant,26.4262459,50.0118889,restaurant,4,1190,OPERATIONAL
1154,بوفيه ليان السعادة,26.4300289,50.0119875,restaurant,4.2,626,OPERATIONAL
1155,Aloosh Restaurant Dammam,26.4244594,50.0118364,restaurant,4.4,228,OPERATIONAL
1156,فوال بصمة الافراح حي النور,26.4249843,50.0240127,restaurant,3.9,363,OPERATIONAL
1157,دايزر | DAIZER,26.4185547,50.0179419,restaurant,4.5,371,OPERATIONAL
1158,بوفيه ليان السعادة الفرع (2),26.4317044,50.0219277,restaurant,4.2,396,OPERATIONAL
1159,Kufa,26.4259121,50.0362501,restaurant,3.9,980,OPERATIONAL
1160,مطعم جبال فيفا,26.4278437,50.0376139,restaurant,4,1540,OPERATIONAL
1161,KFC,26.4207455,50.0231237,restaurant,3.6,1856,OPERATIONAL
1162,مطعم واحة حضرموت للمندي والمظبي والمكموت,26.4218698,50.0359466,restaurant,3.9,389,OPERATIONAL
1163,Shawarmer | شاورمر,26.4237659,50.0307909,restaurant,4.1,1583,OPERATIONAL
1164,منؤشة الريف,26.4265898,50.0352921,restaurant,4.3,784,OPERATIONAL
1165,Casapasta | كازاباستا,26.4238354,50.0307004,restaurant,4.1,698,OPERATIONAL
1166,Broast rukun al Tazaj,26.4211792,50.0264563,restaurant,3.9,1783,OPERATIONAL
1167,Atlas Restaurant,26.4208925,50.0476394,restaurant,3.9,1757,OPERATIONAL
1168,حاشي باشا| فرع الفيحاء,26.433529,50.044556,restaurant,4,2195,OPERATIONAL
1169,Althawaqa Biryani,26.4233235,50.0454715,restaurant,3.9,1374,OPERATIONAL
1170,مطعم الراكوبة للمأكولات السودانية,26.4383493,50.0563392,restaurant,4.1,414,OPERATIONAL
1171,Al Deek Al Romie Restaurant,26.4243922,50.0444985,restaurant,3.8,824,OPERATIONAL
1172,بوبايز POPEYES,26.4286995,50.0405701,restaurant,4.7,775,OPERATIONAL
1173,Maestro Pizza,26.4264648,50.035341,restaurant,4.2,1100,OPERATIONAL
1174,شركة مطعم العصر الحديث ،،(((٣))) حي احد,26.4271386,50.0377652,restaurant,4.2,150,OPERATIONAL
1175,ورق عنب ساور,26.435839200000004,50.0469645,restaurant,4.1,684,OPERATIONAL
1176,فوال الطائف,26.4329213,50.0447709,restaurant,3.8,847,OPERATIONAL
1177,KFC,26.4274375,50.0429375,restaurant,4,412,OPERATIONAL
1178,ورق عنب ستيشن,26.4378546,50.0376736,restaurant,4.5,107,OPERATIONAL
1179,لذائذ الماكولات,26.4234179,50.0401528,restaurant,4.3,211,OPERATIONAL
1180,حاشيكم,26.4325153,50.0432914,restaurant,4.4,450,OPERATIONAL
1181,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,26.426832,50.0352117,restaurant,3.5,186,OPERATIONAL
1182,بوفية عمر القادسية,26.4216981,50.0730791,restaurant,4.2,3962,OPERATIONAL
1183,بروستد الرازي,26.422668200000004,50.0724904,restaurant,4.1,1001,OPERATIONAL
1184,Hashi Basha,26.42287,50.072944,restaurant,3.9,1429,OPERATIONAL
1185,Zafran Indian Restaurant,26.4397081,50.0646118,restaurant,4.5,1768,OPERATIONAL
1186,BURGER WAQF,26.4283876,50.0744263,restaurant,4.6,2150,OPERATIONAL
1187,كوفه حي الأثير,26.4389767,50.0654107,restaurant,4.1,4314,OPERATIONAL
1188,Abu Tayeb Restaurant,26.4407843,50.0710216,restaurant,4.1,2756,OPERATIONAL
1189,Baba abdo restaurant مطعم بابا عبده,26.4408907,50.0606614,restaurant,3.6,1766,OPERATIONAL
1190,SAFSAF Restaurant,26.442056200000003,50.0640524,restaurant,4,2147,OPERATIONAL
1191,Ruchi Restaurant Dammam مطعم تاج الدمام,26.4419818,50.062758,restaurant,3.8,1504,OPERATIONAL
