Place ID,Name,Latitude,Longitude,Category,Rating,Number of Reviews,Business Status,Google Maps URL
N/A,Barn's | بارنز,26.3676374,50.20419,cafe,4.7,55,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,7 Grams Drive Thru - Somou (soon),26.3788489,50.1962475,cafe,4.8,86,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Dunkin' - دانكن,26.365880299999997,50.206598899999996,cafe,4.3,76,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Blue Sky Coffee,26.3628239,50.206350199999996,cafe,4,193,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Wiso Bakery- الراكة,26.3793641,50.1957631,cafe,4.3,101,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,محل موغل للحلويات mughal sweets &bakers,26.363368599999998,50.2010256,cafe,4,172,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Archi | أرتشي,26.3799432,50.218266799999995,cafe,4.9,8,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,NBS,26.3664381,50.2073308,cafe,5,4,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,بيت المزاج,26.3841951,50.205358700000005,cafe,4.7,15,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Khobr,26.3662885,50.2042769,cafe,5,1,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,ONA Roastery & Bakery,26.371824699999998,50.2284857,cafe,4.4,681,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,A place for people,26.371992199999998,50.229121000000006,cafe,4.5,468,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,شاي ابو شنب,26.381787499999998,50.2343906,cafe,4.3,244,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,بيالة,26.383677499999997,50.2355184,cafe,4.3,36,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,شاي مسقف,26.383457699999997,50.2354011,cafe,4.6,53,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مقطار,26.3827688,50.235010499999994,cafe,4.4,61,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,شاهي ضو,26.384839799999998,50.2358676,cafe,4.9,161,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,شاي T1 ( ترك ),26.3720125,50.2369844,cafe,5,13,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مستهل,26.3823004,50.2348455,cafe,3.9,19,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,شاي تذكار,26.3850309,50.235942599999994,cafe,4.2,46,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,.RATIO Speciality Coffee | ريشيو للقهوة المختصة,26.371930499999998,50.2289172,cafe,4.8,16,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Archi | أرتشي,26.3799432,50.218266799999995,cafe,4.9,8,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,غدق,26.3844918,50.2358818,cafe,4.7,47,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,باشا بورشيد,26.3752734,50.2351532,cafe,5,3,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,شاهي,26.3832458,50.235289099999996,cafe,5,3,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,شاي الطريق,26.384773199999998,50.2359131,cafe,5,32,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مأكولات وشاي حوسه,26.3751125,50.2350469,cafe,No rating,No reviews,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,شاي جمعه,26.3835984,50.235495099999994,cafe,4.4,11,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,قولدن بارك,26.3816585,50.2344127,cafe,4.2,5,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Mazj coffee,26.3850294,49.9849854,cafe,4.8,145,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,شاي موروث | MOROOTH,26.3862034,49.984346599999995,cafe,5,15,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,ناصر الحارثي,26.386673199999997,49.9644681,cafe,No rating,No reviews,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,كيان,26.3829037,50.000644699999995,cafe,3.9,117,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Mazj coffee,26.3850294,49.9849854,cafe,4.8,145,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,كافية ايكيو EQ,26.3876577,49.9892069,cafe,4.9,61,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Barn's | بارنز,26.382734,50.000171599999994,cafe,2.7,6,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,شاهي مراسيم,26.383406899999997,50.0028911,cafe,4.9,24,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,شاي موروث | MOROOTH,26.3862034,49.984346599999995,cafe,5,15,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,حلا حمامة,26.382866,50.001138,cafe,No rating,No reviews,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,غريب,26.382605599999998,50.0014002,cafe,No rating,No reviews,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مقهى فجر الديوانية,26.3950946,50.0122953,cafe,3.6,1509,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,CAMEL COFFEE | مقهى وشيشة الجمل,26.4007705,50.0172501,cafe,4.1,381,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Starbucks,26.394490599999997,50.019149999999996,cafe,4.2,240,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Dunkin' - دانكن,26.380579500000003,50.012104099999995,cafe,4,665,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Camel car services & Shisha bar | مغسلة و مقهى وشيشه الجمل,26.4008742,50.0172615,cafe,4.2,830,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مزاج مغربي طريق ابوحدرية,26.397333,50.018502399999996,cafe,4.3,29,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,كيان,26.3829037,50.000644699999995,cafe,3.9,117,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,كيف كافي - KAIF COFFEE,26.4014082,50.0170757,cafe,4.7,51,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مزاج مغربي,26.3803125,50.0118125,cafe,4.1,29,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مقهى أمواج الشرق,26.4021826,50.010479,cafe,4.2,13,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Krispy kreme,26.380015900000004,50.011272399999996,cafe,4.1,9,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Barn's | بارنز,26.3968781,50.0174181,cafe,3.6,56,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مفاز درايف ثرو - Mafaz Drive Thru,26.397309,50.0185165,cafe,4.4,17,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Barn's | بارنز,26.382734,50.000171599999994,cafe,2.7,6,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,شاهي جمر أبو موسى,26.399662199999998,50.0101583,cafe,3.8,4,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,شاهي مراسيم,26.383406899999997,50.0028911,cafe,4.9,24,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,ديوانية الشتاء,26.388863399999998,50.0209747,cafe,No rating,No reviews,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,دوح وشاهي فرع 4 درايف ثرو,26.4054771,50.0146735,cafe,5,3,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,محل الراية لتقديم المشروبات(sweets&coffee),26.4040443,50.018359399999994,cafe,1,1,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,24Cafe,26.3972666,50.0170744,cafe,5,2,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Leo Lounge,26.379904999999997,50.023591200000006,cafe,3.4,795,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Baith Al Karak,26.3925826,50.0314809,cafe,4,1553,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,CAMEL COFFEE | مقهى وشيشة الجمل,26.4007705,50.0172501,cafe,4.1,381,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,VERT CAFÉ,26.3981215,50.036454799999994,cafe,4.7,389,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Starbucks,26.394490599999997,50.019149999999996,cafe,4.2,240,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,شاي قرمز,26.3796064,50.0265919,cafe,4.4,300,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Starbucks,26.391545999999998,50.036877999999994,cafe,4.1,435,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مقهى سمبلسيتي |Simplicity cafe,26.3938842,50.0343871,cafe,4.2,131,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Camel car services & Shisha bar | مغسلة و مقهى وشيشه الجمل,26.4008742,50.0172615,cafe,4.2,830,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,٧ جرام - النخيل مول,26.3902122,50.037221599999995,cafe,4.9,1742,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,DAZZLING CAFE,26.3911823,50.0382165,cafe,4.6,648,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,"L'ETO caffe - Nakheel Mall, Dammam",26.3902152,50.037044599999994,cafe,4.6,3635,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Barn's | بارنز,26.395906399999998,50.0380933,cafe,4.2,33,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,لمة كرك,26.392700899999998,50.0314145,cafe,4.1,138,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مزاج مغربي طريق ابوحدرية,26.397333,50.018502399999996,cafe,4.3,29,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Tim Hortons,26.3912765,50.0380026,cafe,4.5,220,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Cinnabon,26.39135,50.038947,cafe,2.7,153,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مقهى أصل الشاي,26.393842499999998,50.034093299999995,cafe,4.3,56,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,كيف كافي - KAIF COFFEE,26.4014082,50.0170757,cafe,4.7,51,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,كريب اند ديب Crepe & dip,26.390395599999998,50.038462599999995,cafe,3.1,60,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مقلط الفريج الفيصلية,26.3981946,50.046638599999994,cafe,4.5,6648,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,The Coffee Lab,26.384081899999998,50.0547028,cafe,4,1184,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,ديوانية الديرة الدمام,26.399140199999998,50.047871799999996,cafe,4,1261,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,COPLANT coffee & dessert,26.398176499999998,50.0473025,cafe,4.2,594,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Baith Al Karak,26.3925826,50.0314809,cafe,4,1553,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,VERT CAFÉ,26.3981215,50.036454799999994,cafe,4.7,389,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,All Day,26.400994599999997,50.051673,cafe,4.4,154,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,VERDE Coffee Lounge,26.3980371,50.0470006,cafe,4.4,544,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Dunkin' - دانكن,26.4036875,50.0388125,cafe,4.3,496,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Starbucks,26.3914188,50.0472447,cafe,4,778,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Starbucks,26.3961264,50.0431153,cafe,4,1786,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Black Cafe بلاك كافيه,26.4039933,50.0542013,cafe,4.3,910,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Dura Specialty Cafe,26.3982401,50.0464914,cafe,4.2,460,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Starbucks,26.391545999999998,50.036877999999994,cafe,4.1,435,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مقهى سمبلسيتي |Simplicity cafe,26.3938842,50.0343871,cafe,4.2,131,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مركز القوة العاشرة - Tenth power,26.3818766,50.0473041,cafe,4.8,230,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Barn's | بارنز,26.3826745,50.055182699999996,cafe,4.3,623,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,٧ جرام - النخيل مول,26.3902122,50.037221599999995,cafe,4.9,1742,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,DAZZLING CAFE,26.3911823,50.0382165,cafe,4.6,648,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,"L'ETO caffe - Nakheel Mall, Dammam",26.3902152,50.037044599999994,cafe,4.6,3635,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,WACAFE Al Rawdah | وكف الروضة,26.3955394,50.077867,cafe,4.3,2827,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Half Million,26.3994216,50.0757644,cafe,4.3,774,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,The Coffee Lab,26.384081899999998,50.0547028,cafe,4,1184,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,بكلو Piccolo,26.400392699999998,50.0734563,cafe,4.3,2321,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Brunswick,26.3900466,50.0655858,cafe,4.3,1323,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,GRAV CAFE قراف كافيه,26.3937614,50.0723649,cafe,4.4,1269,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,THiRDWAVE | Al-Faisaliyah | ثيردويڤ - الفيصلية,26.3915795,50.0726606,cafe,4.4,1930,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,شاي بخار,26.393422599999997,50.072139199999995,cafe,4.3,1207,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,شاي كيف التوأم 3,26.400360199999998,50.0662032,cafe,4.1,840,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مقهى ومحمصة سمبلسيتي | Simplicity cafe & roastery,26.403091099999997,50.0629042,cafe,4.5,497,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Dose cafe,26.3983125,50.0681875,cafe,4,1814,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Cafe Flow,26.3941208,50.0786431,cafe,4.6,261,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Starbucks,26.400726000000002,50.073291999999995,cafe,4.1,320,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Kiva Han Coffee - كيفاهان كافيه,26.3994678,50.0753396,cafe,4,804,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,24Cafe,26.393901699999997,50.0707752,cafe,4.3,225,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Cinnabon,26.403578699999997,50.05720720000001,cafe,3.2,339,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,التقاء,26.405305799999997,50.0608133,cafe,4.2,315,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Starbucks,26.395542,50.078075,cafe,4,834,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Dunkin' - دانكن,26.4050098,50.0598283,cafe,4.2,435,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,WACAFE Al Rawdah | وكف الروضة,26.3955394,50.077867,cafe,4.3,2827,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Half Million,26.3994216,50.0757644,cafe,4.3,774,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,UMQ Coffee 2.1,26.397824500000002,50.092468499999995,cafe,4.4,1344,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,بكلو Piccolo,26.400392699999998,50.0734563,cafe,4.3,2321,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,GRAV CAFE قراف كافيه,26.3937614,50.0723649,cafe,4.4,1269,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,THiRDWAVE | Al-Faisaliyah | ثيردويڤ - الفيصلية,26.3915795,50.0726606,cafe,4.4,1930,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,شاي بخار,26.393422599999997,50.072139199999995,cafe,4.3,1207,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Cafe Flow,26.3941208,50.0786431,cafe,4.6,261,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Line Espresso Bar & Roastery,26.3980954,50.0929594,cafe,4.5,297,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Starbucks,26.400726000000002,50.073291999999995,cafe,4.1,320,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Tim Hortons Mazaya Gas Station,26.379904999999997,50.086740999999996,cafe,4.2,1873,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Kiva Han Coffee - كيفاهان كافيه,26.3994678,50.0753396,cafe,4,804,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,dr.CAFE COFFEE,26.3940861,50.0851322,cafe,4.7,295,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,24Cafe,26.393901699999997,50.0707752,cafe,4.3,225,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Starbucks,26.395542,50.078075,cafe,4,834,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Choco Bliss,26.3931698,50.0846727,cafe,4.9,350,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,PETS PARK قهوة وقطوة,26.3881512,50.0756239,cafe,3.8,233,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Starbucks,26.387190699999998,50.074965399999996,cafe,3.9,1666,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Karak Box,26.3943371,50.0855354,cafe,4.3,515,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Otten اوتن,26.392082600000002,50.1039475,cafe,4.4,907,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,نَصّ | الدمام,26.3860817,50.1044212,cafe,3.8,707,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,UMQ Coffee 2.1,26.397824500000002,50.092468499999995,cafe,4.4,1344,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,20 U R,26.403187499999998,50.1018125,cafe,4.3,1690,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مثلث الكرات triangle balls,26.386847099999997,50.104406499999996,cafe,4,679,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,HAZEL COFFEE | هزل كوفي,26.4049701,50.1021156,cafe,4.6,321,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,All Day,26.4048886,50.1021526,cafe,4.4,1954,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Bitten Café,26.4003421,50.096310499999994,cafe,4.4,560,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Hassad Coffee Roasters | محمصة حصاد,26.4037354,50.1017617,cafe,4.7,365,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Kyan‎,26.3837978,50.097206899999996,cafe,4.2,623,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,ديلي كب Daily cup,26.401926399999997,50.0996703,cafe,4.4,143,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,OMOTENASHI,26.379583200000003,50.103615,cafe,4.7,473,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Pages Coffee,26.400152199999997,50.0972709,cafe,3.9,647,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Line Espresso Bar & Roastery,26.3980954,50.0929594,cafe,4.5,297,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مقهى ومحمصة سمبلسيتي | Simplicity cafe & roastery,26.403173400000004,50.105962,cafe,4.7,187,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Coffee Warehouse,26.3947582,50.104745699999995,cafe,4.2,1682,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Barn's | بارنز,26.4026991,50.101131099999996,cafe,4.2,621,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Onda Coffee مقهى أوندا,26.4055163,50.1012236,cafe,4.4,343,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,LAMBDA | لامدا,26.3812317,50.0988998,cafe,4.6,544,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Dunkin' - دانكن,26.403043000000004,50.100317999999994,cafe,4,857,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Otten اوتن,26.392082600000002,50.1039475,cafe,4.4,907,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مقهى الدب,26.3919033,50.1229357,cafe,4.2,278,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,W Gym,26.401343699999998,50.1137757,cafe,4.2,840,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Garden Gate,26.3981338,50.127047600000004,cafe,4.7,1014,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Coffee Warehouse,26.3947582,50.104745699999995,cafe,4.2,1682,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Moroccan Taste,26.4008246,50.1152489,cafe,4.2,225,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Karak Alhazah,26.3936988,50.1047212,cafe,4.3,457,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Tim Hortons,26.3911756,50.113878899999996,cafe,4.6,196,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Costa Coffee,26.391167,50.1137723,cafe,4.9,411,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Starbucks,26.4003282,50.117192499999994,cafe,3.9,2072,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,TIM HORTONS,26.4000118,50.116987699999996,cafe,4.1,483,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Road Café | قهوة الطريق,26.3896646,50.1126813,cafe,4.3,218,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Krispy Kreme Othaim Mall,26.4007775,50.1170463,cafe,3.9,22,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,نويمي كافيه,26.4003697,50.1170372,cafe,4.4,26,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,دلة كافية,26.401303,50.1162892,cafe,4.3,23,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مقهى بيت الدراجين,26.3840625,50.1253125,cafe,3.7,3,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Oliver Brown,26.400107499999997,50.117353099999995,cafe,3.3,165,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,CINNZEO OTHAIM MALL DAMMAM,26.4002727,50.117297099999995,cafe,3.1,30,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,موكا & مور,26.400379800000003,50.117259499999996,cafe,3.7,35,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مقهى الدب,26.3919033,50.1229357,cafe,4.2,278,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Garden Gate,26.3981338,50.127047600000004,cafe,4.7,1014,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Barn's | بارنز,26.3878362,50.1493994,cafe,4.1,19,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Derby Coffee,26.3969097,50.1482063,cafe,4.1,98,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مقهى بيت الدراجين,26.3840625,50.1253125,cafe,3.7,3,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Cafè and burgers,26.3917443,50.125843599999996,cafe,4.5,6,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,كوفي نزهة Nuzhah Cafe,26.392979999999998,50.1260614,cafe,3,2,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Bukhari Farrah 3 qasr Al Khalige,26.384078499999998,50.1412458,cafe,No rating,No reviews,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Al Seef cafe,26.3969223,50.1679341,cafe,4.2,2209,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,CAWALEES كواليس,26.3805505,50.148041,cafe,3.8,234,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Starbucks,26.380989099999997,50.148113699999996,cafe,4.4,260,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Dunkin' - دانكن,26.385531999999998,50.149494999999995,cafe,3.1,79,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Barn's | بارنز,26.3878362,50.1493994,cafe,4.1,19,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Derby Coffee,26.3969097,50.1482063,cafe,4.1,98,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,دانكن,26.3813152,50.1481985,cafe,1.8,16,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Al Seef cafe,26.3969223,50.1679341,cafe,4.2,2209,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Clix,26.3888729,50.178373,cafe,4.6,2545,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,8oz Coffee | ايت اوز كوفي,26.3825473,50.17834380000001,cafe,4.2,901,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Dunkin' - دانكن,26.3886765,50.177850199999995,cafe,4.2,405,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,اولابز | OLABS‏,26.3843137,50.167625,cafe,3.8,48,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Costa Coffee,26.391662999999998,50.177547,cafe,2.5,23,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Mana,26.388974299999997,50.1783801,cafe,4.5,46,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مقهى شاهي جمر Jamar Tea Cafe,26.3887495,50.1783814,cafe,4.1,32,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Barn’s,26.3893523,50.178064199999994,cafe,2.6,9,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,كاس بن | kasbon,26.3902725,50.186124899999996,cafe,1,2,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Haifa Markets,26.3905089,50.181316599999995,cafe,5,1,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Clix,26.3888729,50.178373,cafe,4.6,2545,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Dunkin' - دانكن,26.3886765,50.177850199999995,cafe,4.2,405,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Dunkin' - دانكن,26.384919999999997,50.186232000000004,cafe,3.8,249,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Costa Coffee,26.391662999999998,50.177547,cafe,2.5,23,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Mana,26.388974299999997,50.1783801,cafe,4.5,46,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Dunkin' - دانكن,26.3951875,50.1925625,cafe,3.6,67,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,دانكن,26.3882399,50.1875746,cafe,3.7,16,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,The HUB Co.,26.394886999999997,50.189222,cafe,4.7,3,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مقهى شاهي جمر Jamar Tea Cafe,26.3887495,50.1783814,cafe,4.1,32,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Barn’s,26.3893523,50.178064199999994,cafe,2.6,9,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,كاس بن | kasbon,26.3902725,50.186124899999996,cafe,1,2,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Phobia cafe,26.393996299999998,50.190087899999995,cafe,3.8,10,OPERATIONAL,https://maps.google.com/?cid=N/A
