Place ID,Name,Latitude,Longitude,Category,Rating,Number of Reviews,Business Status,Google Maps URL
N/A,Umbrella restaurant - Alkhobar,26.3194178,50.221860899999996,cafe,4.6,903,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Otono,26.319871499999998,50.221681,cafe,4.1,658,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,graph,26.321355200000003,50.2198523,cafe,4.3,508,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Crafter Cafe مقهى كرافتر,26.3177915,50.222801999999994,cafe,4.1,1757,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Ballet,26.3173422,50.222891499999996,cafe,4.1,1745,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,VARDØ,26.321409499999998,50.219699999999996,cafe,4.1,1624,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Starbucks,26.316408799999998,50.2231283,cafe,4.2,1358,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,ARCHI,26.328346699999997,50.2138995,cafe,4.3,209,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Troy Coffee Lounge. The HUB of the coffee(مركز القهوة),26.317647299999997,50.2233873,cafe,4.5,502,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,فيلوتشي | Veloce,26.319971,50.22268510000001,cafe,4.3,842,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,قهوة عُمق 2.3 - UMQ Coffee 2.3,26.348116599999997,50.049383299999995,cafe,4.5,627,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,"لذّة شاي ""الدمام""",26.358553399999998,50.0670393,cafe,4.3,244,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,سيكونس,26.3488246,50.0508063,cafe,4,469,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Fakheriyah Tower,26.3537708,50.07742030000001,cafe,4,139,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Al Aljaweed Coffee,26.357828899999998,50.0622827,cafe,3.9,504,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,دانكن دونات,26.3489512,50.053276399999994,cafe,3.7,381,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,M.Y.M,26.3560219,50.0616054,cafe,4.6,118,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,ديوانية كيف النشاما,26.3570198,50.0608708,cafe,3.5,404,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,نمق كافيه | Namq Cafe,26.3490762,50.0533897,cafe,4.6,21,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مزاج مغربي,26.350205199999998,50.0533395,cafe,4.6,30,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,جغمة شاي,26.345847,50.076386299999996,cafe,4.3,95,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,كوستا كوفي,26.349062500000002,50.051562499999996,cafe,4.8,286,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Barn's | بارنز,26.349278299999998,50.0533813,cafe,4.4,54,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,سبارك كافيه,26.354585600000004,50.071217399999995,cafe,4.4,66,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,بلو سكاي blue sky,26.3490798,50.051562499999996,cafe,3.7,47,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,استراحه اشرب چااي و روح,26.354823000000003,50.0613259,cafe,4.5,20,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Blend café | مقهى بلِند,26.3534667,50.0608885,cafe,4.7,34,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,بلو سكاي كافية,26.3538252,50.0774123,cafe,4.3,6,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,كوفي 7DON,26.356883200000002,50.060735199999996,cafe,4.6,43,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,عربي برو ArabiBrew,26.3564643,50.0699645,cafe,4.6,39,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Sensations Coffee & Co,26.3510304,50.0941839,cafe,4.6,299,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Fakheriyah Tower,26.3537708,50.07742030000001,cafe,4,139,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Dunkin' - دانكن,26.340231,50.089448999999995,cafe,3.9,178,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Siplay play cafe,26.3510711,50.0940848,cafe,4.2,275,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,جغمة شاي,26.345847,50.076386299999996,cafe,4.3,95,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Barn's | بارنز,26.358683,50.0749212,cafe,4.3,88,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,سبارك كافيه,26.354585600000004,50.071217399999995,cafe,4.4,66,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,بلو سكاي كافية,26.3538252,50.0774123,cafe,4.3,6,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,محبين الشـاي ️,26.3525069,50.095939099999995,cafe,4.4,30,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,أكواب ساخنة,26.3526258,50.0962136,cafe,5,22,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,رموز الشاي,26.3520899,50.09357790000001,cafe,5,12,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Sensations Coffee & Co,26.3510304,50.0941839,cafe,4.6,299,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Dunkin' - دانكن,26.340231,50.089448999999995,cafe,3.9,178,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Siplay play cafe,26.3510711,50.0940848,cafe,4.2,275,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Barn's | بارنز,26.354257399999998,50.0996351,cafe,4.5,180,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,بوفية سد الفاخرية1,26.354138199999998,50.0992294,cafe,4.1,316,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,شاهي ابو بادي,26.3393125,50.0956875,cafe,4.7,132,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Rameel Coffee | قهوة رميل,26.3528003,50.0966684,cafe,4.8,55,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Question mark Coffee,26.359827600000003,50.09485840000001,cafe,4.3,26,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,محبين الشـاي ️,26.3525069,50.095939099999995,cafe,4.4,30,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,شاي الأصالة,26.3536918,50.0996032,cafe,4.9,41,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,أكواب ساخنة,26.3526258,50.0962136,cafe,5,22,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,إستكانة الشعلة,26.3529605,50.0973347,cafe,4.9,12,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مقهى ليالينا,26.338133199999998,50.099663199999995,cafe,3,1,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,شاهي ورقاق,26.3531784,50.0977749,cafe,5,25,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,رموز الشاي,26.3520899,50.09357790000001,cafe,5,12,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Juice and salad,26.352916699999998,50.0977222,cafe,5,1,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,نَصّ,26.3355098,50.120948899999995,cafe,3.8,176,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,ساحة إثراء,26.335441799999998,50.1227308,cafe,4.7,20,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Ralph’s Coffee,26.3354806,50.1222146,cafe,4.1,41,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,madeleine - ithra library,26.3355537,50.1203606,cafe,3.8,13,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,شاي أديم حديقة إثراء - ِAdeem Tea Ithra Garden,26.3348276,50.1220225,cafe,4.5,41,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,الخبر الظهران مول,26.3501944,50.1328056,cafe,No rating,No reviews,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,كوفي بين | The Coffee Bean & Tea Leaf,26.3347445,50.132371299999996,cafe,4.5,690,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,EQUAL | ايكول,26.3349333,50.132965,cafe,4,271,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Qurb cafe,26.348195600000004,50.1411429,cafe,4.8,340,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Majlis Cafe,26.3450126,50.146443999999995,cafe,4.2,2285,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Buzz Coffee,26.3439619,50.1475128,cafe,4.3,598,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Starbucks,26.3354818,50.131177799999996,cafe,4,531,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Funzilla Play Cafe,26.3439147,50.147644199999995,cafe,4,951,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Student Tainment Coffee Shop,26.343132299999997,50.1481736,cafe,4.2,464,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Brewhemian Coffee,26.345114199999998,50.146442199999996,cafe,4.4,806,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,RATIO Speciality Coffee,26.3352348,50.1312794,cafe,4.5,232,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,graph cafe,26.348758300000004,50.1426376,cafe,3.9,93,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Thermocup - Drive Thru,26.3345831,50.1325139,cafe,4.5,83,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مكتبة قراءاتي | Qeraaty Library,26.343047199999997,50.148274099999995,cafe,4.8,27,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Mingle,26.347544,50.1350408,cafe,4.3,170,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,بوفية كل مكان للوجبات السريعة,26.3448128,50.1377308,cafe,3.1,19,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,jū specialty coffee,26.336869,50.137325499999996,cafe,4.3,141,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,الخبر الظهران مول,26.3501944,50.1328056,cafe,No rating,No reviews,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,AUR,26.3401037,50.1547395,cafe,4.4,621,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Twinkle Fun & Yum,26.339291700000004,50.152251199999995,cafe,4.5,542,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Qurb cafe,26.348195600000004,50.1411429,cafe,4.8,340,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Dose Cafe,26.3387669,50.1524115,cafe,3.9,484,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Buzz Coffee,26.3439619,50.1475128,cafe,4.3,598,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Majlis Cafe,26.3450126,50.146443999999995,cafe,4.2,2285,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Funzilla Play Cafe,26.3439147,50.147644199999995,cafe,4,951,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Student Tainment Coffee Shop,26.343132299999997,50.1481736,cafe,4.2,464,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,cosmo dhahran,26.336636799999997,50.1539436,cafe,4.2,154,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Brewhemian Coffee,26.345114199999998,50.146442199999996,cafe,4.4,806,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Script Speciality Coffee,26.3382278,50.1526219,cafe,4.7,987,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Quantum Specialty Coffee,26.3397847,50.151737499999996,cafe,4.6,378,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Starbucks,26.340104999999998,50.151489999999995,cafe,4.1,685,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,graph cafe,26.348758300000004,50.1426376,cafe,3.9,93,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,ارتشي,26.336483599999998,50.153824400000005,cafe,4,82,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,لاما الظهران - LLAMA Dhahran,26.340263699999998,50.1548996,cafe,4.5,74,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Krispy Kreme,26.339065599999998,50.1526791,cafe,4,34,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Blue Sky Coffee بلوسكي كوفي الدوحة,26.3403125,50.1550625,cafe,4,19,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Dallat Alfaris مقهى دلة الفارس,26.342750199999998,50.1820385,cafe,4.1,1148,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Onda Coffee,26.3441469,50.1854352,cafe,4.5,199,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Dose Cafe,26.344337499999998,50.185765599999996,cafe,4.4,181,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Saturn Bakery,26.3444282,50.1854185,cafe,4.8,164,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,وان بليون لاونج | One Billion Lounge,26.344077,50.1852709,cafe,4.8,164,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Qaal,26.3428574,50.18232820000001,cafe,4.3,496,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Starbucks,26.345293,50.186858,cafe,4.3,424,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Road Café | قهوة الطريق,26.344242899999998,50.1792169,cafe,4.4,31,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,la mode coffee & more,26.341060799999997,50.1795251,cafe,4.3,4,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Boofiya,26.3442889,50.179662099999994,cafe,1.5,4,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,BlueSky Coffee |قهوة بلوسكي,26.357448599999998,50.177334599999995,cafe,4,7,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,كفتيريا قدري محمد,26.338098,50.1653331,cafe,3.8,6,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Azores Restaurant & Cafe,26.348637099999998,50.1868335,cafe,4.4,50,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,BOND Cafe,26.344915699999998,50.179402599999996,cafe,5,1,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Beyond Store,26.3580975,50.1759267,cafe,No rating,No reviews,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Joe's Bakery,26.343711600000002,50.2033132,cafe,4.3,3943,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,SWAJ Coffee Roasters محمصة ومقهى سواج,26.3436776,50.203161699999995,cafe,4.4,696,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مقهى الزمن الجميل,26.343712,50.195619,cafe,4,1263,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,محمصة و مقهى صَدح,26.352327,50.2001457,cafe,4.8,231,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Madame Banquet,26.334127799999997,50.188708299999995,cafe,3.9,1117,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مقهى كيما - KIEMA Lounge,26.3341617,50.188584899999995,cafe,4.4,625,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,The Hub,26.3342006,50.1888018,cafe,4.3,846,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Dunkin' Donuts,26.359581499999997,50.1883863,cafe,4.1,435,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Dallat Alfaris مقهى دلة الفارس,26.342750199999998,50.1820385,cafe,4.1,1148,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,To Be Cafe,26.3503765,50.1953986,cafe,4.6,407,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Onda Coffee,26.3441469,50.1854352,cafe,4.5,199,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,The Geeks Club Café,26.3439415,50.203736299999996,cafe,4.6,1514,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Trio Restaurant & Cafe,26.3436062,50.2031287,cafe,4.4,708,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,ADNOC Service Station | Qurtuba District 1 (2019),26.3383637,50.198210599999996,cafe,4.5,60,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Starbucks,26.3457069,50.1956443,cafe,4,588,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Cinnabon,26.359940599999998,50.1895132,cafe,3.4,120,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Dose Cafe,26.344337499999998,50.185765599999996,cafe,4.4,181,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Barn's | بارنز,26.360447699999998,50.1919751,cafe,4.3,96,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Saturn Bakery,26.3444282,50.1854185,cafe,4.8,164,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,وان بليون لاونج | One Billion Lounge,26.344077,50.1852709,cafe,4.8,164,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Joe's Bakery,26.343711600000002,50.2033132,cafe,4.3,3943,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,SWAJ Coffee Roasters محمصة ومقهى سواج,26.3436776,50.203161699999995,cafe,4.4,696,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Knock Café | نوك,26.3373419,50.2014588,cafe,4.2,883,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مقهى سُلاف | Soulaf Coffee,26.337239,50.2015767,cafe,4.4,1133,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,The HUB Co.,26.3605147,50.2064064,cafe,4.4,860,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,شاي ابوسيف Abo Saif Tea,26.3384382,50.208355399999995,cafe,4.3,475,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,DUE DATE,26.3538543,50.203609199999995,cafe,4.7,266,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مقهى الزمن الجميل,26.343712,50.195619,cafe,4,1263,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,محمصة و مقهى صَدح,26.352327,50.2001457,cafe,4.8,231,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Lounge Exit7,26.360123599999998,50.206541099999995,cafe,4.2,251,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Nagham Story,26.338490900000004,50.2081551,cafe,3.6,458,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Lapro Cafe,26.350904500000002,50.2118131,cafe,4.4,507,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Cafe Quindio - كافيه كينديو,26.351236699999998,50.2111853,cafe,4.4,2023,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Starbucks,26.3602743,50.2069942,cafe,4,645,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مقهى دستنيشن35 للقهوة المختصة الراكة Destination35 Speciality coffee Rakkah,26.360150299999997,50.206468799999996,cafe,4.6,570,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,To Be Cafe,26.3503765,50.1953986,cafe,4.6,407,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Detective cafe,26.351859599999997,50.211249599999995,cafe,4.7,496,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,The Geeks Club Café,26.3439415,50.203736299999996,cafe,4.6,1514,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مطعم ولاونج زينيا | Zinnia Resto Cafe,26.3513122,50.211311699999996,cafe,4.6,388,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Trio Restaurant & Cafe,26.3436062,50.2031287,cafe,4.4,708,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Lapro Cafe,26.350904500000002,50.2118131,cafe,4.4,507,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,illi lounge - الي لاونج,26.3501329,50.227717399999996,cafe,4.9,19,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Elpida Cafe & Roastery,26.3509134,50.211765799999995,cafe,5,1,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,CHART البحر,26.352526299999997,50.2235321,cafe,5,3,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Blanco,26.361150600000002,50.0741239,cafe,4.3,855,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Cart Restaurant مطعم كارت,26.376441099999997,50.0611651,cafe,4.6,2879,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Lounge لي ڤيلا كافيه/لاونج,26.373732099999998,50.0594866,cafe,4.2,841,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,SEKKAT ALKAIF Coffee Shop and Roaster,26.3700464,50.053384099999995,cafe,4.5,1303,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Barena Cafe,26.3613046,50.074058199999996,cafe,4.7,1889,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,السيف كافيه الفاخرية,26.360737600000004,50.0730249,cafe,3.9,428,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Dunkin' - دانكن,26.3656875,50.0701875,cafe,3.9,864,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Sikkat Karak,26.366277699999998,50.075632999999996,cafe,4.3,1095,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,"لذّة شاي ""الدمام""",26.358553399999998,50.0670393,cafe,4.3,244,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,قهوة خشف,26.369865599999997,50.0575173,cafe,4.5,326,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,الكرك ALKARAK,26.362858799999998,50.072486399999995,cafe,4,1150,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,ديوانية طيبة,26.369508399999997,50.0585144,cafe,4.2,323,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Krispy Kreme,26.364615500000003,50.062147499999995,cafe,4.1,188,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Al Aljaweed Coffee,26.357828899999998,50.0622827,cafe,3.9,504,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Luqaimat Alasal لقيمات العسل,26.3712662,50.064617899999995,cafe,4.6,1071,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,ADAM Coffee آدم كافيه,26.370592199999997,50.057618899999994,cafe,4.7,334,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Onda Coffee - مقهى أوندا,26.3658652,50.0497654,cafe,4.4,148,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,M.Y.M,26.3560219,50.0616054,cafe,4.6,118,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,بيسك كب - Basic cup,26.3678374,50.0597843,cafe,4.5,131,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,ديوانية كيف النشاما,26.3570198,50.0608708,cafe,3.5,404,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,كيف التوأم,26.3761984,50.089225299999995,cafe,4.2,1844,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,LLAMA,26.3665579,50.0939111,cafe,4.5,3287,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Blanco,26.361150600000002,50.0741239,cafe,4.3,855,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مقهى و محمصة وودز | WOODS Specialty Café & Roastery‎,26.3678255,50.092773,cafe,4.6,1763,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Umbrella - Dammam,26.376071999999997,50.088830099999996,cafe,4.3,2332,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Mgnad Tea House مقند شاهي مختص,26.370742399999997,50.0945241,cafe,4.7,539,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Barena Cafe,26.3613046,50.074058199999996,cafe,4.7,1889,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Milan Way Cafe and Restaurant,26.366882999999998,50.093657099999994,cafe,4.2,2332,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Ballet cafe - باليـة,26.366247299999998,50.0942083,cafe,3.9,376,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Starbucks,26.3713879,50.095802,cafe,4,832,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,RATIO Speciality Coffee,26.3713011,50.089833600000006,cafe,3.9,642,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,السيف كافيه الفاخرية,26.360737600000004,50.0730249,cafe,3.9,428,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Sikkat Karak,26.366277699999998,50.075632999999996,cafe,4.3,1095,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Dunkin' - دانكن,26.3656875,50.0701875,cafe,3.9,864,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Fakheriyah Tower,26.3537708,50.07742030000001,cafe,4,139,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,الكرك ALKARAK,26.362858799999998,50.072486399999995,cafe,4,1150,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Majlis Almasa,26.365585799999998,50.0947617,cafe,3.8,932,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مقهى ومحمصة قاف,26.3697259,50.084083899999996,cafe,4.5,168,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مقهى ومحمصة أودن,26.3758311,50.0881324,cafe,4.3,120,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,تليو Tilio,26.3689818,50.0799278,cafe,4.5,244,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,8oz Coffee,26.372754,50.099579,cafe,4.1,3965,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,LLAMA,26.3665579,50.0939111,cafe,4.5,3287,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مقهى و محمصة وودز | WOODS Specialty Café & Roastery‎,26.3678255,50.092773,cafe,4.6,1763,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Mgnad Tea House مقند شاهي مختص,26.370742399999997,50.0945241,cafe,4.7,539,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Milan Way Cafe and Restaurant,26.366882999999998,50.093657099999994,cafe,4.2,2332,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Starbucks,26.3713879,50.095802,cafe,4,832,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Ballet cafe - باليـة,26.366247299999998,50.0942083,cafe,3.9,376,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,RATIO Speciality Coffee,26.3713011,50.089833600000006,cafe,3.9,642,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,شاي خالد,26.3736832,50.1023697,cafe,4.2,322,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Majlis Almasa,26.365585799999998,50.0947617,cafe,3.8,932,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,ONA Roastery & Bakery,26.378572199999997,50.103516299999995,cafe,4.5,287,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Dunkin,26.3725804,50.0991266,cafe,3.9,447,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Stars mood Cafe,26.365231899999998,50.0951124,cafe,4.7,375,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,Gamma,26.371271999999998,50.0897038,cafe,4.8,698,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,مقهى ومحمصة سمبلسيتي | Simplicity cafe & roastery,26.3709115,50.0947451,cafe,4.5,205,OPERATIONAL,https://maps.google.com/?cid=N/A
N/A,شاي بن شريوف,26.3696898,50.0910746,cafe,4.7,664,OPERATIONAL,https://maps.google.com/?cid=N/A
