,name,rating,num_reviews
ChIJK_yr_I_vST4Rro6G7dBby3g,Olabs Café Drive Thru,3.7,116
ChIJlz77FJzvST4Rqx7dAUoQyQM,The HUB Co.,4.4,848
ChIJpZiwumwBNj4RUddl6nrMClE,Barn's | بارنز,4.4,39
ChIJebUMYvLpST4RpKMCRIy9gBg,The Hub,4.3,843
ChIJVVVVVXn9ST4RXUt8-lP24dU,Fillfilah فلفلة,3.6,2485
ChIJHfa5EEHvST4RCQQiElZHhe8,Tasty Elements عناصر الذيذه,3.8,8
ChIJ7THI-Zj9ST4Ript0jfrHWb0,Kyan,4.2,751
ChIJn1L5NGXpST4RABHMZ6cVnhI,"CODE 9 , Rest’ & Coffee Shop",4.8,45
ChIJX1-JnHfjST4RjsYGFXrEZaw,ميلتزون | Meltzone,4,704
ChIJf2X0KQbjST4RszuI8R9rJRs,حنيذ عمر | Hanith Omar,3.8,1276
ChIJC4rqtgj9ST4RodWBuNqv5EA,The Container | Philly Steak,3.9,370
ChIJ62IzV_H7ST4RupetHfimOyI,Dose Cafe,4.1,2308
ChIJk7DSbEf7ST4R-B2C58KrYaY,Al-Hijaz Rice Al-Bukhari Restaurant,3.9,196
ChIJA09AjpDpST4RqDt3Qa5tCJk,شاي سدف,4.7,622
ChIJo2wFYWj7ST4Rqec-vis0ZDM,مطعم شلال الجنوب,3.9,227
ChIJyRQ_G17jST4RuzYYtElgkQU,هامور الخليج,3.8,615
ChIJb7Dux7X7ST4R7v5jb_ScJR8,OXFORD13,4.6,5
ChIJP9hFBxTjST4RFER7XciOabs,مطعم عصيدة و مرق,4.2,1755
ChIJO5vivfLDST4Rvuy00EgpQmE,Papa Johns,4.8,345
ChIJQ8uuSELjST4Ra6VtTc2YAJ0,Al Mumtaz Restaurant,4.1,2604
ChIJk7lKri3mST4RGksvX_mNtx0,Lebdah Palace Restaurant,4.2,2152
ChIJlRktNkT-ST4Ry3yK587Tmms,Shawarma King (استاذ الشاورما سيهات),4.1,893
ChIJVUPgSNX9ST4RuDRyJHQjhC4,MTKTK,4.3,314
ChIJW11KHeX9ST4RgfWVbWQobTQ,Bitten Café,4.5,558
ChIJ8drm0tXjST4RH7y84umqzgo,ALKARAK,3.9,647
ChIJGaUb2OnnST4RWW1TleO7bek,Hamburgini هامبرغيني - Olaya,3.9,692
ChIJCSNlu4f7ST4RHcIw2qlnbF8,Ojair Specialty Coffee,4.5,504
ChIJs8kg0GXoST4RGDzL-7_9zVQ,ALFREEJ ALAWAL | الفريج الأول‎,3.9,1909
ChIJpeAnR1vnST4R5eus8ZJmgI8,Deep Fries,4.6,1602
ChIJbxdtVjflST4Rn3MMDhPzhLw,Nutria,4.1,241
ChIJj0Cz2r37ST4R0YjEMeWIvjY,شاي عبق,4.4,574
ChIJT7guC9XpST4RSzjmf7dDLJE,روشان اند كيان,4.2,288
ChIJWX-NuHf_ST4RHRkADeEhEZE,SOVA COFFEE HOUSE,4.7,403
ChIJO2s_yvLjST4Rcn9X0fmzXh8,Kyan Cafe,4,1578
ChIJL_4O0-joST4RpuLvdsuf6OM,Hyper Panda 40009,4.2,5382
ChIJd5Vc4qbkST4RIrS4jFIW3kE,Turkistachio,4,1339
ChIJcTR2jAzDST4RfkK2Dbtr2Ng,الماعون الشرقي,4.4,240
ChIJq1GCaWn-ST4RT2SDbCNauk8,GriddleTime Tex-Mex Grill مطعم وقت صينية الشواء,4.4,505
ChIJkfqZFnv8ST4RGplmBd9cSVU,مطاعم هاشم,3.8,3025
ChIJjWhzH4_pST4RINn9I8bs4QI,MALAMA | مالاما,4.5,1512
ChIJ1bJcegbDST4Rv3X6sAgEhwo,شالي للاجنحة الفندقية,3.8,629
ChIJGWbdhTHmST4R9X2K-c27V40,Okaidi,3.6,19
ChIJ9Rf0KInpST4RbgAVVbqIjTk,Dose Cafe,4.3,1792
ChIJ1XvPsI_9ST4RrNSLLV-JQ4k,Baba abdo restaurant مطعم بابا عبده,3.6,1755
ChIJW6fwYe39ST4RmfKByNeXRVM,Ensalada & Co Bar,4.3,384
ChIJVYLFL_TlST4RILs2c7c5pAc,POSHAK Doha Plaza - Khobar| بوشاك,4.3,484
ChIJkU123ov7ST4Rv0JzY4nc8Hw,كافيه خيال القهوة,4.6,25
ChIJnYO0l_T9ST4RoT5-0jY7mFk,مطعم قصر لبدة,4.2,868
ChIJaYqzNYHCST4R_ywHFFmXIZc,Sanbok Restaurant,3.7,3630
ChIJn_YDlxDnST4RrIphlNrl0f4,Rosalie Cafe,4.5,447
ChIJcSKyM_LhST4RQkF8muY1aNU,Arya | اريا,4.1,149
ChIJo8r20qXpST4R0ZaIr3xvnSw,مطعم الجدر الخليجي,4.3,524
ChIJPcK2fQD_ST4Rv3p4iDWYgrA,مطعم شاورما كريب,3.2,57
ChIJNVa4dNwdNj4RQipdxwoHh1g,McDonald's,3.6,1121
ChIJuUQUc1LDST4RvQHr-8uXt04,Crazy Patty|كريزي باتي,4,96
ChIJORr1ZzL7ST4Ra6klpKxFPGY,wokkong,4.5,1302
ChIJC7DRPAD7ST4RYxC0eezDQEo,بي او ايتش BOH,N/A,N/A
ChIJB8ua5LQDNj4RLw3AnteKhag,برجر مشوي إيثار الشواء,4.3,91
ChIJEV90fpb7ST4R_0YnipJMKK0,Hardee's,3.7,2513
ChIJ43y8Yj3_ST4Rk47GxOV25fU,منتو الخليج,4.1,195
ChIJsRzIr_v9ST4RpNiZfQFEiSM,Tim Hortons,4.5,220
ChIJjfPnlD8CNj4R13-wut6Qwbs,Zaman dressing - suburb,3.6,147
ChIJO0Ar_4n7ST4RdvrY8RhKVQ8,Red cafe,5,1
ChIJH9hsl4DnST4RBV6NY6ICnxI,برغرايززر | Burgerizzr,4.3,1020
ChIJMz-Gjjz7ST4RyX42ABRI6AY,Lghawees | لغاويص,4.1,1651
ChIJCyUzS8LnST4RulZgQD3Y_xw,Gravity Lounge,4.2,274
ChIJ3Yvb8OXpST4RbpQ2Ah5HvXE,الرومانسية -الخبر | Al romansiah,4,8462
ChIJY_gbK2rjST4RxkrgAes7G1Y,شاي بخار,4.2,225
ChIJ207patXpST4RTeRe70CiHbE,Olabs Café & Roastery,4.2,2024
ChIJBbzmLZD9ST4R67O83h1SPfo,ديوانية الديرة الدمام,4,1248
ChIJKUkJhp38ST4RubhoqWPlru8,ديوانية زعفران,4,1021
ChIJW-D47nLpST4RMUdplA9n1c8,MYLK,4.5,694
ChIJvwfMdnT8ST4R0xHsfKnDIyo,Tikka Bahrain Restaurant,4.1,610
ChIJf0aRgVTnST4RxyhqkiOjhqI,Fit House,3.5,572
ChIJRf7_A2z-ST4RUHhX7v0KIp4,Bab Al Burger,4.1,571
ChIJR9g-gKL9ST4RnY7OtydViZA,Shajarat Al-durr restaurant,4.8,12234
ChIJQR6pq13lST4RLqTSKlVVzcM,Brewhemian Coffee,4.4,807
ChIJgX2mfK3pST4RKErf6hrPSSg,ميم كافيه Meem coffee,4.7,218
ChIJ17PEEw7oST4R4xtlQ0LQQJs,مطعم كماله kimalah restaurant,4.2,3590
ChIJQQgyzvH7ST4RCcGZC74fuuY,رحمون كرك,4,22
ChIJjep9F8_pST4RkVPZhoxNOK4,فطور الأولين Alawlen Breakfast,4.8,978
ChIJexzXb34CNj4R_t_p2f4fljQ,Herfy,3.4,635
ChIJXV7WYJDpST4RV61Cbm46YNY,Cinnabon,3.4,87
ChIJFfksQjX-ST4R1SLHolhN3Kk,روزلاند | RoseLand,4.5,59
ChIJfSq1UzX5ST4RVcpygmLOCVk,Loop Restaurant & Cafe,4.1,3160
ChIJF15pkqDpST4Rwp0eHucz7FE,Bath & Body Works,4.6,215
ChIJb5wDKnnpST4R4YcUKfsCBM8,IB BURGER,4.5,975
ChIJCSWNyb78ST4RmlAyTdoi1Gc,مطعم بست فلافل Best FalaFel,3.6,429
ChIJVc0gYh7iST4RTPiTsKUNc1U,Restaurant and Mandi Rehab,3.8,1725
ChIJg83KN83pST4RNwNpyGI2Tmw,مقهى ومحمصة مخا Mocha Coffee Roasters,4.2,301
ChIJneB6-SL7ST4R0yGawvkTAG4,RATIO Speciality Coffee,4,1668
ChIJJxFpMm7vST4R5yjwu8b-iS0,بوشاك - Poshak Raka Plaza - DMM,4.1,223
ChIJM4LpCZ3pST4RrW17aFoAGbc,كافيه عنتر Antr Cafe,4.1,2296
ChIJ2b5CeRnvST4RUg4jbTZqkjg,عريكة ماضينا,4.5,705
ChIJpcCMjwj9ST4Rjb89RcndcIY,Kiva Han Coffee - كيفاهان كافيه,4,802
ChIJBY6HanvjST4RWV3d9FEqUDc,Tikka n’ Go,4.5,1471
ChIJ9xFFtVDpST4RdB3VD1uiBeo,Shrimpail | شرمبيل,4.3,1688
ChIJJYNLejHmST4R-Z_nvzY3CJ0,Hardee's,3.8,116
ChIJuWOw6bfjST4RrFD92RikCso,حاشي باشا| فرع طيبة,3.9,1394
ChIJX0ioh437ST4RJnTZGwWNnXo,Scar Face Lounge,4.5,1904
ChIJZ3Dpfxj8ST4RMFh7eN4Yx-A,مطعم فريج السلطان,4.7,4593
ChIJc0PEsjvoST4R0V7mnTqE5xk,Puncak Restaurant,4.1,1070
ChIJuw9aDULjST4RIASS58sSLZo,Moznah Koshari,3.7,478
ChIJLS0KbHT9ST4R2rKgk0-0eD0,الجرة الحضرمية,3.6,869
ChIJKykdo-jpST4RwNYDF2MclwA,فورتي ايت forty eight,4.4,26
ChIJy1v3_Ov9ST4R8E1bUc9fXxQ,جيميز كيلر الدمام Jimmy's Killer Prawns Dammam,4.5,563
ChIJ-R3uBGfoST4RdMK5vUp__gM,Masami Sushi مسامي سوشي,3.9,1702
ChIJr5Tdmcb9ST4RqSPw771t6ys,شاي ابو شنب,4.2,385
ChIJL6Ua5LL9ST4RxcsStzjYcUk,Quill Cafe,4.2,176
ChIJR4FzNdjnST4Rxoler7p9ryM,Güzel Cafe,3.9,34
ChIJGRI30AT9ST4RxCyGGBW6d4w,Khalifa tea,4.3,661
ChIJB1sdL1r9ST4R7mWM2Fvosq4,Starbucks,4.1,329
ChIJwQYtzBIBNj4RcxaJPGsHMSA,Mutam Nisaf Alqamar,4.6,58
ChIJLQtoldAcNj4R5j883rmqQac,ديوانية جوي للقهوة العربية,3.7,293
ChIJLQ5y80PvST4RlIDYw6WDLoE,الرحاة للأكلات الشعبية - Alrahat,3.9,395
ChIJx4ewRJ7vST4RzEELp7018iA,Atia cafe,4,282
ChIJO7YlspD_ST4RMZK3ht3lBxE,Lettuce go | ليتس جو,4.4,211
ChIJQc9hhjD7ST4Rrx3VZ17Nzh8,مطعم كواكب البخاري,3.7,259
ChIJzbx7Jgb_ST4Rpf4TCMLxbNI,Knife and Bone Butcher Boutique | نَايْف آند بون بوتشر بوتيك,4.6,232
ChIJV1YS2mLpST4RYez0XNGIOvY,مطعم زاد البحارة,4.4,659
ChIJ9TKu3sT_ST4RlAvzQ3Z6OHg,Khamseenah Tea شاي الخمسينة,4.4,109
ChIJBxOoG97_ST4R8dZiQP-1qko,Paradise Beach Club,4.1,640
ChIJibvKHmT8ST4RwLPU7vdFRQU,الفطيرة,3.9,140
ChIJY0sAp_XlST4RY9o1hhoZSmo,Casapasta | كازاباستا,4.1,358
ChIJaZ6MkOvpST4R7UyC0ccvqPA,مطعم ماما رباب للمأكولات البحرية,4.4,4952
ChIJ62Xuglb9ST4R3dEO7rFX93Y,اوبرا,3.9,19
ChIJw1LODeH9ST4RBBBHkY2Lsb4,SALT,4.7,1026
ChIJKZa7bPnnST4ReO10vHBCr_o,Thermo Steakhouse,4.4,2238
ChIJW-mE5OH7ST4RUkoQy1CbGzo,Oceana,3.7,1328
ChIJQQWk_nnvST4R6-tFBbe2Q1k,Meltzone,4,397
ChIJ4V2hMEboST4RQjHFZjxUTtY,Specialty Bean,4.5,1392
ChIJZ_2fIwb7ST4RYfq2uKg1nQs,Tacoville,3.9,542
ChIJgWwBGRr9ST4RMiHcr4_WZng,Awake,4.2,784
ChIJf4F8VTHoST4RVwFNZ8_1XXs,Jarir Bookstore-Khobar,4.2,2805
ChIJ403fMZTpST4RNTpokOfO198,Jollibee,4.5,459
ChIJATvlZWfoST4RfSQogyPStrg,Al Danah Tower,3.9,33
ChIJ8xDs50roST4RE_1b80OQ5gs,FireGrill,4,1750
ChIJtfM-lJz8ST4RPGkGjbR2tjI,Al Bukhari Mehdi Faraj Restaurant,4.2,418
ChIJRaJ9U9jnST4RAuAzsHZ26kk,Al Rashid Mall,4.3,50834
ChIJRRiWkoH-ST4R9L7c8NiDjIk,Casa Pasta,3.9,1384
ChIJ-dg--4_pST4R6qWG5aIjWTE,Brain Coffee,4.4,12
ChIJGV8LwRPbST4Rfj0rco0zidY,Gate falafel,3.9,397
ChIJ1xnJZtz7ST4RTbOmGmFHRyk,Rawaa Restuarant,3.8,484
ChIJZVcANn_lST4RTwWqD96kTB0,Hardee's,4,972
ChIJOYHDA0zpST4RUWUIeKXVz30,ZOLIEA,4.5,1616
ChIJBYolDX3jST4RiC3Zcf9Bwak,PARK COFFE,4.3,23
ChIJuZ-X1vb9ST4RQkQTWGcKy-A,Starbucks,4,775
ChIJo39vCuXiST4R1G_FONHxmXs,Fillfilah Restaurant فلفلة,3.5,2668
ChIJ2WCezC7FST4RBDVauxCSSrM,Qafsha,4.2,152
ChIJtz4TyY7lST4RkcC0tl0c53M,Al Diwan,4.1,77
ChIJQ-vzNFD_ST4RUpSRlIQBJ2M,برغرايززر | Burgerizzr‎,4.4,1052
ChIJIbqkt47lST4RSnE8e9uer-Q,Sky Lounge,4.4,241
ChIJWdKybi78ST4R4326ue4Eg1g,مطعم الريحانتان,3.9,520
ChIJD4Ma89vpST4RG1B42kmQk48,Half Million,4.3,4722
ChIJYSlHEPPbST4RdOG0u7GLBEk,Rawan Bukhari Restaurant,4,488
ChIJizPNtQbjST4RNKgplt98-_c,إستكانة مزاج,2.7,7
ChIJozoTxx7jST4Rnfdh4H4bK10,AlAsr AlHadith Restaurant,4.2,1694
ChIJwd7Hoc_lST4RTo5DIJHkAvs,DOB Dining Hall,3.5,57
ChIJZVeRjsv_ST4RxH0t6UZ_bUY,مطعم مشويات الأطايب,4.3,348
ChIJuS-1CBD8ST4RARDaujgpXWk,KFC,3.7,923
ChIJMZg6AQPoST4Re8Q4bDoh7Jc,Lahza shawarma,3.9,965
ChIJ2aZr0XjpST4RAgfogdLwnuk,Tosto,4.1,522
ChIJ40g7GB7jST4RXzbrYWyHnwY,تكة وكباب امين,3.7,237
ChIJJRvUGSv9ST4RRE2fdPXlpso,Shawarmer | شاورمر,3.9,3362
ChIJu0AAPnkCNj4RAmWJ1XwFbpI,مطعم حدائق طابا,3.8,665
ChIJib-wEDHoST4Ride3VL_qorw,Al Marsah Seafood Restaurant,4.1,9547
ChIJhVKpNkb8ST4RCZAnF_Gh_EA,Abu Tayeb Restaurant,4.1,2748
ChIJdcJi25ThST4Rw85CZfYYnL8,Ronaldo’s Pizza رونالدوز بيتزا,4.2,39
ChIJdd-ZdXDnST4R5BWVMhSKN1A,FishFace فيش فيس,4.1,578
ChIJyeJClXnpST4RlGjx5fO0Cic,Shrimp Storm,4.5,852
ChIJW6MRN1b9ST4RIr2MhkUWgCs,لقيمات ذوق,4,367
ChIJ2ZftETvDST4R58uDJeVLEKA,CAFFÈ VERGNANO 1882,3,2
ChIJN-mzWD_pST4R-tKGyEfXvuA,Raftaar Restaurant,4.3,2018
ChIJecDxPAD9ST4RXvSGCEAh0HU,طرشوووله,2.6,19
ChIJL8536UDoST4R4-LvyYZPvbE,Shahrazad Restaurant,3.9,1052
ChIJjegEOhPmST4R7Kkn0gbWJbw,Fillfilah فلفلة,3.6,1092
ChIJ6bfUcgDpST4R1qb45nWL3e8,كوستا كوفي,4.1,670
ChIJ4RQ-Djb9ST4RAzYBWKyhN14,Dura Specialty Cafe,4.2,458
ChIJ_ZUqxWj7ST4RPptUrOq4wbo,مطعم الدوحة للمندي,3.6,288
ChIJG-vKAoEBNj4RDrTR9kV7IOU,graph cafe,3.3,48
ChIJ3dqFGTflST4R5P6W3XyhBUY,BRNX Pizza,4.2,300
ChIJD_M7-L_9ST4RdF07DbQDlk8,Gjar ورق عنب جي جار,4.2,184
ChIJPY8AFqPpST4RZl95cOBlcu0,Onion,4.1,1658
ChIJrftVrCLnST4R29_0CS_2HtQ,سبارك كافيه,4.3,100
ChIJ12iGZMX7ST4RwkYM34B_R7o,Osmanli Lezzet المذاق العثماني,4.5,11065
ChIJRcTiTUv7ST4RUyfSvYJsjxI,KFC,4,711
ChIJvfEss9fpST4RLHPhGVJXURo,Ziba Restaurant ® مطعم زيبا,4.6,5022
ChIJg6XKFj_vST4R43-M6db4BoU,Bell’evento,4.7,3627
ChIJD2MdH4_lST4RHLtxSBfpvUA,Cinder Wood / Leopardo Central Kitchen,N/A,N/A
ChIJMVx4vVr-ST4RH7LGJhAbawQ,Elia Restaurant,4,2565
ChIJawB8FmD_ST4Rojcl4mE2L9g,FOUR LEAF Cafe,4.2,374
ChIJfVb8_MrlST4RWiLTFv-T3n4,Hardee's,3.9,698
ChIJ7xBWcmz7ST4RKn5Rq0Ex_Ec,مول مارينا فساتين,3.8,23
ChIJu1MrKe3pST4R46et82AtJto,ثندر THNDR l,4.1,506
ChIJ99spDPrfST4R1OVMc2h_4Vk,BROASTED ZIYAD,3.9,95
ChIJR20ZqeH7ST4RO5OZoqyfYVg,Burger King - Shateaa,4.1,665
ChIJWfuIIj7_ST4RX2OY4sZeW3A,شاورما الفريج shawarma.alfreej,4,135
ChIJwR0w6kz7ST4R3V_qBINVBPI,Burger King - Othaim Dammam,3.8,1217
ChIJq6qqas4BNj4RYH-9XRhYcfI,مطعم ومطبخ جمر الحنيذ,3.8,251
ChIJueKb-uT9ST4RNVZWzRhELVI,Tikka o Reyash تِكّةْ وَ رِيَشْ,4,853
ChIJh2cfgAnjST4RwIkKbdJ9mSU,WAOBAO,3.1,22
ChIJ9aXrr1zoST4R0WK5-3gF7rU,Steak House,4.2,7799
ChIJDV5ZMjTkST4RhmdzX_gspeM,Lataif Altaif,4.1,259
ChIJ8ZWO6gDjST4R937-yTQZv-k,شاورما ريف,3.3,59
ChIJ9RmaLUH9ST4Rq7NSMryCGFY,Eleven Three | 11 3,4.6,545
ChIJ32olT_DvST4Rn16iQRdj_iQ,Spot Chicken,3.8,430
ChIJPSplY37jST4RXXOP-Wdqg0U,88PORT | ٨٨ بورت,4.4,2436
ChIJoxBs75L9ST4Rw3NgR9HQXk4,مطعم بخاري غير,4.1,609
ChIJmbqlR0v7ST4RyYhsVteLerM,Canton - كانتون,3.9,210
ChIJiTXGxh_jST4RwjbJhSWAzZ4,Sinjar,4,8523
ChIJecS5NMzpST4R9vvCFyRItzA,Maramia Villa,4.5,1022
ChIJnfIfSQvnST4RArodEH4RzuM,ZOYA COFFEE I مقهى زويا,4,309
ChIJqcybYBvoST4RpUk_UFMhDzw,Golden Falcon Restaurant,3.8,1737
ChIJxwd0LTrvST4RbfZ2_DHjNoo,SMOKIT | سموكيت,4.1,649
ChIJK202HjL9ST4RBH1oJYtQo5Y,Coffee map,4.1,26
ChIJUwd382P7ST4R728SYwRZCCU,DERBY COFFEE,4,12
ChIJ8bf4L1X7ST4RTfqw5EOMMzs,SAMA DEERATY RESTAURANT ABDULLAH FOUAD,3.9,708
ChIJP1bgLxH-ST4RvRdSXzNn59g,مطعم صبار و بهار,4.2,1224
ChIJXQJqbTz8ST4RIxUCz3zqh5U,مطعم الخيام أفضل مطعم في الدمام منذ 1991,3.9,447
ChIJnQVE33j7ST4R2rl9OWBQMUQ,Poshak Othaim Mall DMM | بوشاك,4,78
ChIJt_xjwSEDNj4R0R1cfGkYgm4,Maestro Pizza,3.8,216
ChIJQ2xvQbTpST4RcH6VK2yV-P8,AL MASAA TEA,4.9,872
ChIJmcoigpXjST4Rvx8DXFyX3xA,Abu Hilal Restaurants,4,1783
ChIJ6QrR1_zDST4RDu6Kb3d-ftw,coffee handle,4.7,281
ChIJ1WmHNT7DST4RG_wrbwVJp0E,مطعم رجال المع الثقبه شارع الخامس والعشرين,3.8,490
ChIJZ8rbOrTpST4RItdqWPG5oLw,CORE COFFEE & ROASTERY,4.4,531
ChIJDefJcgfjST4Rynk3_wEsbB4,مقهى و محمصة وودز | WOODS Specialty Café & Roastery‎,4.6,1739
ChIJa9gUyvL9ST4RTMfEktdOeyo,بوفية عزيز فرع٩١ حي بدر,3.8,101
ChIJEd-Cy0X7ST4RcRqJDPDB3GU,فواكه البصمة للخضار والفواكه والتمور الطازجة,3.7,29
ChIJy3un-QzjST4RdWmgRDcDoMw,Tim Hortons,4.2,90
ChIJK-wO0On8ST4RoW_KczUQVHo,Happiness Cup,4.4,1638
ChIJ2ZHwv0z7ST4RWSAHSjey8hY,Kudu - Mohammed Bin Fahd Street - Dammam,3.8,1337
ChIJO8FwsDDoST4Rzi-1UCGvCIs,Waha Al Rehab Restaurant,4.1,4331
ChIJzzsYSTTjST4R4WfFU2safJU,مطاعم شواية سماء الخليج,3.9,667
ChIJidb5p3jpST4RARG1eFUBlJM,SWAJ Coffee Roasters محمصة ومقهى سواج,4.4,649
ChIJXSMUKlzpST4Rh2aqmJeKDCU,Lapa cafe,4,267
ChIJQ4b30pDjST4RUW0LGmRFKsM,محمصة و مقهى زليبرتي ZELEBRITY ROASTERS,4.5,853
ChIJ5RgNo0LjST4Rf8POWTOx4dE,شاورما سمير,4,593
ChIJewKZw6jpST4RCGUhLluji3Q,Cay,4.3,1248
ChIJ04pT_LzlST4R7ntr57yb4gA,Buzz Coffee,4.3,597
ChIJHYBgCx7jST4R14G32D5SEfM,ديوانية كيف النشاما,3.5,404
ChIJHSK1nRbDST4RHTkvuQe74T8,Mandi Sunset Restaurant,4,1803
ChIJW668CqH9ST4RIBF6aPeHOxY,Sushi Library,4.4,1905
ChIJYwTC0vL9ST4R2ytJxZbJCsw,Mantorose Cafe,3.9,66
ChIJc42gKQj9ST4RZVPUWVp0Hmg,مطعم سمك ورز للمأكولات البحرية (Fish & Rice Seafood Restaurant),4.6,1157
ChIJ5Z_fRlPoST4RjeR94x6M5GQ,GO-YA! قويا,4,2276
ChIJ8z1pV3rpST4Rt6-5YWtWmDQ,Lumee,4.6,3268
ChIJFYGO0xL8ST4RS0etfyrk-9Y,المذاق المغربي,4.2,426
ChIJm2wwPGb8ST4Ri8yGa2bzHGs,دلع كرشك,3.8,4642
ChIJd-ZiXmzoST4Re85kDVe5q6s,Mishwar Restaurant,3.7,1721
ChIJLW3z2HX9ST4RKrGDUYA4Gf0,Sambosa Alsheef,3.9,378
ChIJa73RgavpST4RcRYCBwLUPG4,Meat at Tony's,4,1077
ChIJuZH-ZWT7ST4Rm2TCbv1Lyes,Alfawar Restaurant شاورما مطعم الفوار,4.1,1126
ChIJd8n8HW_-ST4RtmcnlxYwJF8,Crepe Roll,4.1,660
ChIJPYiVN737ST4RNBgtes1c77k,Green Dragon Restaurant مطعم التنين الأخضر,3.4,97
ChIJmW2uC-0DNj4R6WvU1tLEE1w,بروستد كوخ الكتكوت,4.5,100
ChIJcTBT8PX9ST4RjCstxndBwAI,شاي بن بخار,4.2,594
ChIJB0ieey39ST4RqUMlNGgUzlw,Faham Wa Lemon,3.9,266
ChIJ30cIiCPjST4RtV6DHr2Eehc,مطبق ومعصوب اركان الديرة فرع حي طيبه,4,1976
ChIJU-o4l8b9ST4R2t7nAJx-0RY,برغرايززر | Burgerizzr,4.1,1640
ChIJ10vmXzrbST4R-n12U0sI_a4,شرنبي,4.4,841
ChIJI5q4i_DpST4RhRBMON1UKeU,Loaf لوڤ,4.2,108
ChIJLQFGUfvDST4RWDx-k1Zgncw,Tea Time Khobar Aziziya (وقت الشاي),4.1,2024
ChIJa1zZlSTpST4RQOWYPs7VZXU,Naya Daur,4.5,2013
ChIJNVhFTO3DST4RUrfA7MCOAwA,koshari station,4,211
ChIJ_zjokUz7ST4ROtaz84pLrHk,One half,4.5,401
ChIJGZPckQUCNj4RXBvSgwE11D4,الشركة الدولية الأولى للأغذية المحدودة,4.4,39
ChIJRf4Jfsj5ST4RyWr53q0hpDs,بطاطس أبو موضي,4.1,509
ChIJeadCrwrFST4Ra4rbSg-8JTs,Half Million,4.3,1389
ChIJ_4couAPoST4RmT-QIhwNC5E,Shwaiat Al-Khalij,4.1,4983
ChIJuX11cT7fST4R3885txd4Uck,Palm Beach Coffee Shop,4,127
ChIJoQ97Qsb9ST4R9GYQ_v8ROJs,Art Sweet,4,873
ChIJq6qqqg38ST4RxbpHe4UApfc,Shawermat Restaurant,4,555
ChIJ394O7mf_ST4RZ_lqk8_LogE,ميس القمر الدمام المباركيه,3.8,334
ChIJf2SoE1PvST4R6uXmHmEikPQ,The Pearl Residence,4,247
ChIJBdpJd2L7ST4RNxvmPdLGhE8,Avenue Café,4,1085
ChIJHyex9ZP9ST4R7AGFj6hgbGU,ورق عنب دولمة - dolma,3.5,111
ChIJDaPSAW3mST4RRt1KWY-l_rA,Makbous Express,4,2476
ChIJF14C2XX-ST4Ry8f1hyS_zAE,مطعم عثمان,4.1,102
ChIJV1eiQRf9ST4RK5iHqPJvKHw,Tim Hortons Alnoor,4.3,210
ChIJ5bprud_9ST4RL1h9jcYZRCc,Tim Hortons,4.1,689
ChIJWUkNnJ_CST4RuHev_wHc4_Q,Broasted Top Meal,4.3,803
ChIJr-hmya_pST4RNM94rD19pMo,مقهى ومحمصة كوفيكا,4.5,897
ChIJ2ciIJa77ST4RCvg-8FHDQes,دوح وشاهي كورنيش الدمام Marsa Café مرسى كافيه,4.4,247
ChIJQVkjIQ_7ST4RqYX0cnXldTk,Dqaig Restaurant مطعم دقايق,3.9,277
ChIJc0S-Rfb9ST4R1NNdk4-KiAE,Al Tazaj,3.7,2607
ChIJ0yVPp5_CST4RPR1TaknfH9g,Al Dar Al Arabi,4.1,1309
ChIJ8XpNAXXjST4RhnlWdmRAits,سرد,4.8,260
ChIJYX7P9UzoST4RkH77jOd5FfM,Chemistry coffee,4.2,1344
ChIJXwfnJ8nlST4RIhfzPV3ZzHw,جاوي سريع Jawi Express,4.4,419
ChIJFWj_P1ceNj4RwU4ZxISVJI8,Fast food restaurant,3.7,49
ChIJRxbxwHgCNj4RpcIdV73hAs8,Falafel Jasmine Sham,4.3,789
ChIJRaVYnT_vST4RXfU0t7x_qYU,Hardee's,3.9,1055
ChIJz7Ivl8jpST4RqJuMenN-S0I,مقهى هيل وزعفران,4.5,56
ChIJBUBtHIfpST4R86d_oGEOHno,Kufa,4.1,2830
ChIJg9nXW6T9ST4RjpGGVueBE7k,Althawaqa Biryani,3.9,1372
ChIJYSERUkv7ST4RkAhsfcrLz94,TIM HORTONS,4.1,482
ChIJg4dp86XjST4RlZRw9q_40yM,NEXT ONE FOOD TRUCK,3.7,61
ChIJu6e9UXXnST4RfzsLNrZ1k7k,VOLO Burger,4.4,768
ChIJ4-Toz-j9ST4RiJpkc3yZqF4,دربي كافيه,4.7,31
ChIJ88-ao4nDST4RIf6N4fEVq6c,اوشا | OSHA,4.7,215
ChIJ9QvS5gDpST4RBgIVM1PJP0w,Zadi Restaurant مطعم زادي,4,261
ChIJ-5FvBOzlST4R8WF7qHfn8DE,Shawarmer | شاورمر,4.6,1449
ChIJ6TWaWX78ST4R-tilYN1pPJ8,Duan Restaurant,4,636
ChIJKyYA-Fn_ST4R7MkYlB5qEGM,La Fondue Restaurant & Cafe مطعم ومقهى لافوندو,3.9,1064
ChIJFeb7HbboST4R_Jh2KgOlu6c,The Geeks Club Café,4.6,1513
ChIJCX8YDJfdST4R6qzsTmLOLwg,قهوة المسافر | فرع الخبر,3.7,217
ChIJ7ShNbEjDST4RdxLnRKKB8Dw,‏ROSE Restaurant & Cafè مطعم و مقهى روز,4,43
