,name,rating,num_reviews
ChIJr6irHcXbST4RkBmv89fFGts,Shawati Alkhaleej,4.2,579
ChIJy8oLf0r-ST4RYWNSUZTkqoo,Madad Restaurant,4.1,2770
ChIJH6tg-p77ST4R9bzd6_kCN8k,McDonald's,4,3873
ChIJyT5F9Zj9ST4R6q-on_Pvwq4,Papa Johns,4.8,451
ChIJ3cZPdzL_ST4RpTWDPE4D_2Q,مطعم بحري للمأكولات البحرية,4,422
ChIJK826bmndST4Ro_VnMAShxTk,شاورمجي | SHAWERMAGY,4.2,1129
ChIJsetGton9ST4RzGEdCAL_1lk,Herfy,3.7,3394
ChIJxS2EqCT_ST4RcgulCbRHk-c,بيتا Beta,4.3,257
ChIJtwk8rRHpST4RI0zcxBdQZF8,HOBRA Cafe,4.3,1046
ChIJrdRDqQ_8ST4RuAKp28bVPtw,كاريبو كوفي - Caribou Coffee,4.2,685
ChIJpXvdQU_pST4Rc_0kju4DVY0,Scatola,4.3,886
ChIJK7l_WMH9ST4Rv3Su-OC8W9s,Pages Coffee,3.9,641
ChIJI3JdZjkDNj4RymYhAVULfII,Herfy 420,3.4,549
ChIJH4FMap_pST4R_N5lu55Sxx0,Mama Noura,4,2421
ChIJg8WkjlnpST4R2KUQ7-FqU1g,Soul Bowl,4.3,358
ChIJ6yNs0rb9ST4RQoQXywpBx4g,مركاز,2.3,64
ChIJN_LZ6AL9ST4R-srxpUWhfrs,Lorenzo Pizza | لورينزو بيتزا,4,101
ChIJd1f20SDnST4RzzonIMaFNJ8,Lahza,4.1,288
ChIJP9HqEtLvST4RkMWZuY-lWSg,Huge Coffee,4.2,731
ChIJS7aFDz_9ST4Rj6eMNtnA7To,LAMBDA | لامدا,4.6,542
ChIJ24ayU9TDST4ROm4v8QNY3Ss,Tim Hortons Azizia Drive thru,4.2,366
ChIJ5VioQF7nST4RHMLeOl_Omkc,kebab o kofta,4.6,303
ChIJfaM3BGT8ST4RP0j6_kqeyQ4,الفار,3.6,9
ChIJvRiobqnDST4RpfZBg5Kzzps,Thaza Restaurant,3.9,757
ChIJY_qyYGzoST4Rb_a9gTvZxf4,Al Saj Al Libnani,4.1,743
ChIJA3jtEUjoST4RWTN9rjOSNoQ,Ennabi Grill,4,4434
ChIJnRm_GirjST4RECNYt4R6zY0,Hashem Restaurants,3.6,2084
ChIJYdqpUTzDST4Rfpvt2Ytt7UQ,مطعم سلة السمك Fish basket restaurant,4.4,168
ChIJMxmD6PXnST4RKyUR21N-8aE,Aryaf,3.7,995
ChIJ-SIaOOrpST4Rov8Up3i1U_M,UMQ Coffee 1.2,4.6,285
ChIJEYweJRPmST4RKWK3vcg_DlI,Mozon Restaurant,3.9,4447
ChIJLwrJ_wzpST4RVs56QHv9-eE,CONCH,5,8
ChIJmbLo7r_pST4RbcdfCiS52TA,Organico | كافيه أورجانيكو كوفي,4.3,220
ChIJSYf0K7_9ST4RBfzkl77xeEc,مطعم مندي الفاخرة,4.1,629
ChIJYWNV4GbnST4RPFJumlj2VYg,MOUND,4.3,1103
ChIJA4oOSOvnST4RDfZCfvA96RE,Freshhouse فريش هاوس,4.4,57
ChIJz5YgsTnpST4RxvTqN1LvekU,VARDØ,4.1,1624
ChIJe3wJ2Sb9ST4R72APIZETG5c,مقهى أصل الشاي,4.3,56
ChIJu65yMsnnST4RkIegB9jFqWk,Bosnian Cevapi,4.5,711
ChIJLcW2TkL7ST4RTOmaHWaxST0,AL RAWDAH RESTAURANT,3.9,1176
ChIJtXxTKXXnST4R9Z2m_wRGexI,&Beyond Lounge,4.5,941
ChIJ00oZMRf9ST4RpNkttM7jJh8,Seattle's best coffee,2.6,16
ChIJr8MdQVceNj4RLYMLJjQ3NrM,Rakan Al-Bukhari Restaurants,3.4,365
ChIJRbnYYtb9ST4RExNkeEJPlM0,Atlas grill restaurant مطعم أطلس,4.1,2650
ChIJAeLuj60DNj4RrBDQHY4EFYg,تيم هورتينز Tim Hortons,4.3,111
ChIJY8eA8vnpST4RAsfNZSZ15-Y,Ballet,4.1,1738
ChIJo2QYnW3pST4RM6Il6S9c6Kk,SOUL KITCHEN,4.1,2875
ChIJ4WHhk5P7ST4Rsou99zb-684,TGI Friday's Dammam,4,2923
ChIJEwAUQv_DST4RMV5xpaeb3Bk,شاورما ثواني,4.2,596
ChIJnQWiBg_jST4REeGZ4OI3ni8,Barn's | بارنز,4.3,88
ChIJ_1b4CDToST4RkFahKWT4Nns,Segafredo,3.9,490
ChIJb2Wp8Z7vST4RiY3KO00Mdzk,Shawarma Hlayel,3.9,696
ChIJIzYz6UroST4RjlWLYwBtbA0,Piatto Restaurant,4.3,5422
ChIJ8ZznkLTpST4RgZaPELwGnmk,TEA TIME TEA INNOVATION,4.5,113
ChIJOeQCwknpST4RH6fswZLLSwY,Taka Ahl Al Bahrain,3.8,797
ChIJdcwzmkn7ST4R2VYhHcfM-t8,Drinks aroma | نكهة المشروب,4.5,276
ChIJN2jRYx7jST4R_wXAPeifSlw,Al Aljaweed Coffee,3.9,504
ChIJRw9bQQDvST4RJ3guM5VGQZ4,Fun and Art Cafe,4.8,18
ChIJ4Ve2BnEDNj4RLYaEp2SsYGM,Repeat Coffee & Brunch,4,16
ChIJ68bzP7H9ST4R_5rXDyG44Ak,مطعم رايق وركن العجان,4.2,47
ChIJd-Bpd5j9ST4RvfnZXIq1Ayc,BREWS coffee and brunch,4.8,248
ChIJNwEExhn9ST4Rr21F2v5bTxE,Almajdouie Motors - Hyundai & Genesis,4,2069
ChIJVd9sNzXkST4RFdUTtA9HOMo,كرك بلال,3.7,286
ChIJx8EdvB__ST4RPOtaeQLdEBQ,Never quit coffee,4.8,39
ChIJ1_OUeCTjST4RgC6YtlLu6L8,Curve Burger,4.1,1690
ChIJb0Z8QJDnST4R203HbyM9fNY,Hatabgy,4.3,5563
ChIJ3bwA7u3oST4Rt7iMwCh60x0,Tamimi Markets Khobar Warehouse D199,4,64
ChIJ1QnKS17jST4RPyfyzdmMLKw,مطعم ظبي الجنوب,4.1,330
ChIJHYuHCADnST4R72nrW4tulvM,Coffee Valley,5,1
ChIJBarvH7boST4RriUI0m4KAYg,Abs Kitchen أبز كيتشن الراكة,4.3,872
ChIJq60SZcXDST4RgsborQxG97I,Kottu Hut KSA ( Sri Lankan Restaurant ),4.7,448
ChIJDUk-gRnnST4REKE7lvJuRYg,Dose Cafe,4.3,27
ChIJy9hd3Jv9ST4RAtpu-NpX_oE,MCC,4,489
ChIJ7czptVz9ST4RUREunMGDZyw,VERDE Coffee Lounge,4.4,537
ChIJ-6a58GD-ST4Rhgrupk9r3Mw,Hot Cheese Restaurant,4.2,554
ChIJAXTJG5n7ST4RrHYkFpnjQKk,Second cup سكند كب,4.4,246
ChIJG_oD12bmST4RedvALPeS1KU,KFUPM Mall,4,1471
ChIJS8ueUBTnST4RwOpNvMsaG6E,The Sushi Bar,4.4,437
ChIJ2dJIqwf9ST4Rd4m94tQ2wgE,lahza | لحظة,4,699
ChIJMRkCobr9ST4RZgINBl9auIY,Chick ‘N’ Dip,4.8,1245
ChIJxzL-eADpST4Rdtuo--tfXPE,Shwaiat Al-Khalij,4.2,71
ChIJW0Zs53D8ST4RAnXhtEOpGu4,Paragon Family Restaurant,3.8,2720
ChIJ3WilWtwdNj4RDiXqyNCEzl8,McDonald's,3.4,585
ChIJz9oPbY7jST4RhZT1FN8GYUc,Lahza,3.9,586
ChIJLcoCkAP9ST4R4FkHgezzHH8,Alburg resturant,3.9,852
ChIJx_dgrlP7ST4RDtv5Y4bSZes,مطبخ الشروق لتقديم الوجبات,4.2,196
ChIJF767DU79ST4RN5MZcayVmho,مطعم تكة عراد للمشويات البحرينية,3.9,310
ChIJhT-JnNX9ST4RyOB68ne9IxY,Baith Al Karak,4,1540
ChIJgTIZsWL-ST4R8ySzHiU3yto,مطعم المضياف (المحمدية),4,828
ChIJ39c9Ln4CNj4RZ0CfuZDblY4,مطعم ذوق الشعب البخاري,4,366
ChIJM38Z_BPvST4R5R23qV8itQI,Seven degrees coffee,4.1,168
ChIJcbK-UaHdST4RE-kcRkdSUlo,THE EXIT,3.6,30
ChIJle6q9Y_pST4RyZ8w6GLXHdw,ARABIA CAFE ارابيا كافيه,4,1120
ChIJdzZQGIz9ST4RqEroabC0W2M,Cocoa Plant,3.7,128
ChIJvxf1RbL9ST4RO9OlgAgGxOo,Kareem Broasted,4.2,766
ChIJxcz_mQzoST4R1kUqvMw-xQ4,ديوانية قدوع للشاي والقهوة,4.1,416
ChIJvfQI1ZwDNj4RnQCzSWTo9zI,Eastern Terrace Cafe,3.4,218
ChIJVQToXQX9ST4RZpyXjjGzTzo,Road Café | قهوة الطريق,4.4,72
ChIJ53JzOeD9ST4RuFxyTKvtZ6k,Q EAT,4.6,1441
ChIJ66-PUrP7ST4RDyXdPKC1CnU,ALKARAK,4.2,1327
ChIJmZftEOT9ST4R3AQ5LCZR7hc,كريب اند ديب Crepe & dip,3.1,60
ChIJIcM9qaT9ST4RnSbPKxecspA,Al Deek Al Romie Restaurant,3.8,817
ChIJM7g8FBP_ST4RYsstJHCY4p8,Tree cafe,3.9,49
ChIJJWhrqqn8ST4RYQzDqxgDFiI,Epic Burger,4.2,1035
ChIJfygOHmXDST4ROyytDf_DMiY,Spices Lounge Restaurant,4.2,2271
ChIJUXwumWH-ST4RcIcRN5843Ik,Subway,4.1,686
ChIJ13byMYHCST4RDO9g0pDdu-o,Sun Room Cafe & Restaurant,3.7,4237
ChIJD4lLsWDjST4R-VsKSiA9ZOw,Rice & Saffron Restaurant,4.3,555
ChIJf43wfYzDST4RpT6c9mL0HPU,مطعم مشوار العزيزية,3.5,1325
ChIJVTjBXs7_ST4RNjqS326H3O8,مطعم علياء,4.1,2152
ChIJ0w4nVyfnST4RzKgVBkQy608,IKEA Cafe,3.8,47
ChIJcWy2y43iST4RcPsvi-NJKC4,ديوانية شبرا,4.1,728
ChIJz4Q6NPDoST4RsmBzxO4XNNc,دكة الكرك,4.2,471
ChIJob7OXIb7ST4RDBiAEDNzzqo,Hadhramaut Restaurant,4,3192
ChIJwV1pW4v9ST4Rs2uxlG1DZIU,Kiwan Cafe | كيوان كافيه,4.2,34
ChIJL3emWl3DST4RSKQijyqHih4,Mantorose Cafe,4.1,153
ChIJRWAI7T_jST4R1gii8Xy1hwA,مطاعم التركستاني البخاري,3.6,157
ChIJY3z4VdbnST4RJGUYDDwrEVI,Goat Diner,4.3,2519
ChIJAddk31f7ST4RCQuTyX4C3mI,Kudu - Al Imam Ali Ibn Abi Talib St,3.8,1400
ChIJeZWxErv_ST4REX1d99nNt30,بسيط لتقديم الوجبات simple,4.6,7
ChIJm4WBtQXpST4RQneFmfChdyM,StreetCafe,3.6,12
ChIJA1uHS3npST4RFbq4WzsLVxA,انليش | Unleash,4.7,166
ChIJU--qLWP9ST4R44ksLtaCh1o,Barn's | بارنز,4.2,118
ChIJ64sQkkDoST4RsctUTa_YBpU,Al Banoosh seafood Restaurant,3.8,5153
ChIJcdQpDnT7ST4RURLlTCVDC_U,The Cuts Urban Kitchen,3.8,1124
ChIJMfGnnjrmST4RysIiqJ6ztLA,Amwaj Mall,4.2,9477
ChIJG508DgnjST4RwvOi9zFBeX0,Kyan,4.3,455
ChIJMT5ghpnpST4RcoqdP_Vd57Y,The Swan Coffee,2.3,40
ChIJkReKd2_pST4Rku8-ITQDcEg,Um Abdullah Coffee,4.8,101
ChIJaxg2_0n8ST4Ram0VlkiEFwg,McDonald's,3.7,2372
ChIJfcoOsXzvST4RzZHsKjswmQ8,Ashaz Modern Indian Restaurant,4.7,1279
ChIJdTPtO0HvST4RMxDCV0Hixls,Kudu - Al Rakah Al Shamaliyah,3.9,1673
ChIJoV0beZvdST4RxquhFqBSAWE,مطعم عشق البحر,3.5,192
ChIJget9x0TjST4ROsh_tWyujCg,Road Café,4.3,347
ChIJE1FmMNXpST4RiQGRbEV0k9Y,شاي مراميه Maramia,4.5,588
ChIJKSIyCpHpST4RLjGY2vjQwoY,Lapro Cafe,4.4,502
ChIJa8xyi4rjST4Ro275_RjR50c,Shawarmena | شاورمينا,3.8,39
ChIJuTJ3sDUDNj4Rm75GPlkW1mQ,مطعم الريحانتان الضاحية,3.6,179
ChIJq1WRmYTpST4RWG0DF6GdmKw,Olden,4.4,2077
ChIJuUl1cg_7ST4Rq2knV6B9X18,Saadeddin Cafe,4,420
ChIJPaUEAP37ST4RwoTyVlF1aw8,BASTAH KARAK,3.5,294
ChIJnbW9b_j9ST4RWyXPVNU1_Pc,Suliman Tea,4.2,2204
ChIJgdUvgw3jST4RfBlgN3YZxS8,Karak wa shapaty,3.8,105
ChIJYQXj91D8ST4RuY4feGoUTQ4,Sayadiya Al Baharah Restaurant for Sea food,4,204
ChIJreNf8xLnST4RQl9JWG8mYxY,Nespresso,3.3,60
ChIJ7ee3nyv9ST4R_xijEwOokR4,KFC,3.6,1987
ChIJ87P_oO38ST4RnXjSOvFPxwc,McDonald's,3.7,4639
ChIJ2U-poVb9ST4RoSNSrEG_YLw,Lute,4.2,2191
ChIJA2G82wXoST4R-64hTxEUHMg,Joafa Restaurant,3.9,635
ChIJ1_lyhLLDST4RHAdRi45Nhz0,بقالة,4.3,41
ChIJ0z-9QxT9ST4RvbPMbz3Yfcc,Al-Fanar Coffee,4,204
ChIJ1ZqQuQPpST4RIcGV9AI1BV4,Derby Coffee,3.8,2363
ChIJB3lWLUj-ST4Ras80q-25Sjk,Nutrition Energy,4,223
ChIJg9UVjjjlST4R3gQoZFK5sVw,نَصّ,3.8,176
ChIJu1Tm9479ST4RfZXWvQjZfNI,101 Cafe,4.3,501
ChIJP5hq10XpST4RjBEOODdW66k,Oob Coffee,4.2,613
ChIJwSKI8UzoST4RDppFks20Rgw,Nespresso Boutique,3.8,162
ChIJoUBrsrP9ST4RG5UfT4m0Pg8,AlQas Al Iraqi,4.5,1378
ChIJ0-tBwi3mST4R38E9UqFyICo,Aloft Dhahran,4.1,4466
ChIJb_nM4L_7ST4RLWYlTrOh90s,Tim Hortons,4,551
ChIJg8hAKbr8ST4Rk3GuqdcfiSk,Hungry Bunny,3.6,238
ChIJ_xVdY0r9ST4R1cmQCIh7iwU,خبزة شاورما,4.4,281
ChIJe18IOXwDNj4R4bwRZAq75S8,دايزر | DAIZER,4.5,370
ChIJiZGvgxbDST4R-S5xnrg0N0w,TAWA,4.2,822
ChIJIRwgj8P8ST4RU4UjBqG-SjM,بكلو Piccolo,4.3,2315
ChIJvQOWKnDpST4RYKCGnwam1GE,namq cafe,4.4,4604
ChIJXxupQzbDST4RU3v1vG7P9JU,Batotta Restaurant,3.5,477
ChIJo13H953_ST4R8GBzZ5m9bWI,Frykit,4.3,971
ChIJU6xIJFLpST4RGv_325pDmMI,Cafe Bateel MATAL Seaview,4.5,2519
ChIJK3vKd1vvST4RuIwPa1CI1ik,Azwad Restaurant,4,794
ChIJuzi_vejiST4RtfROhLuBOaI,Shawarma Reef,3.7,181
ChIJZdhZnwD7ST4RMxyv8uq1SU4,TEA & MORE شاي واكثر,4.4,125
ChIJ1TQC6SzjST4R6RM-S8dWO2Y,فطيرة الفلافل الفاخرية,4.3,216
ChIJIfIATEv7ST4RMWQj-wL0NUE,Al Othaim Mall,4.3,28815
ChIJixZtc3z8ST4Rjl3vLG_pSOU,أسماك ومطعم السلطان إبراهيم,3.9,1568
ChIJcbBN5q79ST4RiXaJvV_f-8I,Tasty Toast Faisalyiah,4,900
ChIJ_T774tD8ST4R_dpSk09M8zQ,Ennabi Grill,3.8,2990
ChIJcYX6GN7lST4RqVXe2a7auEU,Kudu - Al Safa - Dammam,4.2,397
ChIJ4UqalQv8ST4RVm3CxLl1AUI,Royal Malabar Restaurant مطعم رويال مالابار - Dammam‎,3.9,2673
ChIJn28qlDHDST4Rm6YoltySthQ,مطعم دار الشواية البخاري,3.7,255
ChIJf8h5CiXjST4RlFrEcaUZWBU,سمك و بهار,4.3,422
ChIJK84ckTX9ST4RlMKvQMssCNk,Fishawi Cafe,4,1721
ChIJAe6ntbTkST4Rm2JP_kKRNDo,Barkadelo,3.8,129
ChIJx8OAQE78ST4RlirEG5Lvr_k,Broast Al Basel,4.1,1720
ChIJXWhvOG_7ST4R2brl5Kt8YZM,Abu Farida Balila & Salep,4.5,120
ChIJR3XJBwPoST4RpR82Crchp7U,Western Grills for Suya,4.1,499
ChIJP2Btivz9ST4RJpeBU7AsEc0,مطعم خاشوقه khashoga Restaurant,4.4,551
ChIJK-yZKqzpST4RkVS_XnRjakg,Spread,4.2,736
ChIJ7bZsKwDpST4RFWa_qUU7YUk,SALT ALBAHAR | سولت البحر,4.5,261
ChIJM5CepqDlST4RsYku4YF7ab8,زاد السلطان,4.1,6077
ChIJ3QcQ0erlST4RizquV34KqaA,المطعم الصومالي,4.3,924
ChIJ2-PfoGb8ST4Rtk1Q-TCgfb4,McDonald's,3.9,3050
ChIJeSq50GL_ST4RWXux7ubgdSk,Shawarman,3.9,664
ChIJWfq-E2bjST4RUsyiBjuyhM8,Chemistry Coffee كيمستري كوفي,4.1,1373
ChIJE844YiP_ST4Rl8isi2Go7ZA,Torticano resturant - مطعم تورتيكانو,4.5,891
ChIJ9Wp-vbD9ST4RwmBFVB7OdxA,مقهى شاهي المشكل,3.9,193
ChIJ2RhNdSv9ST4RR9QYs1hAgjY,Hardee's,3.8,972
ChIJES7UE-79ST4RuQdZoALOp5Y,Al-dahem Residents,5,1
ChIJyxSn5xnvST4RCrrxJPDvnyE,Hashi Basha - South Rakkah Branch,4.1,1603
ChIJg_v8FgbpST4RRHeXGBZPxkk,Qaf Coffee Roasters -Ajdan : محمصة ومقهى قاف - اجدان,4.4,915
ChIJBcgDL20DNj4Ry5VfIkjVUTs,كوفي لاين Coffeeline,4.8,223
ChIJya5CbgL7ST4RnWeE_oRKqyc,مطعم المضياف (النزهه),4,783
ChIJdd086ysDNj4RKkUw9yzHcyU,شاهي سهيل,5,14
ChIJddLHZRP9ST4Reucbl8crgi4,مطبخ ومندي ريم البوادي,3.9,982
ChIJ6Y4FBwDjST4ROuyTr0v9KlM,مطعم جازلي,4.6,2238
ChIJaSYh9sDDST4ReUIwUNc1Fdw,Masterpiece of Seas,4.5,3319
ChIJpx8jASn9ST4RH06kbVhVUU0,ربع شواية - فرع النور,3.6,489
ChIJMzZ2OzP7ST4RcElzj7Cczrw,All Day,4.4,1949
ChIJjwwT6nTpST4R63GhJ0hdQ78,The BLK Specialty Coffee Roasters,4.1,368
ChIJY4nJh4TCST4R-uw51FlMR6A,Brauger,4.3,82
ChIJdxg7qLT_ST4RpuFjOxkGyoM,مطعم بحريات إكسبرس,4.4,318
ChIJE1_eCp7pST4R-JK8wcISx3c,Khazaf Tea - شاي خزف,4.6,451
ChIJKXFEAxLmST4RuuoARdwWtMM,Snack House,4,1016
ChIJK5RiRg7DST4Rma6e7XJDdUU,ورق عنب ذوق المحاشي,4.1,331
ChIJU1BGrw3lST4RHNPJzN3705I,Yasumi Ramen Shop,4.3,1214
ChIJq6WdGH_7ST4R9bG49KamGsk,"Red Table Restaurant, Abdullah Fouad Branch",3.9,2106
ChIJtSma4iv9ST4Rw-dEC9IL3o8,مقهى ومحمصة تريبيكا| TREEPICA COFFEE ROASTERS,4.5,167
ChIJsWDXvh_jST4RgkxKfLv0QAk,Al Maluh Restaurants,3.8,1318
ChIJdXmaIBP9ST4Rr_vWciBEkR8,Shaikh Al Sayadin,3.9,351
ChIJUa04UEvoST4RrRbQaad1OlI,Cafe De Paris,4,59
ChIJle8Y8KzDST4RxCPkEvkYsqU,ALFREEJ ALAWAL | الفريج الأول,3.6,517
ChIJ0VxiYmb8ST4RQOxWmU7lB08,Herfy,3.8,754
ChIJEztYL8r7ST4RMx8jfFYjmW0,Sour,4,458
ChIJW7Hs8uD8ST4Ry9fzlrzddss,KFC,3.5,1365
ChIJzwEAVXLoST4RzwMwjEhlkB4,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,4,1075
ChIJXfKrRwDjST4RJ75YjGGDS-I,ديوانية الكيف,3,3
ChIJofAwLQf9ST4Rl9RyXetAfA0,محمصة قلم للقهوة المختصة,4.3,112
ChIJXfoNI_vpST4R6UfMEWvHCcU,Enab w teen near Bahrain Bridge,3.5,1454
ChIJlUj9j5z9ST4RqkBVjg7I7Rk,Noor Sham Pastries Restaurant,4.1,396
ChIJ4U8AahbpST4RAOwAGtEE8CY,Andes Coffee Roasters,4.6,2464
ChIJg1vza0XjST4RgInATLneWbo,كاسبن Kasbon,2.5,28
ChIJXdR3OavkST4Rh-17EcY4N5w,Coffee Warehouse,4.2,1680
ChIJXVyVM77pST4RWYbmXDGH_H0,24 Cafe,4.3,433
ChIJzb953j3lST4Ru7dVE2BtkzE,برغرايززر | Burgerizzr,4.5,1834
ChIJt5VBPiboST4RNG3kU9cjcrs,Azeem Cafeteria,4,185
ChIJpzOc2Yb9ST4RiBZ9nXDAnFg,Dunkin' - دانكن,4.2,434
ChIJy662OQDpST4R-9rll4PJCSs,Il GROTTA,4.4,893
ChIJJX8URjTkST4RkhmkenLJizg,Shawarma Teef,4.2,941
ChIJMRq0IqTpST4RNa9X3Ogwn_c,فيلوتشي | Veloce,4.3,841
ChIJnUkk5d_pST4RH7FWCkxKVgY,استكانه 4,4.5,143
ChIJgxZOqNfnST4R93xfVeWS4Do,محطة الورق عنب,3.5,46
ChIJz0o3NrH9ST4RH5SCiOjz85M,Nando's - Nakheel Mall Damamm,4.4,1439
ChIJvbl-AHDoST4RYp7f_T7e56o,Sama Deeraty,3.9,3317
ChIJ9dYUyV_pST4RwCHzna2fTOM,شرمب رش | SHRIMPRUSH,4.5,1397
ChIJFev5bvr9ST4RI6x5oZk5soA,Paul Bakery & Restaurant,4.5,1106
ChIJXfN1B1v7ST4R4_pBqvOXXOE,KFC,3.5,1642
ChIJn7_0WP7oST4R6AlV234Sd20,The Butcher Shop & Grill,4.5,3472
ChIJPzRNtVjDST4ROLvhnmOzfrY,مطعم المضياف (العزيزية),4.2,765
ChIJmQku2Z3pST4RzPMOOtpWiso,Pikniq,4.5,3097
ChIJdWuP_WTpST4Rpr-aw9YlPSo,Ola Amor اولا امور,3.7,1333
ChIJJYr7o2b7ST4RNmkJxkZlMCo,Wanasah Coffee,3.7,233
ChIJ8_dZun_7ST4RQ26uHx_pp7o,Green Bukhari,3.5,291
ChIJfxO5UeLDST4R-7cKMw0_T8k,Al Lahib Restaurant,3.9,586
ChIJz0hWvqnDST4RZ6cHMZy63vA,Lghawees | لغاويص,3.8,1588
ChIJyZbjJMzjST4RTbElpSuePe8,مطعم السيخ الحار للشوارما,4,293
ChIJj2uoLS7mST4RBCxV1kSAQis,M&S Cafe,3.4,93
ChIJ3yGAhLzvST4RHzDuZhI8RUU,To Be Cafe,4.6,403
ChIJDUjq6UT-ST4RJxGPYuJ4wPk,Danshal Restaurant,3.7,1903
ChIJ-Xa-YlDDST4Re5qmdOh1Gxo,مطعم ومطبخ جمرة الجنوب,3.3,3357
ChIJU1BWD17hST4RkA7W95VnftQ,ISO Academy,5,5
ChIJ8U1bzSH7ST4RNCeq-M9kbhA,7 Grams - Dammam Cornish | ٧ جرام - كورنيش الدمام,4.3,2732
ChIJOcwG0N_9ST4RVjoawxMFM7s,Qasr Al Ratem,3.9,1282
ChIJk6T9_qcDNj4RljJj8ieFbhw,استكانة كدم,4.7,61
ChIJ0_GGzu39ST4RLCmenAtdqW0,The Art Cafe,3.4,86
ChIJa7Ao_nUDNj4Rgbeq0Rh14QU,مطعم نواف البخاري,4.3,857
ChIJRUAEq23lST4RbLZ794gi72I,Saladay سالاداي,4.3,315
ChIJ1b2k0Z8DNj4RFS98i-10XeA,dr.CAFE COFFEE | د. كيف‎,4.6,88
ChIJs_51FzD9ST4RGCeonSkJ6PI,Alrabiyah shawerma & pastries,4.3,403
ChIJFcYcHLboST4RYMb-aeIUgmM,Lghawees,3.8,5406
ChIJbwFDG4X7ST4RP6op6i5PsBI,مطعم قنديل,3.9,724
ChIJa0rbA7DlST4RjlK3LW0A6v8,pep & co,4.2,329
ChIJl1x830ToST4RbQvHvVn0r0o,Nakhat Alsharq,4.1,3957
ChIJxR0_cQD9ST4R54BQi3rhMzU,باسكن روبنز,3.9,13
ChIJc3j3ann9ST4RxuHHJZYpWik,شواية الخليج‎,4.1,4147
ChIJgTLFZ-_nST4RsgNXqfI5KrM,Sakana House Restaurant,4.6,342
ChIJa49HKtzvST4RRTzE9kZdgdI,مقهى دستنيشن35 للقهوة المختصة الراكة Destination35 Speciality coffee Rakkah,4.6,568
ChIJW7_oaNbpST4RSjwrQOjyOyM,Shahil Tea - شاي شهل,4.5,1006
ChIJBcVcW9P9ST4ROj-0Q6T4J80,Mozon,3.6,624
ChIJx4llyaD9ST4RETFoumx0ri0,Shawarmer | شاورمر,4.2,1524
ChIJrarGaRf_ST4RxKpo7n_NwtE,Just Diet Healthy Food Restaurant,3.6,395
ChIJrR1mKeX7ST4RSCBulf_L4kU,Road Café | قهوة الطريق,4.2,101
ChIJe2_aKHLpST4RRfU95Ok36Rg,SOIR CAFÉ,4,1200
ChIJq1CDIivDST4R4XuVQNMEy-0,Rimal Aws Cafe,3.5,1985
ChIJG5663RzoST4RaDgTljZVhxc,Shabab Al Bukhari,3.8,848
ChIJl7CYyL_8ST4RPSJH4tUxegE,Herfy,3.8,1346
ChIJPa1m_jHoST4RWPitRHVFwdU,Hardee's,3.9,2441
ChIJCxuRhZLbST4RMcGXKppBEDY,معجنات أبو ماهر,3.5,351
ChIJgzDcK-n9ST4RVBDgHlj2AZg,Roasting Lab,4.5,60
ChIJ_y_SMjTjST4RtrZbodcCtCQ,LLAMA,4.5,3275
ChIJc-0z-cjjST4Rifqt58ilYtg,ALKARAK,4,1148
ChIJARnVQMf9ST4RK8P7kNqtDYg,Abuzaid restaurant,3.9,1325
ChIJXw7BYYb9ST4RATbv0H5PnRE,حاشيكم,3.9,1239
ChIJt0n1E3__ST4RfIprzejkFsw,Levels Board Games Cafe | ليفلز,4.8,1207
ChIJQXa9NIr9ST4RqFs59qBoKjs,BURGER SITE FAISALIYA,3.9,212
ChIJJ-YMsDLmST4R3l6cBCQLpi8,Van Houtte Cafe,4.2,865
ChIJMQP45jvjST4ROuxR_QTPz_g,The Garden,4.6,231
ChIJX-Vlw4H7ST4R-yYVG697uaQ,Ahmed Bukhari Restaurant,4.2,300
ChIJhWM2cTrmST4RzclsrpCxHnQ,dipndip,3.6,950
ChIJwxo0D0fjST4RstJUeWK1kKg,طعيم | شاي مختص,4.6,54
ChIJk0As6g_DST4Rr3AjIbuV3Dk,راعي البروستد فرع العزيزيه الخبر,4.2,1180
ChIJA8Ymc8DjST4ROmJGnEz_fRs,Asyakh أسياخ ( طيبة ),4.4,281
ChIJvTgxhWz9ST4RLHRJpAw8Ti4,مطبخ نجد,3.8,331
ChIJd8d4wXL9ST4R9c8bbg2Ud7M,The first moment,4,542
ChIJE3CFAQz7ST4RVraRBw5uk9M,شاورما الأستاذ,4,282
ChIJB8PLFF7-ST4Rz1Z3_BIMxFU,Babel Restaurant,4,843
ChIJ4WqCRUv7ST4RYXt1Wchsr6Y,Segafredo ZANETTI,3.5,55
ChIJ-ydxvDT_ST4RR-FfyM_gGrs,لقيمات بنت القاضي سيهات - فرع الدانه,4.1,342
ChIJRTMTXs77ST4RJpIoNfdTBiM,AlBaik,4.1,12938
ChIJR5XwphbDST4RQwjzL76faZs,Burger King - Al Jisr,3.8,1955
ChIJ61O7sAPoST4RDa2oMwn0MRw,ديوانية قدوع,3.8,128
ChIJPV5Bs-XpST4RIEzWMDKZuEA,Texas Roadhouse,4.3,3852
ChIJycXPfh3pST4RS9doVfryK1A,Sharik Cafe,4.2,262
