Business ID,Name,Latitude,Longitude,Category,Rating,Popularity,Google Place ID,Business Status,Distance (m),Cluster,generalCategory,Religious Institutions,Coffee Shops,Food & Dining,Restaurants,Home & Construction Services,Entertainment & Recreation,Retail & Shopping,Finance & Services,Education,Health,Public & Government Services,Hotels & Hospitality,Transportation & Travel,Beauty & Wellness,POI Density,Avg Rating - Business Type,Avg Rating - Food & Dining,Competition - Business Type/Area,Competition - Food & Dining/Area,Competition - Business Type/POI Density,Competition - Food & Dining/POI Density,Competition - Business Type/related POIs,Competition - Food & Dining/related POIs,Population Within 1km,Business Name,Google Rating,Number of Reviewers,Avg_NumOfReviewers - Food & Dining,Avg_NumOfReviewers_SameCategory,Population Within 2km,Population Within 3km,Total Num of Reviewers - Food & Dining,Total Num of Reviewers - All POIs,District,Residential Average Price
62c4a4963e2a294ed8a25d2f,espresso station (اسبريسو ستيشن),26.241778,50.214466,Coffee Shop,8.8,0.968299495,ChIJAdfdZe3DST4RZa6OMkKHAik,OPERATIONAL,22.548395373703432,,0,1,2,2,1,0,0,5,0,0,0,0,0,14,1,58,4.2,4.2,0.6366182836771073,0.6366182836771073,0.034482759,0.034482759,0.2857142857142857,0.2857142857142857,2120,Espresso Station اسبريسو ستيشن,4.4,153.0,194.0,194.0,19724,61651,389.0,4050,Sinayiat Alfawaziya,39702.0
5f6e3c929227c33c89239843,cesario coffee,26.255965,50.220532,Coffee Shop,8.6,0.9912826743152016,ChIJL8UsA0DDST4RYNisFSUqTgA,OPERATIONAL,61.03460100814655,,0,1,2,9,8,0,3,4,2,0,0,0,0,3,1,56,4.0,4.1,0.6366182836771073,2.8647822765469826,0.035714286,0.1607142857142857,0.125,0.5625,10498,ceasario,4.0,878.0,2357.0,453.0,53909,128780,21393.0,26379,Al Sahil,22464.0
5f97ed2d107f3c6dc6c1a5aa,blue sky,26.254914,50.214438,Coffee Shop,No rating,0.963778009,ChIJA1rVWjjDST4RcKfC6nIvWlY,OPERATIONAL,45.84086001619007,,0,3,1,4,3,0,0,3,2,2,0,1,0,3,1,57,4.0,4.2,0.3183091418385536,1.2732365673542143,0.01754386,0.070175439,0.1428571428571428,0.5714285714285714,12828,Blue Sky Coffee إسكان بلوسكي كوفي,4.0,29.0,2816.0,29.0,67458,158784,11293.0,14465,Iskan,22269.0
6032ae77fe87f20035e807ae,al-taam coffee and flour mill (مطاحن وبن التام),26.273722,50.185155,Coffee Shop,No rating,0.9437256547387932,ChIJp_j-xQfoST4RsVjm_vbAVNY,OPERATIONAL,13.97356701335269,,0,1,1,14,13,0,0,18,4,0,2,0,3,1,6,58,3.9,3.992857142857143,0.3183091418385536,4.456327986,0.017241379,0.2413793103448276,0.028571429,0.4,56606,مطاحن وبن التام AlTaam coffee and flour mill,4.4,246.0,854.0,19.0,148696,253458,11966.0,17299,Al Thuqbah,22464.0
5cae56c1911fc4002c178ee6,deawaniyat gdoe (ديوانية قدوع),26.269075,50.19019,Coffee Shop,No rating,0.5443944840370236,ChIJ61O7sAPoST4RDa2oMwn0MRw,OPERATIONAL,49.43513445669829,,0,2,3,16,13,0,0,8,6,0,2,0,7,2,5,58,4.233333333333333,3.975,0.9549274255156608,5.092946269416858,0.051724138,0.2758620689655172,0.096774194,0.5161290322580645,72642,ديوانية قدوع,3.8,128.0,1379.0,492.0,155251,269213,22168.0,26715,Al Thuqbah,22464.0
5dd5672fc61ceb00088c19b5,shathrat cafe (شذرات كافيه),26.275161,50.218922,Coffee Shop,9,0.9718690898160092,ChIJLTCzdZfDST4RohG5zSQwU4s,OPERATIONAL,25.97441022007808,,0,0,2,5,4,0,0,15,2,0,1,0,7,3,1,58,3.7,3.88,0.6366182836771073,1.591545709192768,0.034482759,0.086206897,0.074074074,0.1851851851851851,41550,شذرات كافيه,4.4,607.0,1433.0,604.0,146744,271861,7165.0,39557,Al Sahil,39702.0
5789215e498e67265b7749be,tea time,26.277549,50.211453,Coffee Shop,8.5,0.9755639333174684,ChIJ8ZznkLTpST4RgZaPELwGnmk,OPERATIONAL,21.675712589416985,,0,0,0,3,2,0,0,16,4,0,3,1,8,0,1,59,,3.9666666666666655,0.0,0.9549274255156608,0.0,0.050847458,0.0,0.1111111111111111,83536,TEA TIME TEA INNOVATION,4.5,113.0,287.0,,226681,342247,1399.0,31945,Al Khobar Al Janubiyah,15227.0
4ef0e9a99a52cecf43832c2b,sea rock (صخر البحر),26.261907,50.219034,Coffee Shop,8,0.936949688,ChIJufwGto7CST4Recm5GojTovM,OPERATIONAL,52.63427912504491,,0,2,3,11,8,0,6,8,2,1,1,0,1,4,1,57,4.05,4.0,0.9549274255156608,3.5014005602240896,0.052631579,0.1929824561403508,0.1153846153846153,0.4230769230769231,15936,Sea Rock Bufiya,4.0,182.0,2409.0,212.0,83764,185302,23551.0,35259,Al Sahil,22464.0
59089ae95d891b37234c78cb,sunroom cafe and restaurant,26.271953,50.221238,Coffee Shop,7.6,0.977467717,ChIJ13byMYHCST4RDO9g0pDdu-o,OPERATIONAL,22.399033709887487,,0,0,6,16,12,0,3,11,0,0,1,0,7,2,2,58,3.85,3.875,1.9098548510313216,5.092946269416858,0.1034482758620689,0.2758620689655172,0.1621621621621621,0.4324324324324324,28762,Sun Room Cafe & Restaurant,3.7,4237.0,1710.0,951.0,111770,236873,28606.0,57837,Al Sahil,22464.0
523d43c4498e8150c147db1e,azeem cafeteria,26.277812,50.213213,Coffee Shop,6.3,0.9234353277138312,ChIJt5VBPiboST4RNG3kU9cjcrs,OPERATIONAL,27.09841997446278,,0,0,2,5,3,0,0,20,3,0,3,1,8,1,1,59,3.7,3.86,0.6366182836771073,1.591545709192768,0.033898305,0.084745763,0.060606061,0.1515151515151515,80005,Azeem Cafeteria,4.0,185.0,414.0,604.0,201640,337269,2339.0,32839,Al Khobar Al Janubiyah,15227.0
57c329a5498e444ba10c5ce9,ديوانية المشراق,26.265613,50.210393,Coffee Shop,No rating,0.9571147655966232,ChIJwxOdSZrCST4Rf1RAQ8Hq6C4,OPERATIONAL,9.259344505,,0,4,1,5,4,0,0,13,6,0,3,0,2,4,4,57,4.1,4.279999999999999,0.3183091418385536,1.591545709192768,0.01754386,0.087719298,0.05,0.25,65688,Diwaniya Mishraq,4.1,427.0,346.0,423.0,152830,262930,1734.0,14211,Al Khobar Al Janubiyah,15227.0
61ab3cb9a5efe429a8c99b76,golden tea (كرك الذهبي),26.277475,50.212968,Coffee Shop,No rating,0.907265691,ChIJQfB3PyboST4RZTwdftHZW5M,OPERATIONAL,8.027266278584694,,0,0,2,5,3,0,0,19,3,0,3,1,8,1,1,59,3.7,3.86,0.6366182836771073,1.591545709192768,0.033898305,0.084745763,0.0625,0.15625,80005,Golden Restaurant,4.1,539.0,414.0,604.0,201470,337531,2339.0,33042,Al Khobar Al Janubiyah,15227.0
6101910c892b76360e4fe66a,shrq coffee roasters (مقهى و محمصة شرق),26.290108,50.100756,Coffee Shop,8.8,0.9849173553719008,ChIJb_ajY2zhST4Rvqg4QT3R-Lg,OPERATIONAL,23.176904946348166,,0,2,2,7,5,0,8,6,1,1,0,2,0,3,4,56,4.550000000000001,4.257142857142857,0.6366182836771073,2.228163992869875,0.035714286,0.125,0.095238095,0.3333333333333333,5935,Shrq Coffee Roaster (Jebel Heights),4.4,261.0,83.0,138.0,9606,10366,584.0,2180,Gharb Al Dhahran,22464.0
5208ace011d28afd4318206c,snak bar,26.290935,50.105595,Coffee Shop,No rating,0.8035123966942149,ChIJER4NJMzmST4RvyQEnZBNNfA,OPERATIONAL,33.44635339473057,,0,2,2,7,5,0,11,6,1,1,0,2,0,4,4,56,4.550000000000001,4.257142857142857,0.6366182836771073,2.228163992869875,0.035714286,0.125,0.083333333,0.2916666666666667,6880,Dhahran Hills Snack Bar,3.8,72.0,83.0,138.0,9655,11817,584.0,3243,Gharb Al Dhahran,22464.0
600d79518d453c64cce7f645,rosalie (روزالي),26.29052,50.178126,Coffee Shop,8.4,0.9790458536340978,ChIJn_YDlxDnST4RrIphlNrl0f4,OPERATIONAL,36.19816771007235,,0,0,0,6,6,0,0,24,1,1,1,0,25,0,0,58,,3.9,0.0,1.9098548510313216,0.0,0.1034482758620689,0.0,0.109090909,25588,Rosalie Cafe,4.5,447.0,744.0,,98946,191973,5164.0,13766,Olaya,32904.0
51f6ea62498ea165500c8987,barzan café (مقهى برزان),26.290831,50.180878,Coffee Shop,7.5,0.9525932791422952,ChIJ7SkoutnnST4RokDqYmerAOo,OPERATIONAL,63.59943137360779,,0,0,1,7,6,0,0,23,0,1,1,0,27,0,0,58,4.0,3.957142857142857,0.3183091418385536,2.228163992869875,0.017241379,0.1206896551724138,0.01754386,0.1228070175438596,28810,برزان كافيه,3.6,104.0,1009.0,504.0,114119,217504,7068.0,30245,Olaya,32904.0
4f77efa3e4b0a84b146a363c,pianolla café,26.292129,50.174338,Coffee Shop,7,0.944765221,ChIJV6h2P9DnST4R6BLzKx8PQFU,OPERATIONAL,16.056966444259444,,0,0,0,8,8,0,0,23,1,2,1,0,22,0,0,58,,3.925,0.0,2.546473134708429,0.0,0.1379310344827586,0.0,0.1509433962264151,16794,Pianolla Cafe,3.9,174.0,706.0,,68333,157829,5654.0,27344,Olaya,32904.0
5048a89ee4b0e98bbf1f9a9b,segafredo zanetti espresso,26.286579,50.183942,Coffee Shop,6.1,0.9671847797497526,ChIJnXMPdnXoST4REBE5_PEIHR8,OPERATIONAL,24.33846500308608,,0,1,3,8,5,0,0,16,2,0,0,0,19,2,2,58,4.133333333333334,4.0,0.9549274255156608,2.546473134708429,0.051724138,0.1379310344827586,0.069767442,0.1860465116279069,51375,Segafredo Zanetti,3.7,25.0,766.0,232.0,145239,267003,6128.0,31185,Al Thuqbah,22464.0
617d77b78457ad6fcb070964,ديوانية سجّة بال,26.281122,50.181843,Coffee Shop,No rating,0.860284816,ChIJNdYLfADnST4R482H0jcdSvU,OPERATIONAL,27.150021953366995,,0,2,4,10,6,0,1,14,4,0,0,0,6,2,2,58,4.35,4.14,1.2732365673542143,3.183091418385536,0.068965517,0.1724137931034483,0.1290322580645161,0.3225806451612903,35840,مقهى وديوانيه سجة بال,4.9,13.0,689.0,114.0,143307,232842,6904.0,21274,Al Thuqbah,22464.0
57718c6c498eeb2c0af9f992,شاي الفور الصيني الفاخر,26.29037,50.180409,Coffee Shop,No rating,0.1248105609899675,ChIJDYc2tdnnST4RZ3QOncwhv1c,OPERATIONAL,183.7226483045781,,0,0,1,9,8,0,0,21,0,1,1,0,27,0,0,58,4.0,3.922222222222222,0.3183091418385536,2.8647822765469826,0.017241379,0.1551724137931034,0.01754386,0.1578947368421052,28810,Alfour Exquisite Chinese Tea,4.4,27.0,853.0,504.0,110618,215250,7685.0,27190,Olaya,32904.0
5b2a5c75e4c459002cc973b3,weekend cafe (ويك اند كافيه),26.290662,50.180391,Coffee Shop,No rating,0.074222517,ChIJG94pumHnST4R5h-kNNdVx7s,OPERATIONAL,76.89357408565564,,0,0,1,7,6,0,0,23,0,1,1,0,27,0,0,58,4.0,3.914285714285714,0.3183091418385536,2.228163992869875,0.017241379,0.1206896551724138,0.01754386,0.1228070175438596,28810,ويك اند كافيه,3.6,7.0,764.0,504.0,110849,217164,5354.0,25698,Olaya,32904.0
59fd77dd6dcf047e262be204,الرواق الشعبي,26.291691,50.180416,Coffee Shop,No rating,0.5060933605541013,ChIJqRjDtNnnST4RRtJSAB546Jg,OPERATIONAL,71.38242051452251,,0,0,0,3,3,0,0,24,1,1,1,0,27,0,1,58,,3.966666666666667,0.0,0.9549274255156608,0.0,0.051724138,0.0,0.055555556,29872,مطعم الرواق الشعبي / الراشد مول,4.0,768.0,429.0,,109421,207806,1288.0,25902,Olaya,32904.0
5afc4b552d270e001cbda33e,guzel,26.291722,50.180998,Coffee Shop,No rating,0.023434075,ChIJR4FzNdjnST4Rxoler7p9ryM,OPERATIONAL,18.19832650473605,,0,0,1,4,3,0,0,24,1,1,1,0,27,0,1,58,4.0,3.975,0.3183091418385536,1.2732365673542143,0.017241379,0.068965517,0.018181818,0.072727273,30402,Güzel Cafe,3.9,34.0,448.0,504.0,111176,213946,1792.0,26140,Olaya,32904.0
5ee189cfe5ce65387d66fa1d,blue sky,26.285347,50.194241,Coffee Shop,8.4,0.9842937838954924,ChIJqR80H5_pST4REy_xRjlW9nQ,OPERATIONAL,26.71045249091281,,0,1,0,3,2,0,0,7,3,1,1,1,12,1,0,58,,4.0,0.0,0.9549274255156608,0.0,0.051724138,0.0,0.1363636363636363,89740,بلو سكاي,3.7,49.0,1544.0,,232857,363325,6469.0,22104,Al Aqrabiyah,19341.0
4fb7a656e4b093a90ed632a3,مقهى قدوع,26.284312,50.18926,Coffee Shop,7.6,0.9684998935384076,ChIJxcz_mQzoST4R1kUqvMw-xQ4,OPERATIONAL,16.92645077877687,,0,0,1,4,2,0,0,9,3,0,1,1,17,2,2,57,4.5,4.075,0.3183091418385536,1.2732365673542143,0.01754386,0.070175439,0.033333333,0.1333333333333333,75710,ديوانية قدوع للشاي والقهوة,4.1,416.0,855.0,19.0,187643,344057,3422.0,24898,Al Thuqbah,13642.0
643807b6fe987d4505752d8e,unleash coffee,26.281435,50.20057,Coffee Shop,8.8,0.9730714795656368,ChIJA1uHS3npST4RFbq4WzsLVxA,OPERATIONAL,9.948585172,,0,1,1,1,0,0,0,11,3,0,1,0,7,4,0,58,1.0,1.0,0.3183091418385536,0.3183091418385536,0.017241379,0.017241379,0.052631579,0.052631579,89841,انليش | Unleash,4.7,166.0,1.0,1.0,297973,358376,1.0,6422,Al Khobar Al Janubiyah,22464.0
5ee056155d2b4f34ddf37842,golden tea,26.284513,50.189856,Coffee Shop,No rating,0.9885898222717652,ChIJwz0EpvbpST4RUM3cBOqznCM,OPERATIONAL,76.44930509399242,,0,0,1,5,3,0,0,8,3,1,1,1,17,2,2,58,4.5,4.0600000000000005,0.3183091418385536,1.591545709192768,0.017241379,0.086206897,0.033333333,0.1666666666666666,81925,Golden Tea,4.0,67.0,898.0,19.0,189797,346712,4491.0,24436,Al Thuqbah,22464.0
63d8055434e5d95f33639ee8,كرك ياسر,26.284536,50.18478,Coffee Shop,No rating,0.9555366290502374,ChIJeQVOj2jpST4RV7kEIuJeEH4,OPERATIONAL,39.21932018655721,,0,1,2,6,4,0,0,11,2,0,1,0,17,2,2,58,4.2,4.016666666666667,0.6366182836771073,1.9098548510313216,0.034482759,0.1034482758620689,0.058823529,0.1764705882352941,55176,بوفيه كرك ياسر,4.2,121.0,510.0,96.0,158345,277416,3061.0,27473,Al Thuqbah,13642.0
628fb890d98d8119593c69f6,have coffee,26.287608,50.198096,Coffee Shop,No rating,0.976290377,ChIJGxArOgDpST4RaS18itb0-d4,OPERATIONAL,18.766628418965247,,0,1,0,3,2,0,0,9,4,0,4,0,7,2,0,58,,4.0,0.0,0.9549274255156608,0.0,0.051724138,0.0,0.1578947368421052,71296,Have coffee,3.6,26.0,1544.0,,269740,368748,4634.0,14055,Al Aqrabiyah,19341.0
644180e3362e4b706be2949c,تكية وسمرة للشاي المختص,26.291742,50.198156,Coffee Shop,No rating,0.9750879873749076,ChIJf8SSGL3pST4RfDkqLSveksY,OPERATIONAL,13.619266718954584,,0,2,0,4,3,0,0,7,7,1,2,2,7,1,0,58,,4.075,0.0,1.2732365673542143,0.0,0.068965517,0.0,0.2222222222222222,65930,تكية وسمرة للشاي المختص,4.6,53.0,2109.0,,232818,367744,10659.0,18358,Al Aqrabiyah,19341.0
6326182035189d5eb43e6b7a,shahil (شهل),26.291851,50.20881,Coffee Shop,9.1,0.9852707255670644,ChIJW7_oaNbpST4RSjwrQOjyOyM,OPERATIONAL,8.144129245691843,,0,3,1,3,3,0,0,15,2,1,1,0,2,1,0,58,4.6,4.2,0.3183091418385536,0.9549274255156608,0.017241379,0.051724138,0.05,0.15,103661,Shahil Tea - شاي شهل,4.5,1006.0,2736.0,486.0,216668,342115,8210.0,13723,Al Khobar Al Shamalia,15823.0
60216e72e7682c7230da5470,maramia (مرَاميّه),26.289403,50.216415,Coffee Shop,9.3,0.965406245,ChIJE1FmMNXpST4RiQGRbEV0k9Y,OPERATIONAL,5.405617505423955,,0,0,2,8,7,0,0,16,2,0,2,0,5,1,1,58,3.95,3.9875,0.6366182836771073,2.546473134708429,0.034482759,0.1379310344827586,0.068965517,0.2758620689655172,81075,شاي مراميه Maramia,4.5,588.0,2593.0,1479.0,164362,295975,23638.0,34075,Al Khobar Al Shamalia,22464.0
5b433ab5b3c961002c291ed2,24 cafe (قهوة ٢٤),26.284406,50.218504,Coffee Shop,9.2,0.9969815007327064,ChIJXVyVM77pST4RWYbmXDGH_H0,OPERATIONAL,11.773202057932467,,0,0,1,6,6,0,0,23,3,0,1,0,5,3,0,58,4.1,3.933333333333333,0.3183091418385536,1.9098548510313216,0.017241379,0.1034482758620689,0.029411765,0.1764705882352941,57877,24 Cafe,4.3,433.0,3818.0,2244.0,169825,286159,22912.0,48224,Al Khobar Al Shamalia,22464.0
61f22eca05d0a23207c57e82,maskob (مسكُوب),26.288521,50.21792,Coffee Shop,9.1,0.9954409388659962,ChIJnRn-g5TpST4RU6pyVXkiOms,OPERATIONAL,6.795019244382049,,0,0,2,10,9,0,0,19,3,0,1,0,5,1,1,58,3.95,3.98,0.6366182836771073,3.183091418385536,0.034482759,0.1724137931034483,0.058823529,0.2941176470588235,68306,Maskob,4.4,3747.0,2707.0,1479.0,165637,277996,27078.0,36773,Al Khobar Al Shamalia,22464.0
5dfa6df13d744d0008a86726,starbucks reserve (ستاربكس ريزيرڤ),26.28304,50.219394,Coffee Shop,9.4,0.9892285918262548,ChIJXbZPVoXbST4Rs7vh6ztqH8s,OPERATIONAL,55.08400819241123,,0,0,1,5,5,0,0,23,3,0,1,0,4,3,0,58,4.1,3.94,0.3183091418385536,1.591545709192768,0.017241379,0.086206897,0.03125,0.15625,59447,Starbucks,4.2,1477.0,3790.0,2244.0,162545,278623,18953.0,44198,Al Kurnaish,39702.0
61b42242a9c01665efd2e7fe,dyjor roasters (محمصة دَيْجُور),26.288549,50.21758,Coffee Shop,8.9,0.994025626,ChIJM3FCQEDpST4RfGsYJEIOXqc,OPERATIONAL,5.058460394,,0,0,2,9,8,0,0,19,3,0,1,0,5,1,1,58,3.95,4.0,0.6366182836771073,2.8647822765469826,0.034482759,0.1551724137931034,0.060606061,0.2727272727272727,70129,DYJOR Coffee Roasters,4.8,213.0,2497.0,1479.0,165637,289237,24208.0,33898,Al Khobar Al Shamalia,22464.0
5e6d30dd37d92d0008025c49,tea time (وقت الشاي),26.282608,50.217619,Coffee Shop,8.7,0.989065768,ChIJY8cB6Q_pST4RoHTtW_2ycBc,OPERATIONAL,14.632083076741138,,0,0,0,4,4,0,0,23,3,0,0,0,6,3,0,58,,3.925,0.0,1.2732365673542143,0.0,0.068965517,0.0,0.1212121212121212,62814,Tea Time,4.2,3090.0,3093.0,,176627,299122,12375.0,35865,Al Khobar Al Shamalia,22464.0
5ed60ebe7e749f000790f9e7,black horse coffee roasters (محمصة الخيل الأسود),26.28542,50.218593,Coffee Shop,8.9,0.978532333,ChIJkeQce4XpST4RlN-9IPaABmM,OPERATIONAL,35.78215814279724,,0,0,1,9,9,0,0,22,3,0,1,0,5,2,0,58,4.1,3.9777777777777774,0.3183091418385536,2.8647822765469826,0.017241379,0.1551724137931034,0.027777778,0.25,56687,محمصة الخيل الأسود، Black Horse,4.5,117.0,3639.0,2244.0,165508,283873,32759.0,57816,Al Khobar Al Shamalia,22464.0
60b2ec0a77c2c3219c9c21a6,koffiqa coffee roasters (مقهى و محمصة كوفيكا),26.283817,50.220222,Coffee Shop,9.2,0.9947019701657044,ChIJr-hmya_pST4RNM94rD19pMo,OPERATIONAL,11.77135668702195,,0,0,1,7,7,0,0,22,3,0,1,0,4,4,0,58,4.1,3.985714285714285,0.3183091418385536,2.228163992869875,0.017241379,0.1206896551724138,0.03030303,0.2121212121212121,48162,مقهى ومحمصة كوفيكا,4.5,897.0,4023.0,2244.0,149847,276898,30411.0,56012,Al Kurnaish,39702.0
623075e60eb66923bf60ebec,qaf coffee roasters (محمصة ومقهى قاف),26.283475,50.220952,Coffee Shop,9.4,0.9879886273969516,ChIJg_v8FgbpST4RRHeXGBZPxkk,OPERATIONAL,74.35339065940465,,0,0,1,7,7,0,0,23,3,0,1,0,4,3,0,58,4.1,3.985714285714285,0.3183091418385536,2.228163992869875,0.017241379,0.1206896551724138,0.029411765,0.2058823529411764,42843,Qaf Coffee Roasters -Ajdan : محمصة ومقهى قاف - اجدان,4.4,915.0,4023.0,2244.0,146632,269909,28167.0,54555,Al Kurnaish,39702.0
6230729072692f668ec3b49a,methods (ميثودز),26.282662,50.220466,Coffee Shop,9,0.950075776,ChIJhRHRIVLpST4R-uFaX50_r6k,OPERATIONAL,15.568993937038778,,0,0,3,7,6,0,0,23,3,0,1,0,4,3,0,58,3.8333333333333335,3.871428571428571,0.9549274255156608,2.228163992869875,0.051724138,0.1206896551724138,0.088235294,0.2058823529411764,45258,Methods Specialty Coffee,4.3,399.0,2880.0,1150.0,144192,270962,20161.0,44043,Al Kurnaish,39702.0
61b79c85f848980aba81b75b,meem coffee (مِيم),26.289472,50.216453,Coffee Shop,8.4,0.9613857541864456,ChIJgX2mfK3pST4RKErf6hrPSSg,OPERATIONAL,24.142239573452613,,0,0,2,8,7,0,0,15,2,0,2,0,5,1,1,58,3.95,3.9875,0.6366182836771073,2.546473134708429,0.034482759,0.1379310344827586,0.071428571,0.2857142857142857,81058,ميم كافيه Meem coffee,4.7,218.0,2593.0,1479.0,164909,295975,21700.0,33271,Al Khobar Al Shamalia,15823.0
6367f47a181d982ebabc861b,soir,26.282272,50.221471,Coffee Shop,9,0.9933367568041482,ChIJe2_aKHLpST4RRfU95Ok36Rg,OPERATIONAL,57.46966506638137,,0,0,3,7,6,0,0,21,3,0,1,0,3,3,0,58,3.8333333333333335,3.871428571428571,0.9549274255156608,2.228163992869875,0.051724138,0.1206896551724138,0.096774194,0.2258064516129032,32957,SOIR CAFÉ,4.0,1200.0,2880.0,1150.0,142497,259185,20161.0,45145,Al Kurnaish,39702.0
5e28a16f1f56fb00089045d4,dose (دوز),26.283117,50.220022,Coffee Shop,8.6,0.9586678523565588,ChIJ8zkp5a3pST4RchcIGb7e1Cg,OPERATIONAL,30.258215174700663,,0,0,1,5,5,0,0,23,3,0,1,0,4,3,0,58,4.1,3.94,0.3183091418385536,1.591545709192768,0.017241379,0.086206897,0.03125,0.15625,52153,Dose Cafe,4.4,539.0,3790.0,2244.0,146632,278623,18953.0,44752,Al Kurnaish,39702.0
63500bf598911525a73c46c4,zoliea (زُولِية),26.298005,50.209832,Coffee Shop,9.4,0.9958417354492052,ChIJOYHDA0zpST4RUWUIeKXVz30,OPERATIONAL,10.76218348,,0,0,0,2,2,1,0,14,2,1,0,0,5,3,0,58,,3.65,0.0,0.6366182836771073,0.0,0.034482759,0.0,0.095238095,82478,ZOLIEA,4.5,1616.0,1976.0,,163176,292961,3952.0,15031,Al Khobar Al Shamalia,22464.0
6206d98ebca67470521ef1dc,chaichi (چايچي),26.296435,50.208783,Coffee Shop,8.8,0.9841810598564648,ChIJF7h9yljpST4RNlACttAa7js,OPERATIONAL,11.337183212634391,,0,0,0,3,3,0,0,10,2,1,1,0,5,2,0,58,,3.733333333333333,0.0,0.9549274255156608,0.0,0.051724138,0.0,0.1666666666666666,91972,Chaichi | چايچي,4.2,744.0,2649.0,,171439,314017,7948.0,18993,Al Khobar Al Shamalia,22464.0
6307706c070fc155241a0f68,ayk (أيك),26.282031,50.222102,Coffee Shop,9,0.9214689194774616,ChIJ8SuCxL_pST4RCs4yvF3mdMI,OPERATIONAL,23.87805182,,0,0,3,7,6,0,0,21,3,0,1,0,4,3,1,58,3.8333333333333335,3.871428571428571,0.9549274255156608,2.228163992869875,0.051724138,0.1206896551724138,0.09375,0.21875,27386,Ayk,3.9,831.0,2880.0,1150.0,133464,250897,20161.0,47678,AlKurnaish,39702.0
61e1be948009267bf3c72982,almasaa tea (شاي المساء),26.284622,50.218689,Coffee Shop,8.4,0.9912701494219762,ChIJQ2xvQbTpST4RcH6VK2yV-P8,OPERATIONAL,18.316856107660985,,0,0,1,7,7,0,0,23,3,0,1,0,5,3,0,58,4.1,3.8857142857142857,0.3183091418385536,2.228163992869875,0.017241379,0.1206896551724138,0.028571429,0.2,57877,AL MASAA TEA,4.9,872.0,3515.0,2244.0,164056,286159,24610.0,50664,Al Khobar Al Shamalia,22464.0
646d04064723d15733ce15f0,balalet (بلاليط),26.297512,50.212848,Coffee Shop,8.6,0.979146053,ChIJXSL5jsvpST4RJRG1E3GPrIg,OPERATIONAL,7.489418713888874,,0,0,0,3,3,2,0,15,3,1,0,1,6,1,1,59,,3.766666666666667,0.0,0.9549274255156608,0.0,0.050847458,0.0,0.125,77925,Balalet,4.5,699.0,2794.0,,149686,281309,16746.0,28567,Al Khobar Al Shamalia,22464.0
618033cfb7c6515bdb86c4a0,café bateel (بتيل),26.281989,50.221626,Coffee Shop,8.4,0.961974424,ChIJU6xIJFLpST4RGv_325pDmMI,OPERATIONAL,70.86715124989361,,0,0,3,7,6,0,0,21,3,0,1,0,4,3,1,58,3.8333333333333335,3.871428571428571,0.9549274255156608,2.228163992869875,0.051724138,0.1206896551724138,0.09375,0.21875,34680,Cafe Bateel MATAL Seaview,4.5,2519.0,2880.0,1150.0,142497,250897,20161.0,47539,AlKurnaish,39702.0
5cb07a8af05ca8002da2375c,bisket,26.291562,50.216982,Coffee Shop,7.8,0.959206423,ChIJb2fkwhzpST4RPtvRcQBsMGc,OPERATIONAL,19.36596696368271,,0,0,1,9,8,0,0,12,3,0,3,0,4,2,2,57,3.8,4.044444444444444,0.3183091418385536,2.8647822765469826,0.01754386,0.1578947368421052,0.04,0.36,79927,Bisket Cafe,4.5,405.0,4740.0,714.0,155852,280357,42664.0,55048,Al Khobar Al Shamalia,22464.0
4ba121ddf964a520f29a37e3,costa coffee (كوستا كوفى),26.291703,50.22019,Coffee Shop,7.6,0.9709923472902392,ChIJ6bfUcgDpST4R1qb45nWL3e8,OPERATIONAL,24.099342087326303,,0,0,2,12,11,0,0,12,2,0,4,0,4,1,2,58,3.95,4.033333333333333,0.6366182836771073,3.819709702062643,0.034482759,0.2068965517241379,0.071428571,0.4285714285714285,63539,كوستا كوفي,4.1,670.0,4258.0,1479.0,132164,248696,53344.0,64295,Al Khobar Al Shamalia,22464.0
4c928a72f600236aa9e7bd32,segafredo (سيقافريدو),26.291319,50.220114,Coffee Shop,7.6,0.9766911737077442,ChIJ_1b4CDToST4RkFahKWT4Nns,OPERATIONAL,24.23457470719224,,0,0,2,11,10,0,0,12,2,0,4,0,4,1,2,58,3.95,4.036363636363636,0.6366182836771073,3.5014005602240896,0.034482759,0.1896551724137931,0.074074074,0.4074074074074074,63422,Segafredo,3.9,490.0,4242.0,1479.0,134619,252355,46670.0,57803,Al Khobar Al Shamalia,22464.0
5ffff6b75856d95fb155d48f,مقهى قدر,26.287241,50.212038,Coffee Shop,No rating,0.1604063075362282,ChIJZUMsihbpST4R2VasuKzmcxU,OPERATIONAL,19.2102837,,0,2,1,2,2,0,1,23,4,1,0,0,5,1,0,58,4.6,4.4,0.3183091418385536,0.6366182836771073,0.017241379,0.034482759,0.032258065,0.064516129,78133,مقهى قدر,4.4,15.0,721.0,486.0,219053,339426,1442.0,7625,Al Khobar Al Shamalia,22464.0
