Unnamed: 0,main_id,gid,level,area,population_count,population_male_count,population_female_count,population_density_km2,median_age,male_median_age,female_medium_age,geometry_region,geometry,centroid,inside_city
18013,197484,12341432121213,14,400 meters x 400 meters,545,423.0,122.0,3406.3,32,34.0,24.0,"[[[50.02212852321517, 26.439083468185736], [50.02572178435165, 26.439083468185736], [50.02572178435165, 26.4358659875983], [50.02212852321517, 26.4358659875983], [50.02212852321517, 26.439083468185736]]]","POLYGON ((50.02212852321517 26.439083468185736, 50.02572178435165 26.439083468185736, 50.02572178435165 26.4358659875983, 50.02212852321517 26.4358659875983, 50.02212852321517 26.439083468185736))",POINT (50.0239251537834 26.43747472789202),True
18029,196838,12341414433124,14,400 meters x 400 meters,2304,1337.0,967.0,14400.0,29,31.0,27.0,"[[[50.076027440262344, 26.464820077956333], [50.079620701398824, 26.464820077956333], [50.079620701398824, 26.461603316313195], [50.076027440262344, 26.461603316313195], [50.076027440262344, 26.464820077956333]]]","POLYGON ((50.076027440262344 26.464820077956333, 50.079620701398824 26.464820077956333, 50.079620701398824 26.461603316313195, 50.076027440262344 26.461603316313195, 50.076027440262344 26.464820077956333))",POINT (50.07782407083059 26.463211697134764),True
18034,196841,12341414431443,14,400 meters x 400 meters,603,327.0,276.0,3768.8,31,30.0,34.0,"[[[50.08680722367178, 26.47125333152784], [50.09040048480826, 26.47125333152784], [50.09040048480826, 26.46803674969708], [50.08680722367178, 26.46803674969708], [50.08680722367178, 26.47125333152784]]]","POLYGON ((50.08680722367178 26.47125333152784, 50.09040048480826 26.47125333152784, 50.09040048480826 26.46803674969708, 50.08680722367178 26.46803674969708, 50.08680722367178 26.47125333152784))",POINT (50.08860385424002 26.469645040612463),True
19799,419476,12341432213334,14,400 meters x 400 meters,512,262.0,250.0,3200.0,31,30.0,31.0,"[[[50.06884091798939, 26.39403056787891], [50.07243417912587, 26.39403056787891], [50.07243417912587, 26.390811830315617], [50.06884091798939, 26.390811830315617], [50.06884091798939, 26.39403056787891]]]","POLYGON ((50.06884091798939 26.39403056787891, 50.07243417912587 26.39403056787891, 50.07243417912587 26.390811830315617, 50.06884091798939 26.390811830315617, 50.06884091798939 26.39403056787891))",POINT (50.07063754855763 26.392421199097264),True
20100,412991,12341432144432,14,400 meters x 400 meters,212,104.0,108.0,1325.0,22,24.0,22.0,"[[[50.05446787344348, 26.345740086621557], [50.05806113457996, 26.345740086621557], [50.05806113457996, 26.342520003963802], [50.05446787344348, 26.342520003963802], [50.05446787344348, 26.345740086621557]]]","POLYGON ((50.05446787344348 26.345740086621557, 50.05806113457996 26.345740086621557, 50.05806113457996 26.342520003963802, 50.05446787344348 26.342520003963802, 50.05446787344348 26.345740086621557))",POINT (50.05626450401172 26.344130045292683),True
20102,412995,12341443114134,14,400 meters x 400 meters,31,,,193.8,37,,,"[[[50.21257136344852, 26.200747760692092], [50.21616462458499, 26.200747760692092], [50.21616462458499, 26.19752365313281], [50.21257136344852, 26.19752365313281], [50.21257136344852, 26.200747760692092]]]","POLYGON ((50.21257136344852 26.200747760692092, 50.21616462458499 26.200747760692092, 50.21616462458499 26.19752365313281, 50.21257136344852 26.19752365313281, 50.21257136344852 26.200747760692092))",POINT (50.21436799401676 26.19913570691245),True
20103,412997,12341432332331,14,400 meters x 400 meters,15,,,93.8,39,,,"[[[49.979009389577435, 26.2684333855887], [49.982602650713915, 26.2684333855887], [49.982602650713915, 26.265211154374445], [49.979009389577435, 26.265211154374445], [49.979009389577435, 26.2684333855887]]]","POLYGON ((49.979009389577435 26.2684333855887, 49.982602650713915 26.2684333855887, 49.982602650713915 26.265211154374445, 49.979009389577435 26.265211154374445, 49.979009389577435 26.2684333855887))",POINT (49.98080602014568 26.26682226998157),True
20118,412999,12341432142211,14,400 meters x 400 meters,129,68.0,61.0,806.3,27,27.0,28.0,"[[[50.050874612307, 26.390811830315617], [50.05446787344348, 26.390811830315617], [50.05446787344348, 26.38759300302571], [50.050874612307, 26.38759300302571], [50.050874612307, 26.390811830315617]]]","POLYGON ((50.050874612307 26.390811830315617, 50.05446787344348 26.390811830315617, 50.05446787344348 26.38759300302571, 50.050874612307 26.38759300302571, 50.050874612307 26.390811830315617))",POINT (50.05267124287524 26.38920241667066),True
20161,413064,12341441311413,14,400 meters x 400 meters,152,101.0,51.0,950.0,41,42.0,37.0,"[[[50.19460505776612, 26.323197626442443], [50.1981983189026, 26.323197626442443], [50.1981983189026, 26.31997691666476], [50.19460505776612, 26.31997691666476], [50.19460505776612, 26.323197626442443]]]","POLYGON ((50.19460505776612 26.323197626442443, 50.1981983189026 26.323197626442443, 50.1981983189026 26.31997691666476, 50.19460505776612 26.31997691666476, 50.19460505776612 26.323197626442443))",POINT (50.19640168833436 26.3215872715536),True
20311,431617,12341432212424,14,400 meters x 400 meters,1746,1030.0,716.0,10912.5,32,33.0,28.0,"[[[50.11914657390008, 26.426213006864526], [50.12273983503656, 26.426213006864526], [50.12273983503656, 26.422995166988226], [50.11914657390008, 26.422995166988226], [50.11914657390008, 26.426213006864526]]]","POLYGON ((50.11914657390008 26.426213006864526, 50.12273983503656 26.426213006864526, 50.12273983503656 26.422995166988226, 50.11914657390008 26.422995166988226, 50.11914657390008 26.426213006864526))",POINT (50.12094320446832 26.424604086926372),True
20316,429744,12341432131433,14,400 meters x 400 meters,477,275.0,202.0,2981.3,26,28.0,23.0,"[[[49.96463634503153, 26.368278155456377], [49.968229606168, 26.368278155456377], [49.968229606168, 26.365058700294696], [49.96463634503153, 26.365058700294696], [49.96463634503153, 26.368278155456377]]]","POLYGON ((49.96463634503153 26.368278155456377, 49.968229606168 26.368278155456377, 49.968229606168 26.365058700294696, 49.96463634503153 26.365058700294696, 49.96463634503153 26.368278155456377))",POINT (49.96643297559977 26.36666842787554),True
20323,431102,12341432221313,14,400 meters x 400 meters,925,617.0,308.0,5781.3,32,34.0,27.0,"[[[50.12273983503656, 26.426213006864526], [50.12633309617304, 26.426213006864526], [50.12633309617304, 26.422995166988226], [50.12273983503656, 26.422995166988226], [50.12273983503656, 26.426213006864526]]]","POLYGON ((50.12273983503656 26.426213006864526, 50.12633309617304 26.426213006864526, 50.12633309617304 26.422995166988226, 50.12273983503656 26.422995166988226, 50.12273983503656 26.426213006864526))",POINT (50.1245364656048 26.424604086926372),True
20327,431194,12341443113244,14,400 meters x 400 meters,1104,575.0,529.0,6900.0,26,27.0,24.0,"[[[50.20538484117556, 26.200747760692092], [50.20897810231204, 26.200747760692092], [50.20897810231204, 26.19752365313281], [50.20538484117556, 26.19752365313281], [50.20538484117556, 26.200747760692092]]]","POLYGON ((50.20538484117556 26.200747760692092, 50.20897810231204 26.200747760692092, 50.20897810231204 26.19752365313281, 50.20538484117556 26.19752365313281, 50.20538484117556 26.200747760692092))",POINT (50.2071814717438 26.199135706912454),True
20336,429746,12341432114414,14,400 meters x 400 meters,211,98.0,113.0,1318.8,22,24.0,22.0,"[[[49.99697569525983, 26.40046777379506], [50.00056895639631, 26.40046777379506], [50.00056895639631, 26.39724921570795], [49.99697569525983, 26.39724921570795], [49.99697569525983, 26.40046777379506]]]","POLYGON ((49.99697569525983 26.40046777379506, 50.00056895639631 26.40046777379506, 50.00056895639631 26.39724921570795, 49.99697569525983 26.39724921570795, 49.99697569525983 26.40046777379506))",POINT (49.99877232582808 26.398858494751504),True
20337,429748,12341432143122,14,400 meters x 400 meters,101,,,631.3,37,,,"[[[50.0185352620787, 26.365058700294696], [50.02212852321517, 26.365058700294696], [50.02212852321517, 26.36183915546771], [50.0185352620787, 26.36183915546771], [50.0185352620787, 26.365058700294696]]]","POLYGON ((50.0185352620787 26.365058700294696, 50.02212852321517 26.365058700294696, 50.02212852321517 26.36183915546771, 50.0185352620787 26.36183915546771, 50.0185352620787 26.365058700294696))",POINT (50.02033189264694 26.3634489278812),True
20340,430638,12341432114412,14,400 meters x 400 meters,371,206.0,165.0,2318.8,24,26.0,20.0,"[[[49.99697569525983, 26.403686242132594], [50.00056895639631, 26.403686242132594], [50.00056895639631, 26.40046777379506], [49.99697569525983, 26.40046777379506], [49.99697569525983, 26.403686242132594]]]","POLYGON ((49.99697569525983 26.403686242132594, 50.00056895639631 26.403686242132594, 50.00056895639631 26.40046777379506, 49.99697569525983 26.40046777379506, 49.99697569525983 26.403686242132594))",POINT (49.99877232582807 26.402077007963825),True
20341,431074,12341434111311,14,400 meters x 400 meters,69,,,431.3,34,,,"[[[49.95026330048561, 26.2233140135443], [49.953856561622096, 26.2233140135443], [49.953856561622096, 26.220090531054847], [49.95026330048561, 26.220090531054847], [49.95026330048561, 26.2233140135443]]]","POLYGON ((49.95026330048561 26.2233140135443, 49.953856561622096 26.2233140135443, 49.953856561622096 26.220090531054847, 49.95026330048561 26.220090531054847, 49.95026330048561 26.2233140135443))",POINT (49.95205993105385 26.221702272299574),True
20354,428495,12341441131131,14,400 meters x 400 meters,687,437.0,250.0,4293.8,32,34.0,29.0,"[[[50.18023201322021, 26.38437408601686], [50.183825274356685, 26.38437408601686], [50.183825274356685, 26.381155079296697], [50.18023201322021, 26.381155079296697], [50.18023201322021, 26.38437408601686]]]","POLYGON ((50.18023201322021 26.38437408601686, 50.183825274356685 26.38437408601686, 50.183825274356685 26.381155079296697, 50.18023201322021 26.381155079296697, 50.18023201322021 26.38437408601686))",POINT (50.18202864378845 26.38276458265678),True
20357,429359,12341414434442,14,400 meters x 400 meters,1989,1253.0,736.0,12431.3,33,34.0,30.0,"[[[50.11914657390008, 26.448735370869525], [50.12273983503656, 26.448735370869525], [50.12273983503656, 26.445518159828975], [50.11914657390008, 26.445518159828975], [50.11914657390008, 26.448735370869525]]]","POLYGON ((50.11914657390008 26.448735370869525, 50.12273983503656 26.448735370869525, 50.12273983503656 26.445518159828975, 50.11914657390008 26.445518159828975, 50.11914657390008 26.448735370869525))",POINT (50.12094320446831 26.44712676534925),True
20358,429362,12341432234244,14,400 meters x 400 meters,96,35.0,61.0,600.0,27,27.0,27.0,"[[[50.11914657390008, 26.355399796848463], [50.12273983503656, 26.355399796848463], [50.12273983503656, 26.35217998307157], [50.11914657390008, 26.35217998307157], [50.11914657390008, 26.355399796848463]]]","POLYGON ((50.11914657390008 26.355399796848463, 50.12273983503656 26.355399796848463, 50.12273983503656 26.35217998307157, 50.11914657390008 26.35217998307157, 50.11914657390008 26.355399796848463))",POINT (50.12094320446832 26.353789889960016),True
20359,429365,12341432212444,14,400 meters x 400 meters,256,133.0,123.0,1600.0,26,26.0,26.0,"[[[50.11914657390008, 26.41977723730881], [50.12273983503656, 26.41977723730881], [50.12273983503656, 26.41655921783393], [50.11914657390008, 26.41655921783393], [50.11914657390008, 26.41977723730881]]]","POLYGON ((50.11914657390008 26.41977723730881, 50.12273983503656 26.41977723730881, 50.12273983503656 26.41655921783393, 50.11914657390008 26.41655921783393, 50.11914657390008 26.41977723730881))",POINT (50.12094320446832 26.41816822757137),True
20365,431084,12341441313143,14,400 meters x 400 meters,663,388.0,275.0,4143.8,34,33.0,34.0,"[[[50.187418535493165, 26.303872024562835], [50.191011796629645, 26.303872024562835], [50.191011796629645, 26.300650777553553], [50.187418535493165, 26.300650777553553], [50.187418535493165, 26.303872024562835]]]","POLYGON ((50.187418535493165 26.303872024562835, 50.191011796629645 26.303872024562835, 50.191011796629645 26.300650777553553, 50.187418535493165 26.300650777553553, 50.187418535493165 26.303872024562835))",POINT (50.18921516606141 26.302261401058196),True
20376,426952,12341432131324,14,400 meters x 400 meters,124,66.0,58.0,775.0,22,25.0,19.0,"[[[49.96104308389505, 26.374716796753155], [49.96463634503153, 26.374716796753155], [49.96463634503153, 26.37149752094509], [49.96104308389505, 26.37149752094509], [49.96104308389505, 26.374716796753155]]]","POLYGON ((49.96104308389505 26.374716796753155, 49.96463634503153 26.374716796753155, 49.96463634503153 26.37149752094509, 49.96104308389505 26.37149752094509, 49.96104308389505 26.374716796753155))",POINT (49.96283971446328 26.37310715884912),True
20384,428511,12341441312131,14,400 meters x 400 meters,2507,1430.0,1077.0,15668.8,30,32.0,27.0,"[[[50.20897810231204, 26.33285921835164], [50.21257136344852, 26.33285921835164], [50.21257136344852, 26.329638777293553], [50.20897810231204, 26.329638777293553], [50.20897810231204, 26.33285921835164]]]","POLYGON ((50.20897810231204 26.33285921835164, 50.21257136344852 26.33285921835164, 50.21257136344852 26.329638777293553, 50.20897810231204 26.329638777293553, 50.20897810231204 26.33285921835164))",POINT (50.21077473288029 26.331248997822595),True
20390,429383,12341432223324,14,400 meters x 400 meters,101,80.0,21.0,631.3,39,40.0,39.0,"[[[50.133519618445995, 26.40046777379506], [50.137112879582475, 26.40046777379506], [50.137112879582475, 26.39724921570795], [50.133519618445995, 26.39724921570795], [50.133519618445995, 26.40046777379506]]]","POLYGON ((50.133519618445995 26.40046777379506, 50.137112879582475 26.40046777379506, 50.137112879582475 26.39724921570795, 50.133519618445995 26.39724921570795, 50.133519618445995 26.40046777379506))",POINT (50.13531624901424 26.398858494751504),True
20391,429388,12341432232132,14,400 meters x 400 meters,559,294.0,265.0,3493.8,30,30.0,30.0,"[[[50.09758700708121, 26.38437408601686], [50.101180268217696, 26.38437408601686], [50.101180268217696, 26.381155079296697], [50.09758700708121, 26.381155079296697], [50.09758700708121, 26.38437408601686]]]","POLYGON ((50.09758700708121 26.38437408601686, 50.101180268217696 26.38437408601686, 50.101180268217696 26.381155079296697, 50.09758700708121 26.381155079296697, 50.09758700708121 26.38437408601686))",POINT (50.099383637649446 26.382764582656772),True
20392,429390,12341434223333,14,400 meters x 400 meters,424,210.0,214.0,2650.0,28,30.0,26.0,"[[[50.12273983503656, 26.18785079489739], [50.12633309617304, 26.18785079489739], [50.12633309617304, 26.18462633032555], [50.12273983503656, 26.18462633032555], [50.12273983503656, 26.18785079489739]]]","POLYGON ((50.12273983503656 26.18785079489739, 50.12633309617304 26.18785079489739, 50.12633309617304 26.18462633032555, 50.12273983503656 26.18462633032555, 50.12273983503656 26.18785079489739))",POINT (50.124536465604805 26.186238562611468),True
20393,429391,12341432243223,14,400 meters x 400 meters,268,134.0,134.0,1675.0,28,28.0,29.0,"[[[50.14429940185543, 26.36183915546771], [50.14789266299191, 26.36183915546771], [50.14789266299191, 26.358619520983073], [50.14429940185543, 26.358619520983073], [50.14429940185543, 26.36183915546771]]]","POLYGON ((50.14429940185543 26.36183915546771, 50.14789266299191 26.36183915546771, 50.14789266299191 26.358619520983073, 50.14429940185543 26.358619520983073, 50.14429940185543 26.36183915546771))",POINT (50.14609603242367 26.360229338225395),True
20395,430668,12341443111333,14,400 meters x 400 meters,461,238.0,223.0,2881.3,29,30.0,29.0,"[[[50.18023201322021, 26.213643298127003], [50.183825274356685, 26.213643298127003], [50.183825274356685, 26.210419547704085], [50.18023201322021, 26.210419547704085], [50.18023201322021, 26.213643298127003]]]","POLYGON ((50.18023201322021 26.213643298127003, 50.183825274356685 26.213643298127003, 50.183825274356685 26.210419547704085, 50.18023201322021 26.210419547704085, 50.18023201322021 26.213643298127003))",POINT (50.182028643788456 26.212031422915544),True
20403,426544,12341431244412,14,400 meters x 400 meters,422,258.0,164.0,2637.5,26,27.0,17.0,"[[[49.93948351707618, 26.35217998307157], [49.94307677821266, 26.35217998307157], [49.94307677821266, 26.348960079660046], [49.93948351707618, 26.348960079660046], [49.93948351707618, 26.35217998307157]]]","POLYGON ((49.93948351707618 26.35217998307157, 49.94307677821266 26.35217998307157, 49.94307677821266 26.348960079660046, 49.93948351707618 26.348960079660046, 49.93948351707618 26.35217998307157))",POINT (49.94128014764442 26.350570031365805),True
20422,429403,12341414334343,14,400 meters x 400 meters,301,166.0,135.0,1881.3,23,24.0,21.0,"[[[49.986195911850395, 26.445518159828975], [49.98978917298687, 26.445518159828975], [49.98978917298687, 26.442300858931826], [49.986195911850395, 26.442300858931826], [49.986195911850395, 26.445518159828975]]]","POLYGON ((49.986195911850395 26.445518159828975, 49.98978917298687 26.445518159828975, 49.98978917298687 26.442300858931826, 49.986195911850395 26.442300858931826, 49.986195911850395 26.445518159828975))",POINT (49.98799254241864 26.4439095093804),True
20423,429407,12341432122113,14,400 meters x 400 meters,2090,1297.0,793.0,13062.5,28,31.0,23.0,"[[[50.036501567761086, 26.439083468185736], [50.040094828897566, 26.439083468185736], [50.040094828897566, 26.4358659875983], [50.036501567761086, 26.4358659875983], [50.036501567761086, 26.439083468185736]]]","POLYGON ((50.036501567761086 26.439083468185736, 50.040094828897566 26.439083468185736, 50.040094828897566 26.4358659875983, 50.036501567761086 26.4358659875983, 50.036501567761086 26.439083468185736))",POINT (50.03829819832933 26.43747472789202),True
20424,429416,12341441132413,14,400 meters x 400 meters,75,46.0,29.0,468.8,34,35.0,33.0,"[[[50.22335114685795, 26.374716796753155], [50.226944407994424, 26.374716796753155], [50.226944407994424, 26.37149752094509], [50.22335114685795, 26.37149752094509], [50.22335114685795, 26.374716796753155]]]","POLYGON ((50.22335114685795 26.374716796753155, 50.226944407994424 26.374716796753155, 50.226944407994424 26.37149752094509, 50.22335114685795 26.37149752094509, 50.22335114685795 26.374716796753155))",POINT (50.22514777742618 26.373107158849123),True
20426,429421,12341414334334,14,400 meters x 400 meters,97,54.0,43.0,606.3,24,24.0,24.0,"[[[49.982602650713915, 26.445518159828975], [49.986195911850395, 26.445518159828975], [49.986195911850395, 26.442300858931826], [49.982602650713915, 26.442300858931826], [49.982602650713915, 26.445518159828975]]]","POLYGON ((49.982602650713915 26.445518159828975, 49.986195911850395 26.445518159828975, 49.986195911850395 26.442300858931826, 49.982602650713915 26.442300858931826, 49.982602650713915 26.445518159828975))",POINT (49.98439928128215 26.4439095093804),True
20429,430286,12341432211124,14,400 meters x 400 meters,2444,1530.0,914.0,15275.0,31,32.0,27.0,"[[[50.076027440262344, 26.439083468185736], [50.079620701398824, 26.439083468185736], [50.079620701398824, 26.4358659875983], [50.076027440262344, 26.4358659875983], [50.076027440262344, 26.439083468185736]]]","POLYGON ((50.076027440262344 26.439083468185736, 50.079620701398824 26.439083468185736, 50.079620701398824 26.4358659875983, 50.076027440262344 26.4358659875983, 50.076027440262344 26.439083468185736))",POINT (50.07782407083059 26.43747472789202),True
20449,427001,12341432124111,14,400 meters x 400 meters,1295,710.0,585.0,8093.8,27,28.0,26.0,"[[[50.036501567761086, 26.41655921783393], [50.040094828897566, 26.41655921783393], [50.040094828897566, 26.413341108571203], [50.036501567761086, 26.413341108571203], [50.036501567761086, 26.41655921783393]]]","POLYGON ((50.036501567761086 26.41655921783393, 50.040094828897566 26.41655921783393, 50.040094828897566 26.413341108571203, 50.036501567761086 26.413341108571203, 50.036501567761086 26.41655921783393))",POINT (50.03829819832932 26.414950163202565),True
20459,428150,12341432214433,14,400 meters x 400 meters,269,148.0,121.0,1681.3,29,29.0,29.0,"[[[50.10836679049065, 26.39403056787891], [50.11196005162713, 26.39403056787891], [50.11196005162713, 26.390811830315617], [50.10836679049065, 26.390811830315617], [50.10836679049065, 26.39403056787891]]]","POLYGON ((50.10836679049065 26.39403056787891, 50.11196005162713 26.39403056787891, 50.11196005162713 26.390811830315617, 50.10836679049065 26.390811830315617, 50.10836679049065 26.39403056787891))",POINT (50.110163421058886 26.392421199097264),True
20460,428151,12341432231412,14,400 meters x 400 meters,117,70.0,47.0,731.3,29,30.0,28.0,"[[[50.083213962535304, 26.37793598287291], [50.08680722367178, 26.37793598287291], [50.08680722367178, 26.374716796753155], [50.083213962535304, 26.374716796753155], [50.083213962535304, 26.37793598287291]]]","POLYGON ((50.083213962535304 26.37793598287291, 50.08680722367178 26.37793598287291, 50.08680722367178 26.374716796753155, 50.083213962535304 26.374716796753155, 50.083213962535304 26.37793598287291))",POINT (50.08501059310354 26.37632638981303),True
20462,428580,12341414432444,14,400 meters x 400 meters,508,277.0,231.0,3175.0,31,29.0,32.0,"[[[50.11914657390008, 26.47125333152784], [50.12273983503656, 26.47125333152784], [50.12273983503656, 26.46803674969708], [50.11914657390008, 26.46803674969708], [50.11914657390008, 26.47125333152784]]]","POLYGON ((50.11914657390008 26.47125333152784, 50.12273983503656 26.47125333152784, 50.12273983503656 26.46803674969708, 50.11914657390008 26.46803674969708, 50.11914657390008 26.47125333152784))",POINT (50.12094320446831 26.469645040612463),True
20463,428583,12341432214424,14,400 meters x 400 meters,69,35.0,34.0,431.3,31,39.0,20.0,"[[[50.11914657390008, 26.40046777379506], [50.12273983503656, 26.40046777379506], [50.12273983503656, 26.39724921570795], [50.11914657390008, 26.39724921570795], [50.11914657390008, 26.40046777379506]]]","POLYGON ((50.11914657390008 26.40046777379506, 50.12273983503656 26.40046777379506, 50.12273983503656 26.39724921570795, 50.11914657390008 26.39724921570795, 50.11914657390008 26.40046777379506))",POINT (50.12094320446832 26.398858494751504),True
20472,429871,12341443113121,14,400 meters x 400 meters,1176,758.0,418.0,7350.0,29,31.0,27.0,"[[[50.187418535493165, 26.210419547704085], [50.191011796629645, 26.210419547704085], [50.191011796629645, 26.207195707985466], [50.187418535493165, 26.207195707985466], [50.187418535493165, 26.210419547704085]]]","POLYGON ((50.187418535493165 26.210419547704085, 50.191011796629645 26.210419547704085, 50.191011796629645 26.207195707985466, 50.187418535493165 26.207195707985466, 50.187418535493165 26.210419547704085))",POINT (50.1892151660614 26.208807627844774),True
20473,430290,12341432224244,14,400 meters x 400 meters,232,112.0,120.0,1450.0,28,32.0,26.0,"[[[50.17663875208373, 26.406904620712886], [50.18023201322021, 26.406904620712886], [50.18023201322021, 26.403686242132594], [50.17663875208373, 26.403686242132594], [50.17663875208373, 26.406904620712886]]]","POLYGON ((50.17663875208373 26.406904620712886, 50.18023201322021 26.406904620712886, 50.18023201322021 26.403686242132594, 50.17663875208373 26.403686242132594, 50.17663875208373 26.406904620712886))",POINT (50.17843538265197 26.40529543142274),True
20474,430297,12341432432221,14,400 meters x 400 meters,241,135.0,106.0,1506.3,32,36.0,26.0,"[[[50.11555331276361, 26.287764894476634], [50.11914657390008, 26.287764894476634], [50.11914657390008, 26.284543199985944], [50.11555331276361, 26.284543199985944], [50.11555331276361, 26.287764894476634]]]","POLYGON ((50.11555331276361 26.287764894476634, 50.11914657390008 26.287764894476634, 50.11914657390008 26.284543199985944, 50.11555331276361 26.284543199985944, 50.11555331276361 26.287764894476634))",POINT (50.117349943331845 26.28615404723129),True
20477,430735,12341432232114,14,400 meters x 400 meters,123,68.0,55.0,768.8,36,36.0,37.0,"[[[50.09758700708121, 26.38759300302571], [50.101180268217696, 26.38759300302571], [50.101180268217696, 26.38437408601686], [50.09758700708121, 26.38437408601686], [50.09758700708121, 26.38759300302571]]]","POLYGON ((50.09758700708121 26.38759300302571, 50.101180268217696 26.38759300302571, 50.101180268217696 26.38437408601686, 50.09758700708121 26.38437408601686, 50.09758700708121 26.38759300302571))",POINT (50.09938363764945 26.385983544521284),True
20478,430736,12341441313214,14,400 meters x 400 meters,287,140.0,147.0,1793.8,35,35.0,35.0,"[[[50.1981983189026, 26.31031425001558], [50.201791580039085, 26.31031425001558], [50.201791580039085, 26.307093182052736], [50.1981983189026, 26.307093182052736], [50.1981983189026, 26.31031425001558]]]","POLYGON ((50.1981983189026 26.31031425001558, 50.201791580039085 26.31031425001558, 50.201791580039085 26.307093182052736, 50.1981983189026 26.307093182052736, 50.1981983189026 26.31031425001558))",POINT (50.19999494947084 26.30870371603416),True
20495,427390,12341414344423,14,400 meters x 400 meters,41,,,256.3,28,,,"[[[50.05806113457996, 26.45195249204586], [50.06165439571644, 26.45195249204586], [50.06165439571644, 26.448735370869525], [50.05806113457996, 26.448735370869525], [50.05806113457996, 26.45195249204586]]]","POLYGON ((50.05806113457996 26.45195249204586, 50.06165439571644 26.45195249204586, 50.06165439571644 26.448735370869525, 50.05806113457996 26.448735370869525, 50.05806113457996 26.45195249204586))",POINT (50.05985776514819 26.45034393145769),True
20496,427391,12341432114213,14,400 meters x 400 meters,208,106.0,102.0,1300.0,24,24.0,24.0,"[[[49.99338243412335, 26.413341108571203], [49.99697569525983, 26.413341108571203], [49.99697569525983, 26.410122909528308], [49.99338243412335, 26.410122909528308], [49.99338243412335, 26.413341108571203]]]","POLYGON ((49.99338243412335 26.413341108571203, 49.99697569525983 26.413341108571203, 49.99697569525983 26.410122909528308, 49.99338243412335 26.410122909528308, 49.99338243412335 26.413341108571203))",POINT (49.995179064691584 26.411732009049757),True
20497,427392,12341441314321,14,400 meters x 400 meters,2923,2149.0,774.0,18268.8,34,35.0,31.0,"[[[50.21616462458499, 26.300650777553553], [50.21975788572147, 26.300650777553553], [50.21975788572147, 26.297429441032612], [50.21616462458499, 26.297429441032612], [50.21616462458499, 26.300650777553553]]]","POLYGON ((50.21616462458499 26.300650777553553, 50.21975788572147 26.300650777553553, 50.21975788572147 26.297429441032612, 50.21616462458499 26.297429441032612, 50.21616462458499 26.300650777553553))",POINT (50.217961255153234 26.29904010929308),True
20498,427393,12341432123424,14,400 meters x 400 meters,1726,952.0,774.0,10787.5,27,29.0,24.0,"[[[50.032908306624606, 26.40046777379506], [50.036501567761086, 26.40046777379506], [50.036501567761086, 26.39724921570795], [50.032908306624606, 26.39724921570795], [50.032908306624606, 26.40046777379506]]]","POLYGON ((50.032908306624606 26.40046777379506, 50.036501567761086 26.40046777379506, 50.036501567761086 26.39724921570795, 50.032908306624606 26.39724921570795, 50.032908306624606 26.40046777379506))",POINT (50.03470493719284 26.398858494751504),True
20506,428590,12341432131421,14,400 meters x 400 meters,238,120.0,118.0,1487.5,24,28.0,21.0,"[[[49.97182286730448, 26.37793598287291], [49.97541612844096, 26.37793598287291], [49.97541612844096, 26.374716796753155], [49.97182286730448, 26.374716796753155], [49.97182286730448, 26.37793598287291]]]","POLYGON ((49.97182286730448 26.37793598287291, 49.97541612844096 26.37793598287291, 49.97541612844096 26.374716796753155, 49.97182286730448 26.374716796753155, 49.97182286730448 26.37793598287291))",POINT (49.973619497872726 26.376326389813034),True
20507,428591,12341432322111,14,400 meters x 400 meters,932,503.0,429.0,5825.0,26,27.0,25.0,"[[[50.036501567761086, 26.339299831694444], [50.040094828897566, 26.339299831694444], [50.040094828897566, 26.336079569821162], [50.036501567761086, 26.336079569821162], [50.036501567761086, 26.339299831694444]]]","POLYGON ((50.036501567761086 26.339299831694444, 50.040094828897566 26.339299831694444, 50.040094828897566 26.336079569821162, 50.036501567761086 26.336079569821162, 50.036501567761086 26.339299831694444))",POINT (50.03829819832933 26.337689700757803),True
20510,429025,12341432213141,14,400 meters x 400 meters,2094,1213.0,881.0,13087.5,29,31.0,27.0,"[[[50.07243417912587, 26.410122909528308], [50.076027440262344, 26.410122909528308], [50.076027440262344, 26.406904620712886], [50.07243417912587, 26.406904620712886], [50.07243417912587, 26.410122909528308]]]","POLYGON ((50.07243417912587 26.410122909528308, 50.076027440262344 26.410122909528308, 50.076027440262344 26.406904620712886, 50.07243417912587 26.406904620712886, 50.07243417912587 26.410122909528308))",POINT (50.07423080969411 26.4085137651206),True
20512,429463,12341434423422,14,400 meters x 400 meters,54,39.0,15.0,337.5,30,31.0,24.0,"[[[50.14789266299191, 26.094305121724414], [50.15148592412839, 26.094305121724414], [50.15148592412839, 26.091078072521704], [50.14789266299191, 26.091078072521704], [50.14789266299191, 26.094305121724414]]]","POLYGON ((50.14789266299191 26.094305121724414, 50.15148592412839 26.094305121724414, 50.15148592412839 26.091078072521704, 50.14789266299191 26.091078072521704, 50.14789266299191 26.094305121724414))",POINT (50.14968929356014 26.09269159712306),True
