POI Name,POI Latitude,POI Longitude,Category,Rating,Popularity
The Geeks Club,26.343993,50.203584,Coffee Shop,8.0,0.9673238659864885
Atia Cafe,26.367219,50.195217,Café,,0.9585081150503888
بارنز,26.360357,50.192933,Café,,0.3403105924821077
Road Café,26.410302,50.155617,Coffee Shop,7.6,0.8808169944794871
Three Grams (٣ جرام),26.394154,50.078638,Coffee Shop,8.1,0.9527183088379994
Country Way,26.464711,50.062922,Coffee Shop,,0.2818568809619985
Tilio (تِليو),26.368964,50.08007,Café,8.6,0.9818330588613036
Sikkat Karak (سكة كرك),26.366198,50.075701,Café,7.9,0.995059503464562
ICONS Coffee Couture,26.38818,50.074973,Coffee Shop,7.6,0.987488218417591
تيم حورتنز,26.380173,50.18214,Coffee Shop,,0.7308931216273602
Brain Coffee,26.379518,50.181913,Coffee Shop,,0.8250525639830553
Road Cafe,26.409934,50.156187,Coffee Shop,,0.9243389367057142
Nass (نص إثراء),26.335985,50.120734,Coffee Shop,9.5,0.9990989031476244
Blanco,26.360792,50.07441,Coffee Shop,8.4,0.998933184186268
Three Sixty Coffee Lounge,26.363435,50.073519,Coffee Shop,8.6,0.9791504831743468
Pattis France,26.335519,50.120624,Café,8.4,0.8675491201358896
Blue Sky,26.353892,50.077517,Coffee Shop,8.0,0.9857274544531792
مقهى ميلان,26.366878,50.093681,Coffee Shop,7.8,0.4379227128193974
Joffrey's (جوفريز),26.328878,50.109073,Coffee Shop,8.0,0.9919922116316802
ستاربكس,26.32877,50.109278,Coffee Shop,7.7,0.165489822429325
Beano,26.334877,50.121418,Café,7.7,0.8750789754425214
Twenty Two Cafe,26.377743,50.103582,Coffee Shop,7.7,0.6476918455913577
10°,26.335103,50.122491,Coffee Shop,7.4,0.9497042952283296
NORM | Specialty Coffee,26.371546,50.089955,Coffee Shop,7.1,0.7059731328133901
Razonah Cafe,26.378036,50.103564,Café,7.2,0.4532102870045262
INNER CIRCLE (إنِر سيركل),26.335506,50.12296,Coffee Shop,7.0,0.900485763705476
Starbucks (ستاربكس),26.334401,50.122599,Coffee Shop,7.0,0.7741146982361288
oosha’s Coffee Bar ️️,26.360322,50.079725,Coffee Shop,6.7,0.924121430568934
Paul,26.328863,50.109372,Café,6.6,0.9356631253309148
بارنز,26.354367,50.099683,Coffee Shop,,0.9777625868729868
Play Cafe,26.351299,50.093857,Café,,0.0177422863002206
Caffee Valley,26.364311,50.095591,Café,,0.9135050596070388
1 مليون,26.366769,50.093759,Coffee Shop,,0.4714083004484769
حلم,26.367854,50.098909,Café,,0.9604345979761572
Season Coffee (الزمن المناسب),26.367337,50.09355,Coffee Shop,,0.8721167490082756
Blue Brown Coffee,26.361146,50.08072,Coffee Shop,,0.3301432433272224
دلة السلطان,26.332385,50.090291,Coffee Shop,,0.7226683025192205
الكرات الملونة,26.423964,50.032712,Coffee Shop,,0.8971920993485173
ستاربكس,26.34306,49.99533,Coffee Shop,8.7,0.9999348254761896
Tim Hortons,26.321822,50.021235,Coffee Shop,8.0,0.3562129074356026
Starbucks (ستاربكس),26.366077,50.023986,Coffee Shop,7.9,0.6399328964527983
Tim Hortons - KFMMC,26.320817,50.021526,Café,7.9,0.999658018254211
ديربي,26.361465,50.034502,Café,7.2,0.9253539653440224
Dose,26.321856,50.017809,Coffee Shop,6.5,0.9597988471413108
Moroccan Taste (المذاق المغربي),26.350481,50.018694,Café,,0.6574173557899141
دانكن,26.35053,50.018749,Coffee Shop,,0.9793545635336453
Dunkin’,26.350656,50.018905,Coffee Shop,,0.5017491635914904
Barn’s (بارنز),26.350477,50.018443,Coffee Shop,,0.9982292176041452
ديوانية ال مطارد,26.345946,50.034878,Café,,0.1167800805808449
Dose Cafe,26.347549,50.036009,Coffee Shop,,0.527856321660504
Bogota Cafe,26.346532,50.007476,Coffee Shop,,0.2030266835087205
مقهي نغُم بيروت,26.363684,50.028308,Coffee Shop,,0.9471164090542454
Tea four hundred,26.347749,50.046216,Coffee Shop,,0.5198085945996334
Prince Sultan Cafè,26.323138,50.020371,Coffee Shop,,0.9634486115858268
ستاربكس,26.345893,50.046729,Coffee Shop,,0.1349366642844566
Home,26.350735,49.999826,Coffee Shop,,0.2771847048804164
48Avenue- قهوة ٤٨,26.321977,50.019379,Coffee Shop,,0.9815048138422444
كوڤ,26.347504,50.049385,Café,,0.2516856725600472
Coffeekov Roasters | Bakery,26.347926,50.049313,Coffee Shop,,0.2690654486323007
CoffeeKov,26.347528,50.049394,Coffee Shop,,0.1039057887704688
تكية كرك,26.356586,50.045722,Coffee Shop,,0.90029932987395
Coffeekov Roasters (‏ مقهى ومحمصة كوڤ),26.347705,50.049665,Coffee Shop,,0.1127924680732063
ديوانية سلال البركة,26.358437,50.04442,Coffee Shop,,0.9075495344332928
شاي المزاج,26.358192,50.045195,Café,,0.821189240696434
Monroe (مونرو),26.372156,49.969886,Coffee Shop,9.2,0.9996578401122092
ستاربكس,26.372364,49.970428,Coffee Shop,9.3,0.9997006196415044
dr.CAFE COFFEE | د. كيف,26.373405,49.975118,Coffee Shop,8.4,0.3500629541110021
Coffee Valley,26.35913,49.966586,Coffee Shop,8.4,0.9993484838016112
Dr.cafe,26.373247,49.976353,Coffee Shop,8.1,0.8105458538148919
Coffee Line (كوفي لاين),26.373943,49.963662,Coffee Shop,7.9,0.9989833181467276
Starbucks (ستاربكس),26.34063,49.966884,Coffee Shop,9.1,0.998682919833936
Equal,26.341846,49.97053,Coffee Shop,8.9,0.9999634808896258
3/4 Cafe,26.373216,49.976243,Café,7.7,0.9788701190841108
Repeat,26.373668,49.975842,Coffee Shop,7.5,0.995520364875538
ديوانية نايف للقهوة العربية,26.342337,49.971279,Coffee Shop,8.2,0.9996679433085984
Tim Hortons (تيم هورتونز),26.378271,49.991405,Coffee Shop,7.7,0.0565893008677169
Starbucks,26.378156,49.991821,Coffee Shop,7.4,0.9463534523092866
شقة بنو قحطان,26.366576,49.965558,Café,,0.8199348025722178
ديوانية تشاليت,26.36177,49.970686,Café,,0.5738096646871272
سكن طلاب جامعة الاصاله,26.372233,49.970043,Café,,0.9389561311323634
Monroe,26.372526,49.970025,Coffee Shop,,0.9441056565302596
مقهى قبل الوعد,26.361124,49.970739,Coffee Shop,,0.998843273084436
Fuel cafe,26.373375,49.971281,Café,,0.7146863701900228
داون تاون الامانه,26.373617,49.970469,Café,,0.912893574532514
شاي مقانيص,26.373709,49.969856,Café,,0.9885054382299608
Black Vibes - Alasala University,26.373195,49.9737,Coffee Shop,,0.9917667347550848
Cf | Coffee Fix,26.373013,49.974933,Coffee Shop,,0.9810794616396012
The Third Cup,26.359407,49.966394,Coffee Shop,,0.989396122790228
Pink Box,26.372646,49.976216,Coffee Shop,,0.9756408881193156
Repeat Movement,26.373545,49.975751,Coffee Shop,,0.3792007251906406
In Case,26.37372,49.975574,Coffee Shop,,0.7612337046194384
Effect Coffee,26.373566,49.975872,Coffee Shop,,0.0196496226761534
Repeat,26.373648,49.975877,Coffee Shop,,0.3812394077083825
Eeffect,26.373653,49.97597,Coffee Shop,,0.1845167624625281
Manto Rose (مانتو روز),26.357223,49.967329,Coffee Shop,,0.999503772729488
Modo (مودو),26.34186,49.971346,Café,6.1,0.987745204512744
دكة سعف,26.375783,49.962525,Coffee Shop,,0.6591370623289599
ديوانية تراث الفرسان,26.355302,49.968372,Café,,0.9696345760392135
ستاربكس,26.378032,49.991617,Coffee Shop,,0.548113622531604
Kasbon,26.378125,49.991711,Coffee Shop,,0.0193144612241485
Dutch Bros,26.385374,49.984811,Coffee Shop,,0.9997431192333684
ديوانية جوي,26.342371,49.970978,Coffee Shop,,0.5388560407761952
ايكوال,26.342335,49.96974,Coffee Shop,,0.9365386423721694
Blue Sky,26.342052,49.97049,Coffee Shop,,0.9961332242595304
8Oz Specialty Coffee,26.341883,49.97074,Coffee Shop,,0.9983042153869136
الشاهي الممتاز,26.380351,49.944946,Café,,0.796549643913225
Barns’sبارنز,26.338796,49.957759,Coffee Shop,8.7,0.999545152571626
كرك - قهوة عربية - شاهي على الجمر,26.337425,49.957234,Café,,0.9888005940781271
Road Cafe,26.337819,49.957503,Café,,0.9982910074299212
كوفي لاين,26.338628,49.958219,Café,,0.9977125549011382
Kyan,26.337745,49.957988,Café,,0.9976408909186898
دانكن دونتس - الفرسان طريق الرياض,26.338232,49.960237,Coffee Shop,,0.9627969006854522
ستاربكس,26.342979,49.995412,Coffee Shop,,0.4749973246888654
Brioche,26.320529,50.016148,Café,,0.144944018239705
A PLUS (اي بلس),26.18675,50.159541,Coffee Shop,9.2,0.9999292776252756
شاي جمر - طريق الخالدية,26.173941,50.120283,Coffee Shop,,0.3706104379252106
N'storeis cafe,26.184444,50.15848,Café,,0.9970642961564972
ارياف التوت,26.174006,50.153909,Café,,0.9834545780522184
Stay Tuned (قريبًا),26.186678,50.159556,Coffee Shop,,0.4998977337665238
بارنز,26.186395,50.159646,Coffee Shop,,0.9960306908130516
Light (لايت),26.352009,50.21164,Coffee Shop,8.3,0.918767155910407
Sunrise Pastry (سنرايز باستري),26.353518,50.202738,Café,7.8,0.918002582003685
Fliter Roastery (محمصة فلتر),26.360955,50.207554,Coffee Shop,6.5,0.6468921950791522
Speel,26.380179,50.21257,Coffee Shop,,0.9441340829039792
دانكن,26.364537,50.208526,Coffee Shop,,0.6372034142611834
Fun&Art,26.364742,50.207573,Coffee Shop,,0.9609189927678828
Bakerista (بيكريستا),26.192277,50.189341,Coffee Shop,8.6,0.611383377411228
ديوانية اللقاء,26.189311,50.188527,Café,8.4,0.938871689457654
La Prep (لا بريب),26.187943,50.187529,Coffee Shop,8.5,0.9608813907724704
Half Million (هاف مليون),26.184086,50.183927,Coffee Shop,9.2,0.9987466001529148
Al-Seef Cafe (السيف كافيه),26.183073,50.184394,Café,9.0,0.980233884411466
ALDEERAH COFFEE (ديوانية الديرة),26.196845,50.193274,Café,8.8,0.990160811200381
Blue Sky,26.191371,50.189756,Coffee Shop,8.1,0.9796698544802778
Pastel (باستيل),26.191002,50.189381,Coffee Shop,7.9,0.9541757015905644
3 Degrees Coffee,26.185528,50.185863,Coffee Shop,8.2,0.9148314803905594
UMQ Coffee (قهوة عُمق),26.201283,50.198941,Coffee Shop,9.2,0.9997242520336412
Starbucks (ستاربكس),26.201824,50.19527,Coffee Shop,8.9,0.8868555958036173
Starbucks (ستاربكس),26.205635,50.19663,Coffee Shop,9.2,0.9931564368349148
Dose Coffee Roasters (محمصة و مقهى دوز),26.202823,50.195657,Coffee Shop,8.7,0.9839564819573092
Tea Leaves (ورق الشاي),26.201635,50.201512,Café,8.7,0.9490242282190442
ستاربكس,26.209074,50.195728,Coffee Shop,8.9,0.9980822982339596
KYAN (كيان),26.203972,50.196309,Coffee Shop,8.4,0.8953912487622676
Compass Cafe (بوصلة القهوة),26.208436,50.190999,Coffee Shop,8.7,0.9602922928443404
Whole Bean (هول بين),26.208876,50.187166,Coffee Shop,8.8,0.994735720642242
ستاربكس,26.178883,50.16414,Coffee Shop,9.1,0.9998102787680564
ديوانية المتكى الشعبي,26.2045,50.197517,Café,8.1,0.9819635762004436
The Coffeze (مقهى القهوات),26.208865,50.208698,Coffee Shop,8.8,0.9910381910933408
كيف الشرق,26.184672,50.164675,Café,8.5,0.9977103917482588
Handel (مقبض),26.216266,50.193329,Coffee Shop,8.5,0.9836807339909504
شاهي وذذ نكهة,26.184033,50.164815,Café,8.2,0.9955524813335812
ديوانية مشار,26.210951,50.197949,Café,8.1,0.9679254979130892
Maa Ward,26.196442,50.19833,Café,7.5,0.8606595389995363
The lake cafe (مقهى البحيرة),26.183352,50.165139,Café,8.0,0.9808083295128236
63 Coffee,26.206177,50.208401,Coffee Shop,7.6,0.906985197347806
ستاربكس,26.184758,50.161466,Coffee Shop,7.5,0.9827846877787842
اوتار,26.20067,50.212144,Coffee Shop,7.3,0.945815524610506
Coffee & Tea (قهوة وشاي),26.185573,50.184967,Coffee Shop,5.9,0.8289109208728677
24 Cafe,26.191456,50.190312,Café,,0.3874258927340411
Coffee Location,26.188295,50.18726,Coffee Shop,,0.5532130905080029
Gacela Café (جاسيلا كافيه),26.216299,50.193428,Coffee Shop,6.4,0.9491495682037526
Perfect Coffee,26.18831,50.186725,Coffee Shop,,0.8717771956431821
After Caf,26.185433,50.186353,Café,,0.7033202561949288
Coffee Valley (وادي القهوة),26.185603,50.184841,Coffee Shop,,0.928869558677914
Barista Kurdi,26.188669,50.181677,Café,,0.8917939912011331
Nada stories Cafe,26.183888,50.164586,Café,6.1,0.9501880097962832
Nadia's Kitchen,26.177487,50.196995,Coffee Shop,,0.5393630221977113
فيلوتشي,26.202538,50.195739,Coffee Shop,,0.4087211561360189
Veloce,26.202528,50.195854,Café,,0.9582743190905332
Caffè Vergnano 1882,26.202654,50.195642,Coffee Shop,,0.8916686512164246
Coffee Valley (وادي القهوة),26.250352,50.202656,Coffee Shop,8.5,0.9833924520261208
Espresso Station (اسبريسو ستيشن),26.241778,50.214466,Coffee Shop,8.7,0.9679129639146185
Tim Hortons,26.231281,50.194123,Coffee Shop,8.1,0.9975809382951256
Buna (بُنة),26.220496,50.212667,Coffee Shop,9.2,0.9976436082874798
Starbucks (ستاربكس),26.220389,50.212872,Coffee Shop,9.3,0.9939962147324618
كيان,26.22556,50.213289,Coffee Shop,8.6,0.9872654575536142
Al Seef Cafe (السيف كافيه),26.222482,50.219322,Café,9.4,0.994322098692704
Cesario Coffee,26.255965,50.220532,Coffee Shop,8.6,0.9915896870260582
Barn's (بارن كافيه),26.266281,50.203846,Coffee Shop,8.4,0.9807979143426544
الموفنبيك العزيزيه,26.218395,50.185732,Café,8.4,0.9875913415138564
ELK Specialty Coffee,26.217432,50.207278,Coffee Shop,8.1,0.9628366945339232
3nb W Teen (عنب و تين),26.222911,50.215749,Café,8.0,0.965055212263264
LEAVES (ليڤز),26.216535,50.192866,Coffee Shop,7.5,0.898750360352456
مقادير,26.220527,50.212721,Coffee Shop,7.4,0.2794580299061203
Road café (قهوة الطريق),26.216464,50.18848,Coffee Shop,7.4,0.8773548249627113
PAUSE (بوز),26.219945,50.212449,Coffee Shop,7.3,0.9874158655352644
Derby Cafe (مقهى دربي),26.22408,50.196451,Coffee Shop,7.0,0.9638394144115916
Sun Room Cafe & Restaurant,26.255705,50.220895,Café,6.2,0.6812854868831706
Moroccan Taste (المذاق المغربي),26.231637,50.194252,Coffee Shop,,0.3313613175739192
Barn’s (بارنز),26.231466,50.194055,Coffee Shop,,0.9788676785781432
Road Cafe,26.23006,50.19547,Coffee Shop,,0.9339458280586088
Darts Cafe (دارتس كافيه),26.255207,50.203506,Coffee Shop,,0.9558677913841296
كافيه ذكريات,26.254626,50.209183,Café,,0.2496772495393755
//maps.app.goo.gl/gjsuy2dvwhrx9quv8?g_st=ic (eastern mood cafe استرن مود كافيه 059 000 1215 https),26.22511,50.197357,Café,,0.6951480891919332
Art,26.254266,50.212366,Café,,0.2053068949525588
Flat White (فلات وايت),26.22408,50.196317,Coffee Shop,,0.0517152776907361
Al-Kharj international Coffee House (مقهى الخرج العالمي),26.260022,50.197641,Coffee Shop,,0.9332188561472996
الرواف,26.259432,50.204581,Café,,0.6226890440319366
Blue Sky,26.254914,50.214438,Coffee Shop,,0.9633129864758156
Erorr,26.233959,50.220225,Café,,0.0383289673238659
Aquab cafe Ramada Hotel,26.255103,50.218399,Café,,0.6609428073649775
ابو هيثم Abo Haitham VIP الطابق الأول,26.222725,50.184713,Café,,0.8640061165912538
Al Montazah,26.221926,50.184923,Café,,0.6344835365930085
Ceasario,26.255672,50.220532,Café,,0.8878583156812855
Mq Cafe,26.220757,50.212734,Café,,0.0473785142198212
Road Café (قهوة الطريق),26.21837,50.208501,Coffee Shop,,0.9835177920108292
ديوانية زمان البركة,26.217195,50.203506,Coffee Shop,,0.939786671346026
Love Coffe,26.266142,50.203234,Coffee Shop,,0.7732975696576965
ديوانية شاله,26.217911,50.190106,Café,,0.4070666683378665
بوفية شلالات صنعاء,26.266906,50.199611,Coffee Shop,,0.8729052555055589
Gracela Cafe,26.216802,50.192583,Café,,0.8280210069814371
الشبة,26.26673,50.19417,Café,,0.8833962122256621
بيت الكيف للقهوة,26.265413,50.209797,Coffee Shop,,0.8826692403143527
مقهى رصه للترفيه,26.216528,50.192872,Café,,0.4645726533221363
Olden (اولدن),26.301878,50.201303,Coffee Shop,9.6,0.9994610380657534
ATYPICAL (اتيبكل),26.30599,50.190239,Coffee Shop,9.0,0.9997743880275246
Urth Caffe (ايرث كافيه),26.317849,50.20377,Café,9.5,0.9998997280122331
La Panetière,26.318069,50.194271,Coffee Shop,9.0,0.999147688103982
مُر,26.316915,50.204099,Coffee Shop,9.0,0.9989972801223318
Dose (دوز),26.317878,50.203825,Coffee Shop,9.0,0.9959891204893272
the usual (ذي يوجول),26.305565,50.183432,Coffee Shop,9.4,0.9961395284709776
ARCHI (ارتشي),26.298652,50.189677,Coffee Shop,9.2,0.9906245691438026
7 Grams (٧ جرام),26.305571,50.183189,Coffee Shop,9.3,0.9943973026835292
Nass (نَصّ),26.302977,50.211757,Coffee Shop,9.4,0.9997117180351704
ZOLIEA (زُولِية),26.298005,50.209832,Coffee Shop,9.4,0.995851246506148
Organico Speciality Coffee (قهوة اورقانيكو المختصة),26.303736,50.210663,Coffee Shop,8.8,0.9811488662998384
llama (لاما),26.303217,50.181088,Coffee Shop,9.2,0.9985335221789104
OLABS (اولابز),26.303277,50.206322,Coffee Shop,8.4,0.9851848138074528
Mound,26.305497,50.178332,Coffee Shop,9.3,0.9937956707569282
Olden (اولدن),26.31523,50.216146,Coffee Shop,9.5,0.9997618540290538
UMQ Coffee (قهوة عُمق),26.321786,50.211889,Coffee Shop,9.4,0.9994234360703408
UMQ Coffee (قهوة عُمق),26.297826,50.212496,Coffee Shop,9.3,0.9927428148853766
COSMO (DRIVE THRU) (كوزمو),26.325143,50.207918,Coffee Shop,9.3,0.9963150044495694
Balancd Coffee (بالنسد كوفي),26.305186,50.217246,Coffee Shop,9.3,0.9993482320795156
Caffeination (كافينيشن),26.307375,50.178835,Coffee Shop,8.8,0.9934196508028026
MYLK (ميلك),26.302492,50.21375,Coffee Shop,8.7,0.9922539889450134
CAVO (كاڤو),26.314479,50.217111,Coffee Shop,9.0,0.9951869445871928
Equal (إيكول),26.31984,50.216692,Coffee Shop,9.3,0.9988343381422108
Gravity Lounge,26.307034,50.176208,Café,9.0,0.9977438802752466
Boad Coffee Roasters (مقهى و محمصة بُعد),26.305397,50.178167,Coffee Shop,8.8,0.994071418723287
Core Coffee & Roastery,26.325143,50.207633,Coffee Shop,8.9,0.9945351766667084
ستاربكس,26.300423,50.215308,Coffee Shop,8.8,0.9884937894037577
LLuvia (يوڤيا),26.309265,50.220214,Coffee Shop,9.1,0.9969041023776996
Wacafe (وكف),26.319811,50.216804,Coffee Shop,9.0,0.9970169083639372
Andes Coffee Roasters (محمصة و مقهى أنديز),26.29783,50.219115,Coffee Shop,9.6,0.9987089981575022
Specialty Bean Cafe (محمصة سبيشلتي بين),26.300319,50.219761,Coffee Shop,9.2,0.9932567088226816
شاهي T1,26.2968,50.217331,Café,9.2,0.982439868142336
Bohemia (بوهيميا),26.299565,50.214963,Coffee Shop,8.7,0.9957259065214394
Shrq Coffee Roasters (مقهى ومحمصة شرق),26.311596,50.223059,Coffee Shop,9.3,0.9994485040672824
A Plus (آي بلس),26.299565,50.174274,Coffee Shop,9.2,0.999059950114686
Line Espresso Bar (لاين اسبريسو بار),26.296109,50.21903,Coffee Shop,9.3,0.9976060062920672
Barn's (بارن كافيه),26.322756,50.179696,Coffee Shop,8.8,0.9936076607798654
Starbucks (ستاربكس),26.268738,50.216005,Coffee Shop,9.1,0.9853352217891028
Vicoli Boutique (ڤيكولي بوتيك),26.272916,50.216325,Café,8.8,0.9573342692052192
ستاربكس,26.266237,50.213014,Coffee Shop,8.1,0.993645262775278
Caffè Nero,26.274295,50.200446,Coffee Shop,8.2,0.9851096098166277
Tea time,26.277549,50.211453,Coffee Shop,8.5,0.975671508968076
Sea Rock (صخر البحر),26.261907,50.219034,Café,8.0,0.9377812315906896
ستاربكس,26.272397,50.206836,Coffee Shop,7.9,0.8853765839840567
SunRoom Cafe and Restaurant,26.271953,50.221238,Café,7.6,0.9772382587769324
ديوانية المشراق,26.265613,50.210393,Café,,0.9581239111088828
ديوانية فن الزعفران,26.269137,50.19041,Coffee Shop,,0.3992454532920547
Deawaniyat Gdoe (ديوانية قدوع),26.269075,50.19019,Coffee Shop,,0.3944574658761892
قهوة الشيوخ,26.270306,50.192228,Café,,0.475276688016244
ديوانية وقت القهوة,26.271939,50.195694,Café,,0.3334795633154933
Coffee Only,26.273196,50.200791,Coffee Shop,,0.8704485918052718
La mode coffee,26.267111,50.215659,Coffee Shop,,0.8624268327839264
Density,26.274618,50.205582,Coffee Shop,,0.4772946617700512
مقهى ومحمصة شرق,26.274785,50.205435,Coffee Shop,,0.947846032362784
Al-Taam Coffee and Flour Mill (مطاحن وبن التام),26.273722,50.185155,Café,,0.943935424839878
دربي كافيه,26.278119,50.200092,Coffee Shop,,0.9198450797789004
كرك وجباتي,26.27835,50.200798,Coffee Shop,,0.9458029906120352
ديوانية نايف للقهوة الغربية,26.278381,50.200672,Café,,0.4304175074890641
Derby Coffee International,26.279088,50.201313,Coffee Shop,,0.0085105849617086
Otranto Coffee,26.27915,50.201297,Coffee Shop,,0.899176516300465
شوكلت لاونج,26.274332,50.180842,Café,,0.3664189112968928
برنس الشرق,26.279398,50.190786,Café,,0.9723625333717708
Woods,26.278907,50.209022,Café,,0.8729804594963839
كرك الصبيخه,26.277397,50.213026,Café,,0.2991614755023
Golden Tea (كرك الذهبي),26.277475,50.212968,Coffee Shop,,0.908251131193362
The Sky Cafè,26.217394,50.21289,Coffee Shop,9.0,0.965995262148578
Boston’s Cafe (بوسطن كافيه),26.211082,50.212599,Coffee Shop,8.8,0.9260744770189138
Worthy Coffee,26.211083,50.212834,Coffee Shop,8.7,0.9747189250842913
24 Cafe,26.21698,50.184451,Coffee Shop,7.6,0.9862126016820626
Bon cafe,26.215957,50.179174,Café,7.5,0.937283174144368
Le Paumé Café,26.217517,50.212858,Café,6.9,0.0674329117731847
Barn's  (بارنز),26.217048,50.184841,Coffee Shop,,0.9916272890214708
Knock (نوك),26.337298,50.201441,Coffee Shop,9.2,0.9978441522630134
Soulaf (سُلاف),26.337207,50.201602,Coffee Shop,9.1,0.9903738891743856
Double A (دبل اي),26.34224,50.180956,Coffee Shop,8.9,0.9689156837922864
Elegant Garden,26.338082,50.208264,Café,8.7,0.989057819334946
The HUB (ذا هب),26.334396,50.189335,Coffee Shop,8.9,0.9473321384254793
Starbucks (ستاربكس),26.334167,50.212065,Coffee Shop,8.9,0.9915395510321748
10° Coffee House (تن دقريز بيت القهوة),26.330281,50.212671,Coffee Shop,8.9,0.992291590940426
Dose (دوز كافيه),26.338543,50.208261,Coffee Shop,8.2,0.9890954213303584
Dallat Alfaris Cafe (مقهى دلة الفارس),26.342778,50.182055,Café,8.0,0.983469533604698
Note Music Center & Cafe (مركز ومقهى نوت للموسيقى),26.336032,50.192987,Café,7.9,0.8971084065527744
La Mode Co,26.336461,50.197177,Coffee Shop,7.8,0.9536492736547886
Derby Coffee,26.335396,50.191847,Coffee Shop,7.5,0.9379692415677524
Dose Cafe,26.332859,50.212547,Coffee Shop,7.5,0.9526716217740622
Motion Cafe,26.334797,50.191473,Coffee Shop,7.3,0.9354123058796988
ستاربكس,26.328859,50.20053,Coffee Shop,7.4,0.9113470288156624
Dyjor Roasters (محمصة دَيْجُور),26.288549,50.21758,Coffee Shop,9.1,0.9940463507263452
Starbucks (ستاربكس),26.288657,50.216227,Coffee Shop,8.8,0.9818006342203226
Iraqi Tea (جاي عراقي),26.293538,50.219764,Coffee Shop,9.0,0.994647982652946
24 Cafe (قهوة ٢٤),26.284406,50.218504,Coffee Shop,9.2,0.9969918403669956
Half Million (هاف مليون),26.29513143624868,50.22073713345232,Coffee Shop,9.0,0.999235426093278
Black Horse Coffee Roasters (محمصة الخيل الأسود),26.28542,50.218593,Coffee Shop,8.9,0.9783913866362508
Starbucks Reserve (ستاربكس ريزيرڤ),26.28304,50.219394,Coffee Shop,9.4,0.9891956933181254
Koffiqa Coffee Roasters (مقهى و محمصة كوفيكا),26.283817,50.220222,Coffee Shop,9.2,0.994572778662121
QAF Coffee Roasters (محمصة ومقهى قاف),26.283475,50.220952,Coffee Shop,9.4,0.9883433814221074
Sensations Coffee & Co (سنسيشنز كوفي آند كو),26.299705,50.220394,Coffee Shop,9.0,0.9870649135780806
Owl bakehouse,26.29947,50.215326,Coffee Shop,8.3,0.9900480052141434
Danube Le Gourmet,26.304514,50.222378,Café,9.1,0.9962774024541567
Tulum (تولوم),26.303594,50.223328,Coffee Shop,8.9,0.99617713046639
Panama (بنما),26.299744,50.212176,Coffee Shop,8.2,0.996101926475565
Chemistry Coffee (كيمستري كوفي),26.302902,50.222152,Coffee Shop,8.6,0.9873782635398518
HOBRA (هوبرا),26.309177,50.214547,Coffee Shop,8.9,0.9904490931652108
Starbucks (ستاربكس),26.30457,50.199171,Coffee Shop,9.0,0.9852224158028652
Tim Hortons,26.299082,50.181486,Coffee Shop,9.1,0.985234949801336
Starbucks (ستاربكس),26.30203,50.17745,Coffee Shop,8.6,0.9869270395949012
Starbucks (ستاربكس),26.307338,50.173058,Coffee Shop,8.8,0.9931815048318564
8Oz Coffee,26.304103,50.168187,Coffee Shop,9.3,0.9954376245566098
ZOYA (زويا),26.303561,50.169328,Coffee Shop,9.0,0.9972801223318252
7 Grams (٧ جرام),26.290708,50.18091,Coffee Shop,8.6,0.9936327287768072
Marks & Spencer Coffee (ماركس & سبنسر كافيه),26.307846,50.17381,Coffee Shop,8.3,0.9929809608563228
Ben’s Cookies,26.303537,50.170626,Coffee Shop,8.5,0.9948610606269506
Tulum (تولوم),26.308906,50.169742,Coffee Shop,8.5,0.9908627151147488
Density Coffee Roasters (محمصة ومقهى دينسيتي),26.328687,50.180382,Coffee Shop,9.1,0.9964779464296906
Beyond,26.32838,50.180226,Coffee Shop,9.1,0.9967536943960492
Unleash Coffee,26.281435,50.20057,Coffee Shop,8.8,0.9731897772708472
ارابيا كافيه,26.28406,50.210689,Coffee Shop,9.4,0.9851221438150984
Shathrat Cafe (شذرات كافيه),26.275161,50.218922,Café,8.9,0.9707957835629144
Methods (ميثودز),26.282662,50.220466,Coffee Shop,9.0,0.9525462817893536
Blue Sky,26.285347,50.194241,Coffee Shop,8.4,0.9851973478059236
Meem Coffee (مِيم),26.289472,50.216453,Coffee Shop,8.4,0.9644410463381924
Tell A Tale (تيل ا تيل),26.296472,50.219226,Café,9.3,0.9840818219420178
Aged Coffee House,26.299294,50.202342,Coffee Shop,9.1,0.9773761327601118
ستاربكس,26.289013,50.21912,Coffee Shop,8.2,0.9749570710552372
Blue Star Cafe (بلو ستار كافيه),26.32715,50.215145,Coffee Shop,8.8,0.9917024930122958
Cofféa (كوفيا),26.324793,50.206615,Coffee Shop,8.5,0.9637391424238246
تّل,26.321884,50.220768,Coffee Shop,9.3,0.9967160924006369
VARDØ (Vardø),26.321546,50.219743,Coffee Shop,8.9,0.9874910695260896
Namq (نمق),26.319378,50.22272,Coffee Shop,9.4,0.9998621260168208
Density Coffee Roasters (محمصة و مقهى دينستي),26.319682,50.222786,Coffee Shop,9.2,0.9982577742125516
OTOÑO (أوتونيو),26.320071,50.222049,Coffee Shop,9.0,0.9971923843425292
QASHA (‎قَشة),26.318468,50.222844,Coffee Shop,9.4,0.9966910244036952
Willow,26.318095,50.222335,Café,9.3,0.9939084767431658
Veloce (فيلوتشي),26.319932,50.222584,Café,8.9,0.991100861085695
