POI Name,POI Latitude,POI Longitude,Category,Rating,Popularity
Bikers House Coffee,26.373415,50.139492,Coffee Shop,,0.4158717335239101
Costa Coffee (كوستا كوفي),26.384796,50.167527,Coffee Shop,5.9,0.9260064837543632
زحله,26.382165,50.163196,Coffee Shop,,0.3525878051559312
Scratch Cafe,26.384671,50.167316,Café,,0.1258842660203627
OLABS (اولابز),26.384396,50.167753,Coffee Shop,,0.96538545194668
مقهى سيراميك,26.366643,50.131107,Café,,0.8790976602554144
joffrey's at DOB 3rd floor,26.384335,50.168003,Coffee Shop,,0.6082921625288713
Cafe Jamoka,26.384658,50.167859,Coffee Shop,,0.9541994220551224
The Cafe,26.376607,50.170921,Coffee Shop,,0.8682223534164
Mission POP UP,26.376607,50.170921,Coffee Shop,,0.952966887280034
Varnda,26.374677,50.125266,Café,,0.6512548032605205
Mai Ward Cafe,26.374677,50.125266,Café,,0.4486633730023097
Tag,26.384157,50.125883,Coffee Shop,,0.4162342437518773
Scratch Cafe,26.357353,50.140232,Café,,0.8763322250877793
The Cafe (المقهى),26.377345,50.172381,Coffee Shop,,0.9156076189292484
720 Cafè,26.372068,50.124125,Café,,0.8814177257144041
Classique Café,26.372369,50.176052,Café,,0.9034583475748066
Spark Coffee,26.352667,50.141761,Coffee Shop,,0.9077670405700732
ستاربكس,26.359594,50.170134,Coffee Shop,,0.9524904452661342
Marilyn House Cafe (مقهى بيت مارلين),26.419603,49.997131,Café,8.9,0.9956947404464672
Coplant (كوبلانت),26.421752,50.003258,Coffee Shop,8.8,0.999738742029895
Barn’s (بارنز),26.406767,50.014042,Coffee Shop,8.9,0.995473800867953
GRAPH Cafe,26.412126,50.013902,Coffee Shop,8.7,0.998570673958301
Camel Coffee Shop,26.400879,50.017201,Coffee Shop,8.4,0.9956084475240552
Graph,26.412417,49.997186,Café,,0.9992378576184782
Marituyn Coffee,26.419573,49.997257,Coffee Shop,,0.1284770551192985
هبره,26.420314,49.996698,Coffee Shop,,0.8154390583210193
La Vanir (لا فانير),26.410827,50.011687,Coffee Shop,,0.929010139928948
Dh,26.403464,49.996209,Coffee Shop,,0.688852292618256
ديوانية ليالي الشعبية,26.406566,50.013681,Café,,0.0671161793493459
ديوانية ليالي تراثيه,26.406551,50.013744,Café,,0.988140736827932
Al Fanad Coffer (الفنار للقهوة),26.406921,50.014357,Coffee Shop,,0.9078188277454972
مجلس ابو نايف,26.408231,50.015373,Café,,0.9275393841469098
AHG Cafe,26.402222,50.010447,Coffee Shop,,0.9680990999388912
Coffee Valley (وادي القهوة),26.407077,50.015382,Coffee Shop,,0.986058892375892
Rzon (رزون),26.412388,50.017471,Coffee Shop,,0.9110192751866928
مقهى التراس الشرقي,26.40384,50.01629,Café,,0.9789329770375664
ليالي الخليج,26.402139,50.016275,Café,,0.9137225657438192
Sequares Coffee House,26.396319,50.013432,Café,,0.9331892673515718
مقهى رواقة,26.420751,50.02361,Coffee Shop,,0.7608517172698109
PIANOLLA Café (بيانولا كافيه),26.397094,50.017137,Coffee Shop,,0.9998665207429184
اصناف,26.397651,50.018648,Café,,0.111549314986743
اسناف,26.397313,50.018856,Coffee Shop,,0.5797283054534739
ستاربكس,26.394829,50.019426,Coffee Shop,,0.8202341065841411
Brother’s Coffee,26.421796,49.973727,Coffee Shop,,0.9838570262831982
كوستا كوفي,26.422729,50.028128,Coffee Shop,,0.9561362624159752
Dose Cafe,26.402912,50.028095,Coffee Shop,,0.9924908595635376
Bling,26.362172,50.206266,Café,9.4,0.983806073975659
TITLE (تايتل),26.360902,50.206339,Coffee Shop,9.3,0.9944975746712958
Starbucks (ستاربكس),26.360292,50.20691,Coffee Shop,9.3,0.9961896644648608
The HUB (ذا هب),26.360464,50.206327,Coffee Shop,9.2,0.995324818570372
RATIO Speciality Coffee (ريشيو للقهوة المختصة),26.362719,50.198088,Coffee Shop,9.0,0.9952872165749596
Blue Sky (بلو سكاي),26.362892,50.2063,Coffee Shop,8.7,0.9947733226376546
8Oz Coffee,26.382682,50.178364,Coffee Shop,9.0,0.9917140519321797
Hûge (هيوج),26.360886,50.206747,Coffee Shop,8.8,0.991852900993946
ستاربكس,26.372478,50.178446,Coffee Shop,9.2,0.9980838745093163
Repeat (ريبيت),26.361046,50.206477,Coffee Shop,8.7,0.9893461012997756
Tim Hortons (تيم هورتنز),26.379411,50.181882,Coffee Shop,8.5,0.9378657469264312
Ripoz Specialty Coffee (قهوة ومحمصة ريبوز),26.362829,50.198276,Coffee Shop,8.1,0.1891505709236303
Lounge EXIT-7 (مقهى مخرج ٧),26.360069,50.206666,Café,8.2,0.9942092927064664
4Squares Cafe (مقهى الأربعة مربعات),26.379854,50.178398,Café,8.1,0.9772654299889176
Destination 35 (دستينيشن 35),26.360166,50.206765,Café,8.0,0.9171878721030796
8Oz Speciality Coffee,26.38262,50.17838,Coffee Shop,8.0,0.3245813006866979
Vedette (فيدت),26.361034,50.206318,Coffee Shop,7.9,0.4601105498665129
Olabs,26.36298,50.198744,Coffee Shop,7.7,0.8973340185252497
Seven Degrees Coffee,26.361687,50.195161,Coffee Shop,7.6,0.9618590426531968
Joffrey's on MBO,26.373923,50.178657,Coffee Shop,7.7,0.9990678308423702
Art Coffee,26.366803,50.195176,Coffee Shop,7.4,0.9439869910615336
The Piato,26.366828,50.185837,Café,7.2,0.5259194812996509
Three Seeds,26.382547,50.212795,Coffee Shop,,0.9934053612344428
8Oz Coffee,26.381662,50.212494,Coffee Shop,,0.9832650858599912
August,26.380593,50.212048,Coffee Shop,,0.1746117617747727
Jucie Bar Dahran Expo,26.381169,50.212867,Coffee Shop,,0.8247241502912812
Wacafe,26.380455,50.212616,Coffee Shop,,0.9937538069900124
Nouveau Waffle,26.380256,50.212727,Café,,0.3806466529217387
Rajokark,26.380917,50.213558,Café,,0.8008707835537777
Suavis,26.380702,50.214913,Café,,0.5100598442606273
Oaisis Cafee,26.366584,50.20711,Café,,0.9828268819843594
Choco Art,26.365133,50.20276,Coffee Shop,,0.3120840279257486
Valen Specialty Coffee & Bakery,26.466374,50.03705,Coffee Shop,9.2,0.9985374796138746
Boho Specialty Coffee (بوهو قهوة مختصة),26.467374,50.04036,Coffee Shop,9.1,0.99865680930624
Starbucks (ستاربكس),26.466708,50.008118,Coffee Shop,8.6,0.9998334626771512
Blue Sky,26.465265,50.0248,Coffee Shop,7.5,0.9957414390998026
Jibal Speciality Coffee,26.4689,50.045131,Coffee Shop,7.9,0.9469877650800704
Karak Time (وقت الكرك),26.458437,50.027556,Café,,0.9339556342434226
Rainbow - Boofia,26.458316,50.016388,Café,,0.8188388475281334
Halit Coffee,26.458285,50.01604,Café,,0.181735914916326
اوقات المزاج,26.461112,50.029944,Café,,0.5090689420999048
مقهى أوقات المزاج,26.461196,50.030121,Café,,0.998444235000348
Derby Coffee (دربي كافيه),26.463358,50.025068,Coffee Shop,,0.996317703026849
أثيل للقهوة,26.465265,50.0248,Coffee Shop,,0.7323337785610936
Coffee Puzzle,26.463471,50.030075,Café,,0.940551341860991
بلو سكاي,26.465482,50.025013,Coffee Shop,,0.175222330761599
Hexa Coffee,26.464064,50.03014,Coffee Shop,,0.7968229900905967
Barn’s,26.467107,50.018323,Coffee Shop,,0.9718779691659098
Manto Rose (مانتو روز),26.467348,50.018435,Coffee Shop,,0.999265418731046
Joffrey's,26.467425,50.015634,Café,,0.1321139004331268
دربي كافيه,26.466905,50.01921,Coffee Shop,5.4,0.7439271836932884
بارنز,26.443905,50.004707,Coffee Shop,,0.9999185382074512
Brunch,26.468617,50.036891,Coffee Shop,,0.3117829100488503
Costiera Coffee,26.467667,50.04129,Coffee Shop,,0.9935686920012587
Victoria Maple,26.467916,50.042151,Café,,0.9782236417594882
Candyclub,26.467992,50.043277,Café,,0.9743468137203444
Inno Store & Coffee,26.468316,50.043393,Coffee Shop,,0.9981187950118712
Cup Of Karak,26.462324,50.049516,Café,,0.4183543776297417
Black (بلاك),26.403736,50.053885,Café,8.8,0.9875089332877606
VERDE (ڤيردي),26.398074,50.047147,Coffee Shop,8.8,0.9866803384809786
OTTO Cafe (اُتّو كافيه),26.405553,50.058367,Coffee Shop,9.0,0.9911236781323473
Beyalah Al-Arab (بيالة العرب),26.400524,50.047263,Café,8.5,0.9886586085821708
Eltegaa Coffee,26.405181,50.060962,Coffee Shop,9.1,0.997275994572704
مقهى الفيشاوي,26.404134,50.054717,Café,8.5,0.9935369605071
Graph Cafe (جراف كافيه),26.407486,50.066796,Coffee Shop,9.2,0.9995339154211852
Bogotá Café (بوقوتا كافيه),26.398316,50.046552,Coffee Shop,8.2,0.9890418336803074
dōrā Specialty Coffee (دورا),26.39837,50.046504,Coffee Shop,8.1,0.9715274109519518
Deera Lounge (ديوانية الديره),26.399248,50.047778,Café,8.1,0.9969756289552456
COPLANT coffee & dessert (كوبلانت),26.398199,50.047318,Coffee Shop,7.9,0.9840599074045304
المجدوعي للسيارات,26.40056,50.050688,Coffee Shop,7.8,0.9934955307667608
Luxurious (لكشرز),26.39806,50.046742,Coffee Shop,7.8,0.9710716838082216
90 Coffee,26.406862,50.05962,Coffee Shop,7.4,0.9252503909931744
Al Shathlya (ديوانية الشاذلية),26.406663,50.059732,Café,7.4,0.9074252452122756
Alfanar Cafe (كافيه الفنار),26.398103,50.042752,Café,7.1,0.9702948761768636
ديوانية نايف للقهوة العربية,26.396375,50.039419,Café,6.6,0.971019896632798
Kahve Dünyasi,26.391037,50.038877,Café,6.0,0.9198645247490912
إلتقاء القهوة,26.447015,50.103239,Coffee Shop,,0.229261825601508
Segafredo,26.454967,50.105817,Café,,0.0358885125687474
Ghmr Coffee Roasters (محمصة ومقهى غمر),26.401439,50.075771,Coffee Shop,9.3,0.9739614081968742
Kiva Han Coffee,26.399323,50.075423,Coffee Shop,9.2,0.9994510559405068
Kiva Han Coffee (كيفاهان كافيه),26.399511,50.075287,Coffee Shop,9.1,0.9994717708106764
Wacafe (وكف),26.395581,50.077931,Coffee Shop,9.5,0.9999378553894912
Piccolo (پكلو),26.400312,50.073604,Coffee Shop,9.3,0.998477457042538
Starbucks (ستاربكس),26.400747,50.073338,Coffee Shop,9.2,0.9902743684553956
Starbucks (ستاربكس),26.395243,50.078138,Coffee Shop,9.1,0.9934541010264218
happiness Cups (أكواب السعادة),26.408046,50.071857,Coffee Shop,9.1,0.9955566603486312
شاي بن بخار,26.408031,50.07192,Café,8.9,0.9699945105594052
Gravity Cafe (قراڤيتي كافيه),26.393605,50.072297,Café,9.0,0.9810873235351998
Frieze Cafe (فريز كافيه),26.404999,50.070413,Coffee Shop,8.8,0.988047519912169
Dose (دوز),26.399474,50.066841,Coffee Shop,8.7,0.9884307450103056
Starbucks (ستاربكس),26.387181,50.075059,Coffee Shop,9.1,0.9935162456369304
Lute,26.391378,50.073892,Coffee Shop,8.4,0.9750696537509452
The Garden (ذا قاردن),26.38441,50.096408,Coffee Shop,9.2,0.9931951651493024
Tim Hortons,26.379768,50.086661,Coffee Shop,9.0,0.9961573915835482
Caffé Bene (كافيه بيني),26.387319,50.074964,Coffee Shop,8.2,0.98568602471284
LAMBDA (لامدا),26.381123,50.098818,Coffee Shop,9.4,0.992656578524894
Road Café,26.377219,50.089819,Coffee Shop,8.8,0.9914861883603144
Frieze Cafe (فريز كافيه),26.361303,50.045037,Café,8.2,0.889869392743581
360 Coffee,26.363435,50.073519,Coffee Shop,8.5,0.2149789226196024
Checkmate (تشك ميت),26.36128,50.069598,Café,8.0,0.918859853545868
ديوانية شبرا,26.340871,50.035391,Coffee Shop,7.9,0.9864110451687744
Manto Rose (مانتو روز),26.355189,50.070963,Coffee Shop,8.0,0.9661519021429532
القهوة الشعبية,26.367614,50.050518,Coffee Shop,7.4,0.9049083884866752
KYAN (كيان),26.360959,50.073285,Coffee Shop,7.8,0.9865456918248764
كيف النشاما,26.363351,50.040042,Café,6.2,0.956892355177164
ديوانية الأجاويد,26.357805,50.062283,Coffee Shop,6.3,0.9554941014407192
كيان,26.360741,50.042125,Coffee Shop,,0.9984049549969446
كوفي طرقي,26.362434,50.0436,Café,,0.8641622388631679
بلياردو كوفي شوب,26.365961,50.037339,Coffee Shop,,0.9658826088307492
Blue Sky,26.34927,50.05166,Café,,0.9644014956136262
كوڤ,26.347519,50.049471,Coffee Shop,,0.7705724554371356
كوف,26.347242,50.049153,Coffee Shop,,0.8347781955276595
Manto Rose (مانتو روز),26.346444,50.047498,Coffee Shop,,0.3119038001429326
Turkistachio (تركستاشيو),26.382325,50.103675,Café,8.8,0.973412464137381
KYAN (كيان),26.383775,50.097323,Coffee Shop,8.4,0.9895907777398004
Park Coffee,26.382487,50.097539,Coffee Shop,8.5,0.9824337900962206
8Oz Speciality Coffee,26.372696,50.099472,Coffee Shop,9.1,0.9978663683725362
Starbucks (ستاربكس),26.371507,50.095822,Coffee Shop,9.1,0.9977627940216884
Woods Café & Roastery (مقهى ومحمصة وودز),26.368026,50.092919,Coffee Shop,9.4,0.9988399672705052
Ratio Speciality Coffee (ريشيو للقهوة المختصة),26.37146,50.089934,Coffee Shop,8.7,0.9922215662513336
دلة الفيصلية للقهوة العربية,26.403124,50.0715,Café,7.6,0.9537540523464768
Joffreys (جوفريز),26.430124,50.116391,Coffee Shop,,0.9670633564304136
ستاربكس,26.442515,50.111823,Coffee Shop,,0.965571885778206
Raslan Café (رسلان للقهوة),26.40654,50.073083,Café,6.9,0.9140954334068712
Saadeddin Coffee,26.43696,50.130681,Café,,0.925032884856394
مقهى وناسة,26.421831,50.108579,Café,,0.9252918207335136
Kuba,26.413668,50.1157,Coffee Shop,,0.960672818983107
دربي,26.413832,50.11473,Coffee Shop,,0.9471252938922206
Café Le Chef,26.450914,50.118721,Café,,0.8717231664750541
Sofa Sugar (صفة قند),26.375387,50.113311,Coffee Shop,8.6,0.9827963003241876
One Cup Speciality Coffee,26.377264,50.10152,Coffee Shop,8.9,0.9163844265606064
llama (لاما),26.366323,50.094173,Café,9.5,0.9999689276947455
22 Cafe,26.377774,50.103692,Coffee Shop,8.1,0.9551108763425824
Labiba,26.367464,50.09336,Coffee Shop,8.7,0.9811494681457084
MINA (مينا),26.373081,50.100454,Coffee Shop,8.1,0.9527908108835929
BRIGHT (برايت),26.372574,50.098952,Café,8.1,0.9292276460657284
CHIMNEY Roasting & Beans (محمصه مدخنه للقهوة المختصة),26.377618,50.101249,Coffee Shop,7.9,0.8991600120146247
مجلس المساء كافيه,26.365602,50.094777,Coffee Shop,8.3,0.9837906140923262
Operations (اوبيريشنز),26.383302,50.097029,Coffee Shop,7.9,0.8978653326290278
Third (ثيرد),26.387555,50.104488,Coffee Shop,7.1,0.003780463805943
Coffee Valley (وادي القهوة),26.373408,50.091061,Coffee Shop,6.7,0.972034925271106
Al Jood Cafe (قهوة الجود),26.379,50.099583,Café,6.0,0.9206931195558732
استراحة الجامعيين للمناسبات,26.377383,50.111484,Coffee Shop,,0.9660897575324446
Joffreys,26.37892,50.110606,Coffee Shop,,0.8471656878890511
Derby Coffee (دربي كوفي),26.385984,50.118029,Coffee Shop,,0.4952925457539694
مجلس نجد,26.378297,50.103673,Coffee Shop,,0.5483329708231054
Derbi Coffee (دربي كافيه),26.38308,50.1046,Coffee Shop,,0.0011911050347491
مهيّلة الجود,26.380293,50.101135,Café,,0.728500554122777
BRIGHTaa,26.372573,50.098949,Coffee Shop,,0.8525722690033041
Sova,26.467984,50.046665,Coffee Shop,9.0,0.9998279402750944
Soren Coffee,26.471294,50.04801,Café,8.6,0.9894457736486136
1 Oak - One Of A Kind (ون اوف كايند),26.480316,50.043749,Coffee Shop,9.0,0.9837595417870718
Innovation Coffee,26.482686,50.044426,Coffee Shop,9.2,0.995888098271344
Beta Bakery & Coffee,26.476692,50.042964,Coffee Shop,8.3,0.996295384378906
Crepe Roll (كريب رول),26.468519,50.047048,Café,8.0,0.9915915957184334
Lagomera Coffee,26.479411,50.046063,Coffee Shop,8.3,0.908233125148888
Divided Coffee Lounge,26.482554,50.05163,Coffee Shop,8.6,0.9531222488063056
Delle Rose (café & Restaurant),26.472966,50.04842,Café,8.0,0.9616257030109064
Starbucks (ستاربكس),26.47625,50.055786,Coffee Shop,7.6,0.9568509254368248
Lady Latte Cafe (مقهى ليدي لاتيه),26.482539,50.051931,Coffee Shop,7.4,0.8771608198945613
Newflavor,26.476411,50.04656,Café,7.0,0.1110109892386249
Fontaine Bleue Coffe,26.477072,50.046208,Coffee Shop,6.9,0.9384457632911786
Coffee Time,26.473529,50.041101,Café,,0.0151526568797995
Sova,26.468062,50.046918,Coffee Shop,,0.2680060654806735
Kyan (كيان),26.465557,50.047956,Coffee Shop,,0.9868935076020192
Il Forno,26.465526,50.048718,Coffee Shop,,0.7426238204613649
La Rosetta (لا روزيتا),26.470267,50.047373,Coffee Shop,,0.9437694849247532
Razgi Cafe (رازقي كافيه),26.470027,50.047716,Café,,0.9276533159328424
Nightowl.sa,26.468306,50.050304,Coffee Shop,,0.1471170079441527
Fb Cafe,26.476842,50.046446,Café,,0.580886389294555
7Roofcafe,26.477641,50.045998,Coffee Shop,,0.0262457405048213
Dèjavu Coffee,26.484493,50.052658,Coffee Shop,8.4,0.9890729059855616
ستاربكس,26.490974,50.046496,Coffee Shop,8.4,0.9770026830203145
Verocci Cafe Saihat5 ༄ ڤيروتشي كافيه,26.491997,50.046644,Café,8.3,0.984285166730548
Once upon a time,26.492097,50.037669,Coffee Shop,7.6,0.8884630126485243
iMint Cafe,26.488428,50.047114,Café,7.1,0.0360291299348409
مقهى شقاوة زمان,26.445632,50.118176,Coffee Shop,7.7,0.8863478648147572
Coffee Moments,26.434707,50.117195,Coffee Shop,,0.0118178334317289
7 Grams,26.451074,50.131148,Coffee Shop,,0.8701074066018292
The Chimney Cake Cafe,26.451244,50.130881,Coffee Shop,,0.8692891692301319
Joffrey's,26.452685,50.122573,Coffee Shop,,0.76459621539322
107 Specialty Coffee,26.451961,50.130416,Café,,0.519684305378616
Native,26.452915,50.121389,Coffee Shop,,0.907404530342106
SKY by Archi (سكاي باي ارتشي),26.370253,50.177169,Coffee Shop,8.9,0.9982392360355882
Brain Coffee,26.379903,50.182225,Coffee Shop,,0.656630312069519
كوستا كوفي,26.379323,50.182179,Coffee Shop,,0.7557406083957369
ستاربكس,26.376188,50.183976,Coffee Shop,,0.0176801416897119
Sky9,26.372591,50.186273,Café,,0.9183109094863748
Stabucks,26.396269,50.116916,Coffee Shop,,0.916270494774674
Qadooacafe (قدوع كافية),26.400097,50.116794,Coffee Shop,,0.8983521320780122
Segafredo,26.400005,50.116936,Café,,0.4341318915783695
كيك وكرك,26.401111,50.116172,Café,,0.9483681861023936
Brewhèmian Coffee (بروهيميان كوفي),26.345095,50.146177,Coffee Shop,9.2,0.9921904939460792
Graph Cafe,26.348718,50.142632,Coffee Shop,8.4,0.9983531678215208
Studenttainment Coffee,26.342945,50.148161,Coffee Shop,8.8,0.9453023853173
Buzz Coffee,26.345095,50.146413,Coffee Shop,8.4,0.9909890314762452
Yakah Café (ياكا),26.343459,50.148298,Coffee Shop,8.5,0.9067727268019348
ستاربكس,26.344072,50.138527,Coffee Shop,8.3,0.9282436897326746
Third Coffee (قهوة ثيرد),26.343683,50.14773,Coffee Shop,8.1,0.870024547121151
Majlis Cafe (مجلس كافيه),26.345095,50.146413,Café,7.8,0.9519932883820652
Sunday Night (صنداي نايت),26.345325,50.146175,Coffee Shop,7.7,0.9661726170131228
ستاربكس,26.346513,50.136052,Coffee Shop,7.5,0.9963852551554132
Glow Gate,26.343238,50.148379,Coffee Shop,7.5,0.6225957803809464
Dantella,26.348194,50.143148,Café,,0.3476265937503237
مقهى ديواني,26.347794,50.140975,Café,,0.0880899853960165
Lenore Store,26.347567,50.141256,Coffee Shop,,0.961366767133787
قهوة ديوانيتي,26.347656,50.141071,Café,,0.1093745144952304
Care Coffee,26.347702,50.141354,Café,,0.8875700421547608
Caffe Latte,26.375052,50.11683,Café,5.7,0.1692404892852334
ركن القهوة العربية الاصيلة,26.3455,50.137619,Coffee Shop,,0.6377279930398037
I Sweet Cafe,26.346078,50.145446,Café,,0.9027851142942962
COFFEE Atoms,26.34484,50.138443,Café,,0.4058664512320169
Rossete,26.347472,50.128057,Café,,0.913639706263141
Flat White (فلات وايت),26.345249,50.146255,Coffee Shop,,0.5177992521931869
3 Quarters Cafe,26.346406,50.151209,Coffee Shop,,0.2630892085883852
Trending,26.34331,50.134826,Café,,0.5022320272607691
Coffee Latte,26.374918,50.116884,Coffee Shop,,0.4365658888232918
Caf Dealer,26.343152,50.148477,Coffee Shop,,0.5068825156138334
Caffe Vergnano 1882,26.234771,49.988839,Coffee Shop,7.5,0.9963476308831556
كافيه فيرنيانو,26.235139,49.988742,Café,,0.9423935846484348
سايبم,26.249342,50.00411,Coffee Shop,,0.5554626163283177
سايبم,26.249424,50.00432,Coffee Shop,,0.3236615459748242
Starbucks (ستاربكس),26.469472,49.796828,Coffee Shop,8.7,0.9941637626339264
Tim Hortons (تيم هورتنز),26.469627,49.797143,Coffee Shop,7.8,0.9671009132449724
Dose,26.467214,49.796126,Café,7.8,0.9907956063565648
ستاربكس,26.468302,49.797379,Coffee Shop,7.6,0.6016570260032608
ستاربكس,26.468719,49.797802,Coffee Shop,7.4,0.6244981389886802
Costa Coffee (كوستا كوفي),26.468502,49.797266,Café,7.2,0.3142578114313468
Segafredo Zanetti,26.469472,49.796828,Coffee Shop,7.1,0.6812626806884782
Tim Hortons,26.467421,49.796247,Coffee Shop,7.1,0.9644618412833657
dr. CAFE COFFEE (د. كيف كوفي),26.468237,49.796207,Café,6.6,0.734160981073812
Palma Specialty Coffee,26.468005,49.795971,Coffee Shop,6.6,0.0447923557740085
Segafredo Zanetti Espresso,26.467266,49.796169,Café,6.1,0.9893276653638124
Brioche Dorée,26.468672,49.797518,Café,6.0,0.2099322055163197
Starbucks (ستاربكس),26.46587,49.792617,Coffee Shop,5.8,0.8236868294146547
CoffeeTalk,26.470453,49.7949,Coffee Shop,,0.7890815240150052
Segfaredo,26.469888,49.797014,Café,,0.7199644123178068
Carvel,26.469923,49.798551,Café,,0.2922156653241122
Segafredo,26.468564,49.797487,Café,,0.612129561659973
Zn Caffe,26.468391,49.796047,Coffee Shop,,0.93492874765282
مقهى نجر ومحماس,26.468284,49.796491,Café,,0.4795585488501633
Prayer Room (المصلى),26.468189,49.795446,Coffee Shop,,0.700413836594668
dipNdip,26.468021,49.795908,Coffee Shop,,0.9896746350856526
Palma (بالما),26.468113,49.796002,Coffee Shop,,0.250750340473901
Segafredo Cafe (سيجافريدو كافيه),26.467923,49.794149,Café,,0.940133191684993
كوفي توك,26.467251,49.796233,Café,,0.6086397852930798
Joffrey’s,26.477713,49.813416,Coffee Shop,,0.9875611074782868
Coffee Talk (كوفي توك),26.468237,49.796207,Café,4.9,0.0305479431660847
Al Dallah Cafe,26.458006,49.802334,Café,,0.9489197150898618
بارنز كافيه,26.451736,49.802662,Café,,0.3255013202230999
بارنيز,26.451747,49.802741,Coffee Shop,,0.6481551423424579
بارنز (بارنز كافيه),26.451671,49.802623,Coffee Shop,,0.9554960306780886
Derby Coffee,26.451566,49.802987,Coffee Shop,,0.9626356567249432
Quill (كويل),26.456087,50.061768,Coffee Shop,,0.8756900641125231
تمور القيصرية,26.450953,50.066296,Café,,0.4634952200437083
شاي ابو حمامة,26.41071,50.10459,Café,,0.8829402686718661
Kayan,26.456125,50.116845,Coffee Shop,,0.9855099483163988
Coffee Valley,26.456573,50.117939,Coffee Shop,,0.933577768801334
Repeat By The Sea,26.49695,50.134677,Coffee Shop,9.0,0.9984497574024046
Ceven Specialty coffee,26.479403,50.133121,Coffee Shop,7.6,0.8763943696982879
Sweet Evolution (سويت ايفلوشن),26.455512,50.118751,Café,8.2,0.8632404271406229
Berries Tree,26.462541,50.12181,Coffee Shop,7.6,0.9019358046173446
Love and Peace Land,26.496371,50.121413,Café,7.4,0.9381905022573772
Kunefeci (كنافجي),26.454913,50.120743,Café,7.4,0.874820039565402
ستاربكس (سباركيز),26.452426,50.128381,Coffee Shop,7.4,0.1104724026142166
Jalstna Cafe (مقهى جلستنا),26.47023,50.123807,Café,6.8,0.9055505494619313
مقهى سبورت تايم (مقهى سبورت تايم) (مقهى سبورت تايم),26.475966,50.124603,Café,6.2,0.8654258459435106
كافيه منظر البحر كورنيش الدمام,26.485071,50.133802,Café,,0.8841935183171239
Mammoth Cafe,26.484701,50.127508,Café,,0.3164714290153186
كنافة المملكة,26.441602,50.067373,Café,,0.1310629835627505
La Paniere,26.412856,50.096924,Café,7.8,0.9168919408797606
محمصة وقهوة قلم المختصة,26.406494,50.113055,Café,,0.871547090078613
Star,26.401555,50.115903,Coffee Shop,,0.9554008845249562
Atayib Almagrib café,26.472103,50.086199,Café,6.5,0.85022113123906
Crystal Caffe,26.459402,50.091091,Café,,0.4404395695449978
كوفي اكسبيرينس,26.457634,50.099415,Café,,0.2296036209593056
Durbai Coffee (دربي كافيه),26.480687,50.064328,Coffee Shop,5.9,0.8946441703176625
Snow Cafe,26.455256,50.096849,Café,,0.9167987239639976
Verocci cafe,26.455495,50.10499,Café,,0.940134025209997
Joffrey's,26.455564,50.105398,Coffee Shop,,0.9529047426695252
The Coffee Street,26.456598,50.107635,Coffee Shop,,0.9255300417404634
Cariban Coffee,26.455398,50.106413,Coffee Shop,,0.970046297734829
Durbaie,26.461983,50.113909,Coffee Shop,,0.2426850614713772
1/OAK Coffe,26.468746,50.060118,Café,,0.765932324519156
باستري شوب,26.467761,50.059452,Café,,0.8602160560958684
Levels Cafe,26.467848,50.05947,Coffee Shop,,0.9664211954551576
Derby Coffee (دربي كافيه),26.459929,50.098411,Coffee Shop,6.7,0.8672487545184311
Western Corner,26.464688,50.084722,Coffee Shop,,0.6240251064226455
مقهى و محمصة كور,26.458567,50.092904,Coffee Shop,,0.4769288133486623
Grambon,26.3594,50.189979,Coffee Shop,8.4,0.971685697454345
Canary Resto-Cafe,26.348713,50.186756,Café,7.3,0.8635423586478322
Derby Coffee (دربي كافيه),26.355645,50.189483,Coffee Shop,7.1,0.9364150257573668
Lark,26.354638,50.200259,Coffee Shop,7.2,0.9692917037464122
Oasis Cafe | Pearl Residential Compound,26.346887,50.190011,Coffee Shop,6.8,0.8756752691676172
Blue K,26.367045,50.177151,Café,,0.207935866761955
Coffee Juniors,26.368856,50.185068,Coffee Shop,,0.3499570166443981
Road Cafe,26.362929,50.178046,Coffee Shop,,0.900019679126661
Kasbon (كاسبُن),26.357303,50.176997,Coffee Shop,,0.8920858838517229
Derby Rakah,26.358763,50.188251,Coffee Shop,,0.8877204416981062
Seattle’S Best Coffee & Cinnabon,26.359749,50.189429,Café,,0.4989910131230964
Detective Cafe,26.35211,50.211592,Coffee Shop,9.2,0.9666595640675332
Wogard Coffee Roasters (محمصة ومقهى ووقارد),26.346074,50.191229,Coffee Shop,9.1,0.9584121930737124
ستاربكس,26.345831,50.19578,Coffee Shop,9.1,0.9816502262386724
Café Quindío (كافيه كينديو),26.351217,50.211122,Café,8.9,0.967023050023188
Kashida (كشيدة),26.351955,50.211275,Café,8.8,0.9724001353671836
Lapro Cafe,26.350858,50.211908,Coffee Shop,8.9,0.9839439479588384
WEBREW (ويبرو),26.343517,50.203178,Coffee Shop,9.5,0.9996866500382288
Mocha Coffee Roasters (مقهى ومحمصة مخا),26.352279,50.211451,Coffee Shop,8.7,0.9692415677525288
SWAJ Coffee Roasters (محمصة و مقهى سُواج),26.343818,50.203197,Coffee Shop,9.1,0.9945853126605918
Carpet (كاربت),26.35154,50.211723,Coffee Shop,8.8,0.9736159332188562
Woods,26.351737,50.211276,Coffee Shop,8.6,0.9064587694120302
Onda,26.343997,50.185243,Coffee Shop,8.9,0.9897722572477846
