Business ID,POI Name,POI Latitude,POI Longitude,Category,Rating,Popularity
346,مشويات الرافدين,26.415947,50.031812,Middle Eastern Restaurant,,0.9659136811360036
349,Weber Burger (ويبر برجر),26.401793,50.105026,Burger Joint,9.4,0.99515272
353,Nutria,26.395303,50.104748,Health Food Store,9,0.9793783467462116
354,AlMedhyaf (المضياف),26.401351,50.104879,Middle Eastern Restaurant,8.3,0.9812944722368953
355,Zad Alsultan (زاد السلطان),26.392588,50.104756,Middle Eastern Restaurant,9.3,0.993402314
359,مشويات كل الناس,26.416007,50.113605,Middle Eastern Restaurant,7.8,0.9802690861635024
360,Meltzone (ميلتزون),26.39515,50.104671,Burger Joint,8.2,0.9766646987540004
363,بروستد اللاهب,26.405322,50.083349,Fast Food Restaurant,8.3,0.9748107178738256
364,Lghawees (لغاويض),26.401452,50.104936,Middle Eastern Restaurant,7.7,0.9789847642129904
365,سناعة أمي لطيفة,26.400961,50.104203,Bistro,7.7,0.9783322458026494
366,Kudu (كودو),26.402957,50.100955,Fast Food Restaurant,7.6,0.9821644967840164
367,Kudu (كودو),26.402892,50.101009,Fast Food Restaurant,7.5,0.9868564148774196
368,KFC (كنتاكي),26.409576,50.108794,Fried Chicken Joint,7.1,0.9967270505132108
369,Herfy (هرفي),26.401023,50.104896,Fast Food Restaurant,7.3,0.9919626303742142
370,Mama's Chapati (ماماز شباتي),26.417618,50.091998,Indian Restaurant,7.2,0.9650540140239672
371,COSZ Burger (كوسز برجر),26.375895,50.122334,Burger Joint,8.2,0.9222570922536742
372,مايسترو,26.376749,50.176732,Pizzeria,7.2,0.612787289
373,McDonald's (ماكدونالدز),26.355893,50.139848,Burger Joint,7,0.9189219981563764
374,دجاج فرّي,26.37487,50.118533,Fried Chicken Joint,7,0.87158852
375,Chilis Cornich Khobar,26.357077,50.140423,Mexican Restaurant,6.5,0.9054055453707444
377,Yoyo Sandwich,26.38861,50.149443,Sandwich Spot,,0.7097018094439093
382,The Cove Burger T.C.B,26.391627,50.136056,Burger Joint,,0.5217350775254016
385,Sandella's Flatbread,26.384166,50.167752,Sandwich Spot,,0.7224310971630985
387,Fudruckers,26.37447,50.170005,American Restaurant,,0.8761043615159142
389,Army Burger,26.384177,50.125247,Burger Joint,,0.8989321484427596
390,Majestic Restaurant,26.3953,50.134439,Fast Food Restaurant,,0.8483153631834612
391,Razan,26.370219,50.125612,Wings Joint,,0.6081057286973454
392,مشويات الشامي,26.370618,50.12468,BBQ Joint,,0.9075081046929538
394,Tornado taste,26.372247,50.123896,Fast Food Restaurant,,0.9202166775419736
398,Al Shami Resturant (مشويات الرواق الشامي),26.372323,50.123817,Moroccan Restaurant,,0.9865560492599612
400,مطاعم كواتم النزهة البخاري,26.372554,50.123342,Afghan Restaurant,,0.952034718
401,Hindian,26.373551,50.174264,Indian Restaurant,,0.1998984971361692
402,Al-Rakkah Modern Restaurant,26.371661,50.174702,Restaurant,,0.9844845622430062
404,برجر كنج,26.378039,50.120419,Burger Joint,,0.9163119245150132
405,Turkish Ocakbaşı Cafer Ustanın Yeri,26.401899,50.139974,Turkish Restaurant,,0.8441931040197206
406,Abdullah Bukkhari Restaurant,26.40216,50.13961,Afghan Restaurant,,0.048752447
408,Farooj Ryan,26.375247,50.11833,Fried Chicken Joint,,0.6708303555707464
409,Restaurant,26.372395,50.118772,Greek Restaurant,,0.081109074
412,احلى ترويقة,26.401894,50.026825,Sandwich Spot,8,0.9750592963158604
413,Raydan,26.418773,50.028221,Buffet,7.4,0.9529979595852884
414,Tatbilat Zaman (تتبيلة زمان),26.418543,50.017974,Shawarma Restaurant,7.1,0.9672739400264592
415,Shawarma Site,26.421971,50.026664,Shawarma Restaurant,7.1,0.2499249085956353
417,Hamsa (حَمسة),26.411061,50.005084,Seafood Restaurant,,0.9127593242809352
420,كوخ الكتكوت,26.419927,49.997223,Sandwich Spot,,0.9750061427179558
421,تتبيلة زمان,26.419803,49.997018,Diner,5.4,0.995399788
422,Oriental Chinese Restaurant,26.419542,50.027662,Chinese Restaurant,6.1,0.90865778
425,بروستد كرم,26.406228,50.013652,Fried Chicken Joint,,0.7946742068794084
427,هرفي,26.406583,50.014328,Fast Food Restaurant,,0.9937855389491348
428,شاورمجي,26.41986,50.0037,Shawarma Restaurant,4.9,0.999518966
431,هرفي,26.4193,50.019847,Fast Food Restaurant,,0.9985062029681256
432,Alnadeg (الناضج),26.412178,50.0212,Middle Eastern Restaurant,,0.9557737521880082
435,عالم مضغوط حاشيكم,26.415227,50.02288,Middle Eastern Restaurant,,0.9865767641301308
436,عجين ونار,26.415798,50.024092,Halal Restaurant,,0.9722317165377166
437,شاورما زون,26.415973,50.024752,Middle Eastern Restaurant,,0.9744067779055194
438,Cooking Crown Traditional Cuisine (تاج الطهي للمأكولات الشعبية),26.42506,50.024128,Middle Eastern Restaurant,,0.9945945354431964
439,Spice Best Grill,26.41811,50.02739,Restaurant,,0.2912200022786357
441,Salad & Tacos (سالاد أند تاكوز),26.361825,50.195538,Salad Restaurant,9.2,0.991940639
442,Subway (صب واي),26.361271,50.19403,Deli,9.1,0.986099796
444,Manoosha Alreef (منؤشة الريف),26.362318,50.196353,Bakery,8.7,0.9852976197936903
