Business ID,POI Name,POI Latitude,POI Longitude,Category,Rating,Popularity
849,بوفية طعمية بدر,26.354193,50.098435,Sandwich Spot,,0.9922837108618422
850,بيت شرق,26.350868,50.093517,Restaurant,,0.9099628168080456
851,Bakely,26.351023,50.093445,Pizzeria,,0.8690095184828429
852,فوال نور الصباح,26.36906,50.082388,Restaurant,6.1,0.9014593626034448
853,بوفيه تاج السعادة,26.36448,50.095132,Sandwich Spot,,0.9049498182270144
854,مطعم مأكولات الشرق,26.365279,50.095158,Middle Eastern Restaurant,,0.8672591119535158
855,Wabel,26.369806,50.091191,Burger Joint,,0.9152347512661964
856,فوال نور الصباح,26.354056,50.077416,Afghan Restaurant,,0.9659861831815968
857,اقليم الغامدي,26.371508,50.096295,Restaurant,,0.3942971962423225
858,مطعم الفرن,26.35446,50.077072,Middle Eastern Restaurant,,0.903945147
859,الممتاز,26.369755,50.088748,Fast Food Restaurant,,0.9161047758133176
860,صبح و مسا,26.372788,50.099802,Middle Eastern Restaurant,,0.687236533
861,Bukhari Corner Restaurant,26.372989,50.1004,Middle Eastern Restaurant,,0.3104434017959792
862,بوكادو برجر,26.364026,50.078451,Burger Joint,,0.1685361836994686
863,مطعم الجناحي للبخاري,26.36886,50.082027,Afghan Restaurant,,0.9243596515758836
864,Anjar (عنجر),26.371498,50.086154,Shawarma Restaurant,,0.9306880444126816
865,سمك وبهار,26.370964,50.085194,Seafood Restaurant,,0.985551378
866,مطعم عصيدة ومرق,26.371948,50.086845,Restaurant,,0.9973899263586364
867,Al-Multaqa Restaurant,26.336111,50.119377,Mexican Restaurant,,0.7832188836756465
868,Healthy Nation,26.368933,50.082038,Salad Restaurant,,0.9869910615335218
869,Bakes & Grills,26.351227,50.073298,Shawarma Restaurant,,0.060746357
870,Loshi Sushi,26.35096,50.073215,Sushi Restaurant,,0.9828170151943572
871,شطائر الطائر,26.367858,50.080457,Restaurant,,0.9583320386539478
872,Ragheef & Karak Aziz Buffet (بوفية رغيف وكرك عزيز),26.366071,50.077852,Buffet,,0.9767993454101026
873,La Casa Pasta (كازا باستا),26.423776,50.030629,Noodle Restaurant,8.1,0.981543051
874,شواطئ الخليج,26.413809,50.031608,Middle Eastern Restaurant,6.5,0.871174222
875,بروست الطازج,26.421202,50.026512,Fast Food Restaurant,,0.9721902867973776
876,مطاعم بيت المضغوط والمظبي,26.419356,50.027237,Middle Eastern Restaurant,,0.4041781893131985
877,McDonald's,26.355064,50.050757,Fast Food Restaurant,8.2,0.9454163171032326
878,ديوانية ومطعم صحراء العاذرية,26.364931,50.028494,Middle Eastern Restaurant,7.6,0.5810004429373631
879,McDonald's,26.349764,50.051983,Fast Food Restaurant,7.5,0.7232493345347958
880,McDonald's,26.349737,50.052138,Fast Food Restaurant,7.5,0.8998332452951351
881,حلم شاورمتي,26.353554,50.049144,Turkish Restaurant,6.9,0.9727910180322944
882,كودو,26.350609,50.019849,Fast Food Restaurant,,0.5481258221214098
883,مطعم ابوهيثم محطة نفط,26.351268,50.01855,American Restaurant,,0.8737567437881566
884,فلافل ثمار,26.351262,50.018435,Falafel Restaurant,,0.9313183691506914
885,Thimar,26.351351,50.018281,Falafel Restaurant,,0.1288045819140823
886,Al Morooj Restaurant,26.342352,50.037604,Afghan Restaurant,,0.8687816549109778
887,رخيص و قوي,26.343502,50.039753,Fast Food Restaurant,,0.02188526
888,اسياخ,26.343674,50.040035,BBQ Joint,,0.991879771
889,مطعم الرويشن للأكلات الخليجية,26.352672,50.039304,Middle Eastern Restaurant,,0.8734217858289574
890,مذاق اكل بيتي,26.352768,50.039289,Iraqi Restaurant,,0.9719209934851734
891,مطعم ظبي الجنوب (المروج سابقا),26.345649,50.043198,Middle Eastern Restaurant,,0.8748925416109955
892,مطعم ومطبخ المروج,26.345854,50.04313,Middle Eastern Restaurant,,0.9704709525733048
893,الديك الاول,26.360067,50.035287,Sandwich Spot,,0.1971123470983645
894,Rozana Restaurant,26.363071,50.029282,Restaurant,,0.4129120631274177
895,مطعم الامبراطور التركي,26.346488,50.045507,Turkish Restaurant,,0.089022155
896,اذا تبي تتسمم و تموت تعال ذا المطعم,26.363363,50.029027,Burger Joint,,0.957429559
897,مطعم لاهوري,26.354405,50.043237,Indian Chinese Restaurant,,0.6863665081979099
898,Lahab pastries,26.347792,50.046254,Pizzeria,,0.8090296119069074
899,مطعم جبال فيفا,26.365947,50.027782,Diner,,0.99659278
900,Ennabi Grill,26.347033,50.048477,BBQ Joint,,0.902702255
901,مطعم يبيع مرقي,26.356025,50.045018,Pakistani Restaurant,,0.7963728262333116
902,غنم و غنم,26.356223,50.045242,BBQ Joint,,0.953743695
903,Burger Monster,26.360677,50.041341,American Restaurant,,0.8866793027374701
904,بوفيه ركن توكلنا,26.360488,50.04167,Fast Food Restaurant,,0.9936094625526934
905,Oasis Restaurant - KFMMC,26.321652,50.015791,Restaurant,,0.6227562155971211
906,Burger Box,26.356578,50.045681,Burger Joint,,0.088939295
907,مطعم وديوانية حنيذ الجنوب,26.358897,50.043706,Yemeni Restaurant,,0.9758050316419642
908,مطعم نكهة مختلفة,26.347315,50.049564,BBQ Joint,,0.9188805684160376
909,برجر بوكس,26.35667,50.045775,Burger Joint,,0.968337321
910,بوفية عمو رشاد,26.357561,50.044947,Fast Food Restaurant,,0.8797501786657552
911,Sara Pastris,26.359235,50.043499,Restaurant,,0.9844742048079214
912,چباتي وكرك,26.356087,50.046284,Restaurant,,0.9917658391076034
913,Burger Monster,26.36094,50.041923,Burger Joint,,0.910076749
914,مطعم ابو علي لحسه وفول,26.35939,50.04405,Yemeni Restaurant,,0.937233943
915,بوفية امتياز الفنار,26.366431,50.032774,Fast Food Restaurant,,0.920465256
916,برجر مشوي,26.350386,50.049153,Burger Joint,,0.961459984
917,Qassr Al-Madhbi (قصر المظبي),26.348277,50.049891,Middle Eastern Restaurant,,0.9018529451366664
918,ركن الرحلات(حمام-دجاج-خضار مجهزه),26.35709,49.962623,BBQ Joint,8.7,0.9992330223355714
919,باسكن روبنز,26.371513,49.971361,Ice Cream Parlor,7.8,0.9943747082129444
920,McDonald's,26.35008,49.969517,Fast Food Restaurant,7.8,0.9999032688930092
921,Rawabi Najd Restaurant (مطعم روابي نجد),26.342151,49.970854,Middle Eastern Restaurant,8.1,0.9997363243884416
922,Al Baik (البيك),26.342118,49.970651,Fast Food Restaurant,7.9,0.9998820445459344
923,Maestro Pizza,26.371938,49.971415,Pizzeria,7,0.950469118
924,Golden Corner (الركن الذهبي),26.360255,49.967414,Middle Eastern Restaurant,6.5,0.9975627374776034
925,شقة اليهود,26.366607,49.965669,Diner,,0.093419447
926,فوال الطائف,26.36762,49.96457,Restaurant,,0.99859507
927,Burgerizzr,26.371606,49.971302,Burger Joint,,0.9988303196160174
928,هرفي,26.372021,49.971404,Fast Food Restaurant,,0.9994232016469482
929,مطابخ قاعة الاندلس فرع الفرسان,26.362175,49.965896,Asian Restaurant,,0.991176194
930,بوفية المربع الذهبي,26.360684,49.966352,Sandwich Spot,,0.9929702112216992
931,فلافل لمار,26.360684,49.966352,Falafel Restaurant,,0.9328743886389176
932,بقالة بيتنا الصغيرة الدبة,26.36047,49.967001,Fried Chicken Joint,,0.8570333579805517
