Business ID,District,City,Latitude,Longitude,POI Name,POI Latitude,POI Longitude,Category,Rating,Popularity,Business Type
146,Al Athir Dist.,Dammam,26.4367416,50.0607492,Shawati Alkhleej (شواطئ الخليج),26.433173,50.08292,Middle Eastern Restaurant,8.6,0.9578245243347936,Restaurant
147,Al Athir Dist.,Dammam,26.4367416,50.0607492,Ensalada (انشلادا),26.452611,50.080629,Salad Restaurant,8.9,0.9870739210142,Restaurant
148,Al Athir Dist.,Dammam,26.4367416,50.0607492,فوال الطائف,26.432779,50.044833,Persian Restaurant,8.1,0.963034314182436,Restaurant
149,Al Athir Dist.,Dammam,26.4367416,50.0607492,نجم سهيل | مأكولات شعبية,26.441254,50.07309,Restaurant,8.0,0.9802587287284176,Restaurant
150,Al Athir Dist.,Dammam,26.4367416,50.0607492,Abu Al Tayib Restaurant (مطعم أبو الطيب),26.440775,50.071026,Turkish Restaurant,7.8,0.986193539031994,Restaurant
151,Al Athir Dist.,Dammam,26.4367416,50.0607492,Raising Cane’s,26.462107,50.068528,Fried Chicken Joint,9.1,0.9852613698743644,Restaurant
152,Al Athir Dist.,Dammam,26.4367416,50.0607492,Al Kapsa Al Hasaweyah (الكبسة الحساوية لفانا),26.416619,50.051179,Restaurant,8.5,0.974935007094843,Restaurant
153,Al Athir Dist.,Dammam,26.4367416,50.0607492,حاشي باشا,26.433256,50.044766,Halal Restaurant,8.0,0.9728013754673792,Restaurant
154,Al Athir Dist.,Dammam,26.4367416,50.0607492,Dunkin' Donuts (دانكن دونتس),26.411861,50.072033,Coffee Shop,8.9,0.989342199297766,Restaurant
155,Al Athir Dist.,Dammam,26.4367416,50.0607492,Al Ennabi Gril (المَشوَى العنَّابي),26.45923,50.050927,Kebab Restaurant,8.6,0.9977275442781488,Restaurant
156,Al Athir Dist.,Dammam,26.4367416,50.0607492,Maestro Pizza (مايسترو بيتزا),26.426586,50.03549,Pizzeria,8.5,0.9804555199950284,Restaurant
157,Al Athir Dist.,Dammam,26.4367416,50.0607492,مطعم شواية الخليج,26.439202,50.083223,Restaurant,8.2,0.988969331634714,Restaurant
158,Al Athir Dist.,Dammam,26.4367416,50.0607492,مندي الاحساء,26.462912,50.055936,Caribbean Restaurant,8.6,0.9723663631938186,Restaurant
159,Al Athir Dist.,Dammam,26.4367416,50.0607492,البراحة للكباب العراقي,26.422956,50.078515,Iraqi Restaurant,8.1,0.99423090865778,Restaurant
160,Al Athir Dist.,Dammam,26.4367416,50.0607492,تكة عراد,26.433862,50.080075,BBQ Joint,7.9,0.968057670198552,Restaurant
161,Al Athir Dist.,Dammam,26.4367416,50.0607492,مطعم الورده الشاميه,26.431776,50.042551,BBQ Joint,7.8,0.987260354845726,Restaurant
162,Al Athir Dist.,Dammam,26.4367416,50.0607492,KFC (دجاج كنتاكي),26.430635,50.067014,Fried Chicken Joint,7.4,0.9821437819138468,Restaurant
