keyword,Title,Review_Count,Rating,Address,Country,City,State,Website,Phone,Open_Time,Page_URL,Google_id,Place_id,Additional_info,Latitude,Longitude,Category,Main_image,Image_1,Image_2,Image_3,Description,Price_Range,Current_Status,Plus_code_URL,Plus_code,Delivery,Open_Time_Monday,Open_Time_Tuesday,Open_Time_Wednesday,Open_Time_Thursday,Open_Time_Friday,Open_Time_Saturday,Open_Time_Sunday,Popular_times_Monday,Popular_times_Tuesday,Popular_times_Wednesday,Popular_times_Thursday,Popular_times_Friday,Popular_times_Saturday,Popular_times_Sunday,general_category
Kudo,Kudu - King Saud St,1614.0,3.9,"8528 Prince Mohammed Bin Fahd Road, Ar Rabi, Dammam 32241, Saudi Arabia",SA,Dammam,,https://www.kudu.com.sa/,+966 9200 06999,"Friday Open 24 hours  2025-03-21
Saturday Open 24 hours  2025-03-22
Sunday Open 24 hours  2025-03-23
Monday Open 24 hours  2025-03-24
Tuesday Open 24 hours  2025-03-25
Wednesday Open 24 hours  2025-03-26
Thursday Open 24 hours  2025-03-27
 ",https://www.google.com/maps/place/Kudu+-+King+Saud+St/data=!4m5!3m4!1s0x3e49fb9ef45ec9a3:0xe130ca8af26502f1!8m2!3d26.4420175!4d50.1177564?authuser=0&hl=en&rclk=1,0x3e49fb9ef45ec9a3:0xe130ca8af26502f1,ChIJo8le9J77ST4R8QJl8orKMOE,,26.4420175,50.1177564,restaurants,https://lh5.googleusercontent.com/p/AF1QipOpFzQEkvlnBRLUACupyuXJahT7YfuHnSKASMrC=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipOpFzQEkvlnBRLUACupyuXJahT7YfuHnSKASMrC=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipMy4WxroxqeH3OSaZV_ybvHOTqCD-K6sd7YbC5n=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipNwhdklw9F7Aiasxefe9E_FF30O2WgnlJny_Ose=w1024-h960-p-k-no,,SAR 20–40,,https://plus.codes/C4R9+R4 Dammam Saudi Arabia,C4R9+R4 Dammam Saudi Arabia,Delivery,Monday Open 24 hours  2025-03-24,Tuesday Open 24 hours  2025-03-25,Wednesday Open 24 hours  2025-03-26,Thursday Open 24 hours  2025-03-27,Friday Open 24 hours  2025-03-21,Saturday Open 24 hours  2025-03-22,Sunday Open 24 hours  2025-03-23,11% busy at 4 AM;18% busy at 5 AM;27% busy at 6 AM;41% busy at 7 AM;44% busy at 8 AM;39% busy at 9 AM;38% busy at 10 AM;43% busy at 11 AM;47% busy at 12 PM;52% busy at 1 PM;46% busy at 2 PM;38% busy at 3 PM;35% busy at 4 PM;45% busy at 5 PM;55% busy at 6 PM;63% busy at 7 PM;70% busy at 8 PM;71% busy at 9 PM;67% busy at 10 PM;55% busy at 11 PM;38% busy at 12 AM;23% busy at 1 AM;14% busy at 2 AM;11% busy at 3 AM;,10% busy at 4 AM;17% busy at 5 AM;29% busy at 6 AM;46% busy at 7 AM;44% busy at 8 AM;47% busy at 9 AM;44% busy at 10 AM;45% busy at 11 AM;46% busy at 12 PM;50% busy at 1 PM;50% busy at 2 PM;47% busy at 3 PM;47% busy at 4 PM;53% busy at 5 PM;65% busy at 6 PM;73% busy at 7 PM;79% busy at 8 PM;76% busy at 9 PM;64% busy at 10 PM;50% busy at 11 PM;37% busy at 12 AM;24% busy at 1 AM;14% busy at 2 AM;11% busy at 3 AM;,8% busy at 4 AM;17% busy at 5 AM;28% busy at 6 AM;51% busy at 7 AM;55% busy at 8 AM;56% busy at 9 AM;55% busy at 10 AM;52% busy at 11 AM;53% busy at 12 PM;52% busy at 1 PM;54% busy at 2 PM;52% busy at 3 PM;52% busy at 4 PM;56% busy at 5 PM;56% busy at 6 PM;61% busy at 7 PM;65% busy at 8 PM;67% busy at 9 PM;56% busy at 10 PM;55% busy at 11 PM;37% busy at 12 AM;29% busy at 1 AM;17% busy at 2 AM;13% busy at 3 AM;,17% busy at 4 AM;19% busy at 5 AM;25% busy at 6 AM;34% busy at 7 AM;36% busy at 8 AM;43% busy at 9 AM;44% busy at 10 AM;50% busy at 11 AM;47% busy at 12 PM;52% busy at 1 PM;47% busy at 2 PM;50% busy at 3 PM;49% busy at 4 PM;59% busy at 5 PM;70% busy at 6 PM;80% busy at 7 PM;91% busy at 8 PM;100% busy at 9 PM;92% busy at 10 PM;83% busy at 11 PM;67% busy at 12 AM;52% busy at 1 AM;36% busy at 2 AM;23% busy at 3 AM;,12% busy at 4 AM;13% busy at 5 AM;14% busy at 6 AM;20% busy at 7 AM;28% busy at 8 AM;30% busy at 9 AM;35% busy at 10 AM;37% busy at 11 AM;45% busy at 12 PM;48% busy at 1 PM;52% busy at 2 PM;55% busy at 3 PM;57% busy at 4 PM;59% busy at 5 PM;63% busy at 6 PM;64% busy at 7 PM;70% busy at 8 PM;79% busy at 9 PM;80% busy at 10 PM;76% busy at 11 PM;52% busy at 12 AM;38% busy at 1 AM;25% busy at 2 AM;16% busy at 3 AM;,11% busy at 4 AM;11% busy at 5 AM;16% busy at 6 AM;29% busy at 7 AM;41% busy at 8 AM;47% busy at 9 AM;49% busy at 10 AM;50% busy at 11 AM;48% busy at 12 PM;44% busy at 1 PM;47% busy at 2 PM;54% busy at 3 PM;62% busy at 4 PM;66% busy at 5 PM;61% busy at 6 PM;67% busy at 7 PM;71% busy at 8 PM;70% busy at 9 PM;61% busy at 10 PM;48% busy at 11 PM;39% busy at 12 AM;27% busy at 1 AM;20% busy at 2 AM;16% busy at 3 AM;,9% busy at 4 AM;20% busy at 5 AM;41% busy at 6 AM;67% busy at 7 AM;67% busy at 8 AM;57% busy at 9 AM;50% busy at 10 AM;49% busy at 11 AM;50% busy at 12 PM;52% busy at 1 PM;47% busy at 2 PM;44% busy at 3 PM;42% busy at 4 PM;50% busy at 5 PM;64% busy at 6 PM;73% busy at 7 PM;79% busy at 8 PM;75% busy at 9 PM;61% busy at 10 PM;48% busy at 11 PM;28% busy at 12 AM;18% busy at 1 AM;10% busy at 2 AM;7% busy at 3 AM;,1
Kudo,Kudu - Al Rakah Al Shamaliyah,1680.0,3.9,"7869 Khaled Ibn Al Walid St, 4193, Dammam 34224, Saudi Arabia",SA,Dammam,,https://www.kudu.com.sa/,+966 9200 06999,"Friday Open 24 hours  2025-03-21
Saturday Open 24 hours  2025-03-22
Sunday Open 24 hours  2025-03-23
Monday Open 24 hours  2025-03-24
Tuesday Open 24 hours  2025-03-25
Wednesday Open 24 hours  2025-03-26
Thursday Open 24 hours  2025-03-27
 ",https://www.google.com/maps/place/Kudu+-+Al+Rakah+Al+Shamaliyah/data=!4m5!3m4!1s0x3e49ef413bed3375:0x5bc6e24157c21033!8m2!3d26.3642251!4d50.2002842?authuser=0&hl=en&rclk=1,0x3e49ef413bed3375:0x5bc6e24157c21033,ChIJdTPtO0HvST4RMxDCV0Hixls,,26.3642251,50.2002842,restaurants,https://lh5.googleusercontent.com/p/AF1QipPRMMQQqC6GjwmCXqQkHgUaNW028hmMMOeS8CFV=w408-h408-k-no,https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDxt-vz_AE=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/CIHM0ogKEICAgMCQqMLPIQ=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/CIHM0ogKEICAgIDC547h6QE=w1024-h960-p-k-no,,SAR 20–40,,https://plus.codes/9672+M4 Dammam Saudi Arabia,9672+M4 Dammam Saudi Arabia,Delivery,Monday Open 24 hours  2025-03-24,Tuesday Open 24 hours  2025-03-25,Wednesday Open 24 hours  2025-03-26,Thursday Open 24 hours  2025-03-27,Friday Open 24 hours  2025-03-21,Saturday Open 24 hours  2025-03-22,Sunday Open 24 hours  2025-03-23,10% busy at 4 AM;16% busy at 5 AM;25% busy at 6 AM;35% busy at 7 AM;44% busy at 8 AM;47% busy at 9 AM;48% busy at 10 AM;45% busy at 11 AM;43% busy at 12 PM;42% busy at 1 PM;41% busy at 2 PM;42% busy at 3 PM;48% busy at 4 PM;55% busy at 5 PM;63% busy at 6 PM;66% busy at 7 PM;68% busy at 8 PM;60% busy at 9 PM;49% busy at 10 PM;39% busy at 11 PM;27% busy at 12 AM;17% busy at 1 AM;9% busy at 2 AM;8% busy at 3 AM;,10% busy at 4 AM;14% busy at 5 AM;24% busy at 6 AM;34% busy at 7 AM;40% busy at 8 AM;41% busy at 9 AM;41% busy at 10 AM;40% busy at 11 AM;42% busy at 12 PM;43% busy at 1 PM;41% busy at 2 PM;42% busy at 3 PM;47% busy at 4 PM;56% busy at 5 PM;61% busy at 6 PM;67% busy at 7 PM;66% busy at 8 PM;62% busy at 9 PM;51% busy at 10 PM;37% busy at 11 PM;21% busy at 12 AM;13% busy at 1 AM;8% busy at 2 AM;8% busy at 3 AM;,7% busy at 4 AM;11% busy at 5 AM;22% busy at 6 AM;31% busy at 7 AM;44% busy at 8 AM;47% busy at 9 AM;47% busy at 10 AM;43% busy at 11 AM;38% busy at 12 PM;36% busy at 1 PM;38% busy at 2 PM;40% busy at 3 PM;46% busy at 4 PM;53% busy at 5 PM;63% busy at 6 PM;66% busy at 7 PM;65% busy at 8 PM;60% busy at 9 PM;49% busy at 10 PM;40% busy at 11 PM;28% busy at 12 AM;17% busy at 1 AM;9% busy at 2 AM;5% busy at 3 AM;,8% busy at 4 AM;11% busy at 5 AM;22% busy at 6 AM;27% busy at 7 AM;39% busy at 8 AM;46% busy at 9 AM;51% busy at 10 AM;51% busy at 11 AM;47% busy at 12 PM;41% busy at 1 PM;41% busy at 2 PM;47% busy at 3 PM;62% busy at 4 PM;71% busy at 5 PM;78% busy at 6 PM;82% busy at 7 PM;87% busy at 8 PM;85% busy at 9 PM;78% busy at 10 PM;66% busy at 11 PM;46% busy at 12 AM;25% busy at 1 AM;15% busy at 2 AM;8% busy at 3 AM;,8% busy at 4 AM;8% busy at 5 AM;11% busy at 6 AM;19% busy at 7 AM;27% busy at 8 AM;34% busy at 9 AM;34% busy at 10 AM;33% busy at 11 AM;39% busy at 12 PM;51% busy at 1 PM;56% busy at 2 PM;61% busy at 3 PM;69% busy at 4 PM;80% busy at 5 PM;91% busy at 6 PM;100% busy at 7 PM;99% busy at 8 PM;93% busy at 9 PM;80% busy at 10 PM;59% busy at 11 PM;35% busy at 12 AM;19% busy at 1 AM;11% busy at 2 AM;10% busy at 3 AM;,7% busy at 4 AM;12% busy at 5 AM;24% busy at 6 AM;41% busy at 7 AM;55% busy at 8 AM;63% busy at 9 AM;66% busy at 10 AM;61% busy at 11 AM;61% busy at 12 PM;60% busy at 1 PM;63% busy at 2 PM;66% busy at 3 PM;72% busy at 4 PM;77% busy at 5 PM;85% busy at 6 PM;89% busy at 7 PM;92% busy at 8 PM;83% busy at 9 PM;64% busy at 10 PM;50% busy at 11 PM;30% busy at 12 AM;19% busy at 1 AM;11% busy at 2 AM;8% busy at 3 AM;,9% busy at 4 AM;16% busy at 5 AM;30% busy at 6 AM;43% busy at 7 AM;54% busy at 8 AM;58% busy at 9 AM;56% busy at 10 AM;57% busy at 11 AM;55% busy at 12 PM;51% busy at 1 PM;47% busy at 2 PM;46% busy at 3 PM;57% busy at 4 PM;69% busy at 5 PM;77% busy at 6 PM;80% busy at 7 PM;77% busy at 8 PM;69% busy at 9 PM;57% busy at 10 PM;38% busy at 11 PM;24% busy at 12 AM;13% busy at 1 AM;10% busy at 2 AM;8% busy at 3 AM;,1
Herfy,Herfy,1349.0,3.8,"7752 18th Street, Al Rawdah, Dammam 32257, Saudi Arabia",SA,Dammam,,http://www.herfy.com/ar/,+966 9200 01111,"Thursday 12–6 AM 9:30 AM–12 AM 2025-03-20
Friday 12–6 AM 12 PM–12 AM 2025-03-21
Saturday 12–6 AM 9:30 AM–12 AM 2025-03-22
Sunday 12–6 AM 9:30 AM–12 AM 2025-03-23
Monday 12–6 AM 9:30 AM–12 AM 2025-03-24
Tuesday 12–6 AM 9:30 AM–12 AM 2025-03-25
Wednesday 12–6 AM 9:30 AM–12 AM 2025-03-26
 ",https://www.google.com/maps/place/Herfy/data=!4m5!3m4!1s0x3e49fcbfc898b097:0x17a31d5e247223d!8m2!3d26.4068408!4d50.0822664?authuser=0&hl=en&rclk=1,0x3e49fcbfc898b097:0x17a31d5e247223d,ChIJl7CYyL_8ST4RPSJH4tUxegE,,26.4068408,50.0822664,مطعم همبرغر,https://lh5.googleusercontent.com/p/AF1QipMPTh5AF241l2tryF0sspMYq4my7CpB0f1wXsdq=w408-h442-k-no,https://lh5.googleusercontent.com/p/AF1QipMR9pIuV-dkCJbsutT3fFNZuY57lbeTRXxAejlq=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipMVEvgeWiO8nIrOqeHnnLwhoRqI6baXeklmxMAM=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipOXiuLFOkQZS4YKaW1DEgPiN0JrX1kR3he3QdcE=w1024-h960-p-k-no,,SAR 20–40,,https://plus.codes/C34J+PW Dammam Saudi Arabia,C34J+PW Dammam Saudi Arabia,Delivery,Monday 12–6 AM 9:30 AM–12 AM 2025-03-24,Tuesday 12–6 AM 9:30 AM–12 AM 2025-03-25,Wednesday 12–6 AM 9:30 AM–12 AM 2025-03-26,Thursday 12–6 AM 9:30 AM–12 AM 2025-03-20,Friday 12–6 AM 12 PM–12 AM 2025-03-21,Saturday 12–6 AM 9:30 AM–12 AM 2025-03-22,Sunday 12–6 AM 9:30 AM–12 AM 2025-03-23,0% busy at 6 AM;0% busy at 7 AM;0% busy at 8 AM;21% busy at 9 AM;28% busy at 10 AM;34% busy at 11 AM;32% busy at 12 PM;40% busy at 1 PM;39% busy at 2 PM;42% busy at 3 PM;35% busy at 4 PM;39% busy at 5 PM;42% busy at 6 PM;53% busy at 7 PM;59% busy at 8 PM;51% busy at 9 PM;51% busy at 10 PM;34% busy at 11 PM;21% busy at 12 AM;15% busy at 1 AM;17% busy at 2 AM;14% busy at 3 AM;1% busy at 4 AM;1% busy at 5 AM;,0% busy at 6 AM;0% busy at 7 AM;0% busy at 8 AM;18% busy at 9 AM;20% busy at 10 AM;26% busy at 11 AM;37% busy at 12 PM;51% busy at 1 PM;51% busy at 2 PM;50% busy at 3 PM;51% busy at 4 PM;53% busy at 5 PM;70% busy at 6 PM;71% busy at 7 PM;65% busy at 8 PM;64% busy at 9 PM;53% busy at 10 PM;46% busy at 11 PM;29% busy at 12 AM;17% busy at 1 AM;10% busy at 2 AM;4% busy at 3 AM;7% busy at 4 AM;4% busy at 5 AM;,0% busy at 6 AM;0% busy at 7 AM;0% busy at 8 AM;14% busy at 9 AM;21% busy at 10 AM;42% busy at 11 AM;53% busy at 12 PM;59% busy at 1 PM;46% busy at 2 PM;43% busy at 3 PM;51% busy at 4 PM;56% busy at 5 PM;68% busy at 6 PM;78% busy at 7 PM;82% busy at 8 PM;87% busy at 9 PM;68% busy at 10 PM;54% busy at 11 PM;32% busy at 12 AM;23% busy at 1 AM;17% busy at 2 AM;18% busy at 3 AM;12% busy at 4 AM;12% busy at 5 AM;,0% busy at 6 AM;0% busy at 7 AM;0% busy at 8 AM;21% busy at 9 AM;26% busy at 10 AM;37% busy at 11 AM;48% busy at 12 PM;54% busy at 1 PM;53% busy at 2 PM;62% busy at 3 PM;60% busy at 4 PM;57% busy at 5 PM;45% busy at 6 PM;40% busy at 7 PM;54% busy at 8 PM;73% busy at 9 PM;90% busy at 10 PM;92% busy at 11 PM;71% busy at 12 AM;48% busy at 1 AM;31% busy at 2 AM;21% busy at 3 AM;4% busy at 4 AM;7% busy at 5 AM;,0% busy at 6 AM;0% busy at 7 AM;0% busy at 8 AM;0% busy at 9 AM;0% busy at 10 AM;0% busy at 11 AM;26% busy at 12 PM;34% busy at 1 PM;34% busy at 2 PM;34% busy at 3 PM;39% busy at 4 PM;54% busy at 5 PM;70% busy at 6 PM;87% busy at 7 PM;92% busy at 8 PM;100% busy at 9 PM;89% busy at 10 PM;67% busy at 11 PM;40% busy at 12 AM;18% busy at 1 AM;10% busy at 2 AM;7% busy at 3 AM;9% busy at 4 AM;12% busy at 5 AM;,0% busy at 6 AM;0% busy at 7 AM;0% busy at 8 AM;18% busy at 9 AM;26% busy at 10 AM;25% busy at 11 AM;28% busy at 12 PM;26% busy at 1 PM;23% busy at 2 PM;25% busy at 3 PM;31% busy at 4 PM;42% busy at 5 PM;50% busy at 6 PM;50% busy at 7 PM;56% busy at 8 PM;50% busy at 9 PM;42% busy at 10 PM;32% busy at 11 PM;23% busy at 12 AM;14% busy at 1 AM;4% busy at 2 AM;6% busy at 3 AM;29% busy at 4 AM;18% busy at 5 AM;,0% busy at 6 AM;0% busy at 7 AM;0% busy at 8 AM;14% busy at 9 AM;18% busy at 10 AM;25% busy at 11 AM;31% busy at 12 PM;34% busy at 1 PM;43% busy at 2 PM;53% busy at 3 PM;62% busy at 4 PM;53% busy at 5 PM;50% busy at 6 PM;50% busy at 7 PM;62% busy at 8 PM;62% busy at 9 PM;59% busy at 10 PM;51% busy at 11 PM;39% busy at 12 AM;25% busy at 1 AM;25% busy at 2 AM;29% busy at 3 AM;9% busy at 4 AM;4% busy at 5 AM;,1
Kudo,Kudu - Dhahran Center,1093.0,3.9,"King Fahd Road, Al Khobar Al Janubiyah, Al Khobar 34621, Saudi Arabia",SA,Al Khobar,,https://www.kudu.com.sa/,+966 9200 06999,"Friday Open 24 hours  2025-03-21
Saturday Open 24 hours  2025-03-22
Sunday Open 24 hours  2025-03-23
Monday Open 24 hours  2025-03-24
Tuesday Open 24 hours  2025-03-25
Wednesday Open 24 hours  2025-03-26
Thursday Open 24 hours  2025-03-27
 ",https://www.google.com/maps/place/Kudu+-+Dhahran+Center/data=!4m5!3m4!1s0x3e49e8239960495d:0xefc8b2db320b6dd5!8m2!3d26.2792681!4d50.208064?authuser=0&hl=en&rclk=1,0x3e49e8239960495d:0xefc8b2db320b6dd5,ChIJXUlgmSPoST4R1W0LMtuyyO8,,26.2792681,50.208064,restaurants,https://lh5.googleusercontent.com/p/AF1QipPeZA2mI8TaDuuirUjXKqKVu0bSA1aylwh4roOf=w408-h306-k-no,https://lh5.googleusercontent.com/p/AF1QipPeZA2mI8TaDuuirUjXKqKVu0bSA1aylwh4roOf=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipO17CLMc_C3oUUoulHrxIpOkd7pIU1Wcjfejkgb=w1024-h960-p-k-no,https://lh5.googleusercontent.com/p/AF1QipOwjnkfKHv7KxTFTnr8fdNIJemC8CWatyih5pWu=w1024-h960-p-k-no,,SAR 20–40,,https://plus.codes/76H5+P6 Al Khobar Saudi Arabia,76H5+P6 Al Khobar Saudi Arabia,Delivery,Monday Open 24 hours  2025-03-24,Tuesday Open 24 hours  2025-03-25,Wednesday Open 24 hours  2025-03-26,Thursday Open 24 hours  2025-03-27,Friday Open 24 hours  2025-03-21,Saturday Open 24 hours  2025-03-22,Sunday Open 24 hours  2025-03-23,21% busy at 4 AM;14% busy at 5 AM;14% busy at 6 AM;21% busy at 7 AM;28% busy at 8 AM;30% busy at 9 AM;30% busy at 10 AM;34% busy at 11 AM;38% busy at 12 PM;40% busy at 1 PM;40% busy at 2 PM;42% busy at 3 PM;40% busy at 4 PM;45% busy at 5 PM;50% busy at 6 PM;58% busy at 7 PM;64% busy at 8 PM;70% busy at 9 PM;62% busy at 10 PM;57% busy at 11 PM;41% busy at 12 AM;27% busy at 1 AM;27% busy at 2 AM;22% busy at 3 AM;,24% busy at 4 AM;24% busy at 5 AM;30% busy at 6 AM;30% busy at 7 AM;38% busy at 8 AM;40% busy at 9 AM;50% busy at 10 AM;47% busy at 11 AM;48% busy at 12 PM;50% busy at 1 PM;41% busy at 2 PM;37% busy at 3 PM;37% busy at 4 PM;40% busy at 5 PM;51% busy at 6 PM;61% busy at 7 PM;72% busy at 8 PM;84% busy at 9 PM;77% busy at 10 PM;65% busy at 11 PM;44% busy at 12 AM;31% busy at 1 AM;24% busy at 2 AM;22% busy at 3 AM;,22% busy at 4 AM;24% busy at 5 AM;28% busy at 6 AM;37% busy at 7 AM;40% busy at 8 AM;40% busy at 9 AM;38% busy at 10 AM;42% busy at 11 AM;41% busy at 12 PM;37% busy at 1 PM;34% busy at 2 PM;32% busy at 3 PM;31% busy at 4 PM;38% busy at 5 PM;40% busy at 6 PM;54% busy at 7 PM;58% busy at 8 PM;64% busy at 9 PM;54% busy at 10 PM;45% busy at 11 PM;37% busy at 12 AM;32% busy at 1 AM;30% busy at 2 AM;27% busy at 3 AM;,25% busy at 4 AM;22% busy at 5 AM;21% busy at 6 AM;25% busy at 7 AM;27% busy at 8 AM;34% busy at 9 AM;28% busy at 10 AM;35% busy at 11 AM;32% busy at 12 PM;38% busy at 1 PM;35% busy at 2 PM;35% busy at 3 PM;34% busy at 4 PM;42% busy at 5 PM;57% busy at 6 PM;68% busy at 7 PM;74% busy at 8 PM;75% busy at 9 PM;78% busy at 10 PM;77% busy at 11 PM;71% busy at 12 AM;57% busy at 1 AM;42% busy at 2 AM;34% busy at 3 AM;,28% busy at 4 AM;37% busy at 5 AM;40% busy at 6 AM;48% busy at 7 AM;58% busy at 8 AM;68% busy at 9 AM;68% busy at 10 AM;65% busy at 11 AM;65% busy at 12 PM;68% busy at 1 PM;61% busy at 2 PM;50% busy at 3 PM;50% busy at 4 PM;48% busy at 5 PM;50% busy at 6 PM;62% busy at 7 PM;84% busy at 8 PM;100% busy at 9 PM;97% busy at 10 PM;82% busy at 11 PM;61% busy at 12 AM;48% busy at 1 AM;40% busy at 2 AM;32% busy at 3 AM;,37% busy at 4 AM;28% busy at 5 AM;34% busy at 6 AM;38% busy at 7 AM;48% busy at 8 AM;50% busy at 9 AM;55% busy at 10 AM;52% busy at 11 AM;51% busy at 12 PM;47% busy at 1 PM;47% busy at 2 PM;45% busy at 3 PM;50% busy at 4 PM;52% busy at 5 PM;48% busy at 6 PM;41% busy at 7 PM;55% busy at 8 PM;61% busy at 9 PM;70% busy at 10 PM;58% busy at 11 PM;48% busy at 12 AM;42% busy at 1 AM;47% busy at 2 AM;42% busy at 3 AM;,35% busy at 4 AM;37% busy at 5 AM;42% busy at 6 AM;47% busy at 7 AM;51% busy at 8 AM;47% busy at 9 AM;42% busy at 10 AM;44% busy at 11 AM;48% busy at 12 PM;48% busy at 1 PM;44% busy at 2 PM;35% busy at 3 PM;38% busy at 4 PM;35% busy at 5 PM;47% busy at 6 PM;45% busy at 7 PM;54% busy at 8 PM;57% busy at 9 PM;57% busy at 10 PM;57% busy at 11 PM;44% busy at 12 AM;35% busy at 1 AM;32% busy at 2 AM;37% busy at 3 AM;,1
