POI Name,POI Latitude,POI Longitude,Category,Rating,Popularity,Matched Population,Population Within 1km
كرك و چباتي Kark wa Shapaty,26.372248,50.063735,Coffee Shop,8.4,0.9878300137753888,500.0,28320
Art Café,26.391894,50.036045,Coffee Shop,8.1,0.9953184393416814,181.0,21942
L’ETO (لِتو),26.390649,50.036907,Café,8.1,0.9983635252566054,,18004
Molten Chocolate Cafe,26.392602,50.03645,Café,8.2,0.97577395933671,181.0,23223
وادي القهوة,26.396111,50.03789,Coffee Shop,8.3,0.9924183575179444,1000.0,26989
barn’s (بارنز),26.382694,50.055268,Coffee Shop,7.9,0.9943448404437124,1364.0,16851
Dozeto coffee (جرعة القهوة),26.386485,50.060802,Coffee Shop,8.2,0.9826616536680856,937.0,15176
Kyan (كيان),26.392297,50.031051,Coffee Shop,7.9,0.9995924619975394,687.0,22384
ديوانية وقت القهوة,26.374046,50.043193,Café,7.2,0.979647640058416,960.0,22953
مقهى ديوانية كيف النشاما,26.356911,50.060981,Coffee Shop,7.9,0.9737024723197548,646.0,32722
مقهى بوهيثم,26.364224,50.028799,Café,7.3,0.996840422557918,95.0,14728
Starbucks (ستاربكس),26.396443,50.043428,Coffee Shop,7.9,0.9991921200633876,241.0,22953
Sever,26.369747,50.057648,Coffee Shop,7.6,0.8763115102176097,1244.0,32474
blue star Cafe,26.392161,50.037537,Café,7.4,0.98891754445929,59.0,21709
Mêler Bakery & Coffee,26.378166,50.058582,Coffee Shop,7.3,0.944794870998146,963.0,18719
Bogotá Café,26.349178,50.01883,Coffee Shop,7.3,0.9893629141679354,,388
Cafanna,26.438299,50.056284,Café,6.7,0.8708220696226786,1605.0,17521
قهوة الديوانيه,26.436835,50.054243,Café,6.6,0.9022465276698878,180.0,22643
Sweet Evolution,26.431205,50.041103,Coffee Shop,,0.4283006556256408,1243.0,43325
Damnam,26.429645,50.040476,Café,,0.3341204983997762,1243.0,43655
Wacafe,26.429634,50.0406,Coffee Shop,,0.8974717500958063,1243.0,43655
Noimi Coffee,26.424784,50.024794,Coffee Shop,,0.9535246094904642,1195.0,53651
مقهى أبو هيثم,26.437816,50.013521,Café,5.8,0.9832888296439488,,20324
البشيري,26.421223,50.030949,Coffee Shop,,0.7229282540471678,1476.0,48157
لقيمات ذوق,26.421971,50.026664,Café,,0.263607080342624,842.0,51485
ستاربكس,26.423894,50.017174,Coffee Shop,,0.9921267597407728,2612.0,44196
Cup And Dessert,26.418901,50.018957,Café,,0.9996501800061306,1400.0,47190
الديوانية المخملية,26.438959,50.054984,Coffee Shop,,0.5989393986473189,1605.0,19081
بيت سعود بن نايف للقهوه العربيه,26.416855,50.020909,Café,,0.8203917181949062,1400.0,46714
مقهى وديوانية الركن المديني,26.42157,50.01498,Café,,0.997549911253472,1385.0,43915
7Up COffee,26.472272,50.086213,Café,8.2,0.97831153093248,215.0,19059
Back Team Coffee,26.454762,50.105609,Coffee Shop,,0.9653647370765104,298.0,29309
Ben’s Cookies,26.458233,50.092459,Coffee Shop,,0.96445328278905,2928.0,42248
Paradise Café (بارادايز كافيه),26.472918,50.086161,Café,6.2,0.9577934520295394,215.0,17090
حكايات,26.459292,50.09079,Café,,0.2037514629877057,909.0,48646
Griffiths | Café,26.454715,50.096413,Coffee Shop,,0.9302633895742058,3010.0,45818
All Day (اول دي),26.404895,50.102219,Café,9.4,0.991745124237434,247.0,15155
Onda (اوندا),26.40564,50.101155,Coffee Shop,8.8,0.97646790748739,565.0,14684
Starbucks (ستاربكس),26.399071,50.104867,Coffee Shop,9.0,0.988544676796238,717.0,18443
Bitten (بيتن),26.400442,50.096558,Coffee Shop,8.7,0.9888036126733576,475.0,15298
UMQ Coffee (قهوة عُمق),26.397581,50.092256,Coffee Shop,9.6,0.9996374897720328,264.0,14812
Pages Coffee,26.400216,50.0973,Coffee Shop,8.5,0.9913929714445516,475.0,14798
Otten (اوتن),26.391985,50.104063,Coffee Shop,9.5,0.9999896425649152,523.0,15422
Coffee Warehouse (مستودع القهوة),26.39495,50.104782,Coffee Shop,8.9,0.989425058778444,764.0,15639
Karak Albait (كرك البيت),26.392967,50.09158,Café,9.0,0.956975214657842,822.0,15383
Chart (تشارت),26.384994,50.100857,Coffee Shop,9.4,0.997876725807621,123.0,11633
Coach Cup (كوتش كب),26.395831,50.089747,Café,8.2,0.95684056800174,768.0,16076
Dunkin' Donuts (دانكن دونتس),26.403195,50.077633,Coffee Shop,8.0,0.9707609607556784,931.0,23171
Time Out Cafe,26.403023,50.105907,Coffee Shop,6.9,0.9479124589586636,835.0,15730
30Days Cafe,26.414911,50.108156,Coffee Shop,,0.942713026546106,224.0,29949
Barn’s (بارنز),26.412571,50.110463,Coffee Shop,,0.9758671762524728,160.0,25082
Joffrey's (جوفريز),26.406669,50.107963,Coffee Shop,,0.9190255725072244,351.0,15725
Road Café (قهوة الطريق),26.416832,50.109514,Coffee Shop,,0.9434173321318708,1526.0,27498
Cherry Coffee,26.378167,50.148073,Coffee Shop,8.0,0.9023708168909051,,4485
Tim Hortons,26.370732,50.174518,Coffee Shop,8.0,0.912583247884494,85.0,8337
Starbucks (ستاربكس),26.3612,50.160909,Coffee Shop,7.6,0.9250950294669028,181.0,7446
Paul,26.37856,50.170423,Coffee Shop,7.5,0.8875803995898456,53.0,5154
كوستا كوفي,26.371093,50.17491,Coffee Shop,6.8,0.8725828335870905,85.0,9510
Mix & Match,26.3782,50.148084,Coffee Shop,,0.9506778941262986,,4485
Coffee Mania,26.379695,50.148952,Café,,0.8752757667091321,,4150
ستاربكس,26.380989,50.148114,Coffee Shop,,0.76205864379745,,4027
Bikers House Coffee,26.373415,50.139492,Coffee Shop,,0.4158717335239101,213.0,7529
Costa Coffee (كوستا كوفي),26.384796,50.167527,Coffee Shop,5.9,0.9260064837543632,,1282
زحله,26.382165,50.163196,Coffee Shop,,0.3525878051559312,,1719
Scratch Cafe,26.384671,50.167316,Café,,0.1258842660203627,,1282
OLABS (اولابز),26.384396,50.167753,Coffee Shop,,0.96538545194668,,1822
مقهى سيراميك,26.366643,50.131107,Café,,0.8790976602554144,,6090
joffrey's at DOB 3rd floor,26.384335,50.168003,Coffee Shop,,0.6082921625288713,,1822
Cafe Jamoka,26.384658,50.167859,Coffee Shop,,0.9541994220551224,,1822
The Cafe,26.376607,50.170921,Coffee Shop,,0.8682223534164,109.0,7101
Mission POP UP,26.376607,50.170921,Coffee Shop,,0.952966887280034,109.0,7101
Varnda,26.374677,50.125266,Café,,0.6512548032605205,349.0,11203
Mai Ward Cafe,26.374677,50.125266,Café,,0.4486633730023097,349.0,11203
Tag,26.384157,50.125883,Coffee Shop,,0.4162342437518773,549.0,9772
Scratch Cafe,26.357353,50.140232,Café,,0.8763322250877793,,8707
The Cafe (المقهى),26.377345,50.172381,Coffee Shop,,0.9156076189292484,109.0,7875
720 Cafè,26.372068,50.124125,Café,,0.8814177257144041,349.0,10045
Classique Café,26.372369,50.176052,Café,,0.9034583475748066,288.0,11405
Spark Coffee,26.352667,50.141761,Coffee Shop,,0.9077670405700732,279.0,15923
ستاربكس,26.359594,50.170134,Coffee Shop,,0.9524904452661342,,7913
Marilyn House Cafe (مقهى بيت مارلين),26.419603,49.997131,Café,8.9,0.9956947404464672,399.0,17997
Coplant (كوبلانت),26.421752,50.003258,Coffee Shop,8.8,0.999738742029895,37.0,20771
Barn’s (بارنز),26.406767,50.014042,Coffee Shop,8.9,0.995473800867953,48.0,25931
GRAPH Cafe,26.412126,50.013902,Coffee Shop,8.7,0.998570673958301,252.0,30891
Camel Coffee Shop,26.400879,50.017201,Coffee Shop,8.4,0.9956084475240552,610.0,23482
Graph,26.412417,49.997186,Café,,0.9992378576184782,604.0,20017
Marituyn Coffee,26.419573,49.997257,Coffee Shop,,0.1284770551192985,399.0,17997
هبره,26.420314,49.996698,Coffee Shop,,0.8154390583210193,1006.0,17997
La Vanir (لا فانير),26.410827,50.011687,Coffee Shop,,0.929010139928948,252.0,24498
Dh,26.403464,49.996209,Coffee Shop,,0.688852292618256,,15547
ديوانية ليالي الشعبية,26.406566,50.013681,Café,,0.0671161793493459,48.0,24598
ديوانية ليالي تراثيه,26.406551,50.013744,Café,,0.988140736827932,48.0,24598
Al Fanad Coffer (الفنار للقهوة),26.406921,50.014357,Coffee Shop,,0.9078188277454972,119.0,25790
مجلس ابو نايف,26.408231,50.015373,Café,,0.9275393841469098,1858.0,31416
AHG Cafe,26.402222,50.010447,Coffee Shop,,0.9680990999388912,87.0,14224
Coffee Valley (وادي القهوة),26.407077,50.015382,Coffee Shop,,0.986058892375892,1858.0,25790
Rzon (رزون),26.412388,50.017471,Coffee Shop,,0.9110192751866928,1999.0,38676
مقهى التراس الشرقي,26.40384,50.01629,Café,,0.9789329770375664,853.0,24962
ليالي الخليج,26.402139,50.016275,Café,,0.9137225657438192,610.0,24458
Sequares Coffee House,26.396319,50.013432,Café,,0.9331892673515718,92.0,13104
مقهى رواقة,26.420751,50.02361,Coffee Shop,,0.7608517172698109,1815.0,51680
PIANOLLA Café (بيانولا كافيه),26.397094,50.017137,Coffee Shop,,0.9998665207429184,,19228
اصناف,26.397651,50.018648,Café,,0.111549314986743,1825.0,20480
اسناف,26.397313,50.018856,Coffee Shop,,0.5797283054534739,1825.0,20480
ستاربكس,26.394829,50.019426,Coffee Shop,,0.8202341065841411,642.0,19051
Brother’s Coffee,26.421796,49.973727,Coffee Shop,,0.9838570262831982,,10102
كوستا كوفي,26.422729,50.028128,Coffee Shop,,0.9561362624159752,842.0,47289
Dose Cafe,26.402912,50.028095,Coffee Shop,,0.9924908595635376,426.0,44782
Bling,26.362172,50.206266,Café,9.4,0.983806073975659,444.0,26683
TITLE (تايتل),26.360902,50.206339,Coffee Shop,9.3,0.9944975746712958,227.0,25120
Starbucks (ستاربكس),26.360292,50.20691,Coffee Shop,9.3,0.9961896644648608,227.0,25047
The HUB (ذا هب),26.360464,50.206327,Coffee Shop,9.2,0.995324818570372,227.0,25047
RATIO Speciality Coffee (ريشيو للقهوة المختصة),26.362719,50.198088,Coffee Shop,9.0,0.9952872165749596,1260.0,36954
Blue Sky (بلو سكاي),26.362892,50.2063,Coffee Shop,8.7,0.9947733226376546,444.0,25944
8Oz Coffee,26.382682,50.178364,Coffee Shop,9.0,0.9917140519321797,428.0,14484
Hûge (هيوج),26.360886,50.206747,Coffee Shop,8.8,0.991852900993946,227.0,25120
ستاربكس,26.372478,50.178446,Coffee Shop,9.2,0.9980838745093163,240.0,14340
Repeat (ريبيت),26.361046,50.206477,Coffee Shop,8.7,0.9893461012997756,227.0,25120
Tim Hortons (تيم هورتنز),26.379411,50.181882,Coffee Shop,8.5,0.9378657469264312,1011.0,18747
Ripoz Specialty Coffee (قهوة ومحمصة ريبوز),26.362829,50.198276,Coffee Shop,8.1,0.1891505709236303,1881.0,36954
Lounge EXIT-7 (مقهى مخرج ٧),26.360069,50.206666,Café,8.2,0.9942092927064664,227.0,25047
4Squares Cafe (مقهى الأربعة مربعات),26.379854,50.178398,Café,8.1,0.9772654299889176,329.0,13176
Destination 35 (دستينيشن 35),26.360166,50.206765,Café,8.0,0.9171878721030796,227.0,25047
8Oz Speciality Coffee,26.38262,50.17838,Coffee Shop,8.0,0.3245813006866979,428.0,14484
Vedette (فيدت),26.361034,50.206318,Coffee Shop,7.9,0.4601105498665129,227.0,25120
Olabs,26.36298,50.198744,Coffee Shop,7.7,0.8973340185252497,1881.0,36954
Seven Degrees Coffee,26.361687,50.195161,Coffee Shop,7.6,0.9618590426531968,1190.0,35456
Joffrey's on MBO,26.373923,50.178657,Coffee Shop,7.7,0.9990678308423702,240.0,17465
Art Coffee,26.366803,50.195176,Coffee Shop,7.4,0.9439869910615336,2512.0,38895
The Piato,26.366828,50.185837,Café,7.2,0.5259194812996509,340.0,26158
Three Seeds,26.382547,50.212795,Coffee Shop,,0.9934053612344428,,2258
8Oz Coffee,26.381662,50.212494,Coffee Shop,,0.9832650858599912,,2258
August,26.380593,50.212048,Coffee Shop,,0.1746117617747727,,2258
Jucie Bar Dahran Expo,26.381169,50.212867,Coffee Shop,,0.8247241502912812,,2258
Wacafe,26.380455,50.212616,Coffee Shop,,0.9937538069900124,42.0,2568
Nouveau Waffle,26.380256,50.212727,Café,,0.3806466529217387,42.0,2765
Rajokark,26.380917,50.213558,Café,,0.8008707835537777,42.0,2455
Suavis,26.380702,50.214913,Café,,0.5100598442606273,42.0,2293
Oaisis Cafee,26.366584,50.20711,Café,,0.9828268819843594,,17717
Choco Art,26.365133,50.20276,Coffee Shop,,0.3120840279257486,1234.0,29557
Valen Specialty Coffee & Bakery,26.466374,50.03705,Coffee Shop,9.2,0.9985374796138746,,0
Boho Specialty Coffee (بوهو قهوة مختصة),26.467374,50.04036,Coffee Shop,9.1,0.99865680930624,,0
Starbucks (ستاربكس),26.466708,50.008118,Coffee Shop,8.6,0.9998334626771512,,691
Blue Sky,26.465265,50.0248,Coffee Shop,7.5,0.9957414390998026,,0
Jibal Speciality Coffee,26.4689,50.045131,Coffee Shop,7.9,0.9469877650800704,,0
Karak Time (وقت الكرك),26.458437,50.027556,Café,,0.9339556342434226,,20
Rainbow - Boofia,26.458316,50.016388,Café,,0.8188388475281334,,0
Halit Coffee,26.458285,50.01604,Café,,0.181735914916326,,592
اوقات المزاج,26.461112,50.029944,Café,,0.5090689420999048,,0
مقهى أوقات المزاج,26.461196,50.030121,Café,,0.998444235000348,,0
Derby Coffee (دربي كافيه),26.463358,50.025068,Coffee Shop,,0.996317703026849,,0
أثيل للقهوة,26.465265,50.0248,Coffee Shop,,0.7323337785610936,,0
Coffee Puzzle,26.463471,50.030075,Café,,0.940551341860991,,0
بلو سكاي,26.465482,50.025013,Coffee Shop,,0.175222330761599,,0
Hexa Coffee,26.464064,50.03014,Coffee Shop,,0.7968229900905967,,0
Barn’s,26.467107,50.018323,Coffee Shop,,0.9718779691659098,,0
Manto Rose (مانتو روز),26.467348,50.018435,Coffee Shop,,0.999265418731046,,0
Joffrey's,26.467425,50.015634,Café,,0.1321139004331268,,0
دربي كافيه,26.466905,50.01921,Coffee Shop,5.4,0.7439271836932884,,0
بارنز,26.443905,50.004707,Coffee Shop,,0.9999185382074512,509.0,11152
Brunch,26.468617,50.036891,Coffee Shop,,0.3117829100488503,,0
Costiera Coffee,26.467667,50.04129,Coffee Shop,,0.9935686920012587,,0
Victoria Maple,26.467916,50.042151,Café,,0.9782236417594882,,0
Candyclub,26.467992,50.043277,Café,,0.9743468137203444,,0
Inno Store & Coffee,26.468316,50.043393,Coffee Shop,,0.9981187950118712,,0
Cup Of Karak,26.462324,50.049516,Café,,0.4183543776297417,,156
Black (بلاك),26.403736,50.053885,Café,8.8,0.9875089332877606,1487.0,23547
VERDE (ڤيردي),26.398074,50.047147,Coffee Shop,8.8,0.9866803384809786,285.0,22042
OTTO Cafe (اُتّو كافيه),26.405553,50.058367,Coffee Shop,9.0,0.9911236781323473,202.0,22665
Beyalah Al-Arab (بيالة العرب),26.400524,50.047263,Café,8.5,0.9886586085821708,1527.0,25423
Eltegaa Coffee,26.405181,50.060962,Coffee Shop,9.1,0.997275994572704,202.0,16569
مقهى الفيشاوي,26.404134,50.054717,Café,8.5,0.9935369605071,962.0,23547
Graph Cafe (جراف كافيه),26.407486,50.066796,Coffee Shop,9.2,0.9995339154211852,,20353
Bogotá Café (بوقوتا كافيه),26.398316,50.046552,Coffee Shop,8.2,0.9890418336803074,285.0,22621
dōrā Specialty Coffee (دورا),26.39837,50.046504,Coffee Shop,8.1,0.9715274109519518,285.0,23968
Deera Lounge (ديوانية الديره),26.399248,50.047778,Café,8.1,0.9969756289552456,49.0,26439
COPLANT coffee & dessert (كوبلانت),26.398199,50.047318,Coffee Shop,7.9,0.9840599074045304,49.0,22042
المجدوعي للسيارات,26.40056,50.050688,Coffee Shop,7.8,0.9934955307667608,1050.0,21341
Luxurious (لكشرز),26.39806,50.046742,Coffee Shop,7.8,0.9710716838082216,285.0,23140
90 Coffee,26.406862,50.05962,Coffee Shop,7.4,0.9252503909931744,202.0,20502
Al Shathlya (ديوانية الشاذلية),26.406663,50.059732,Café,7.4,0.9074252452122756,202.0,20502
Alfanar Cafe (كافيه الفنار),26.398103,50.042752,Café,7.1,0.9702948761768636,1122.0,25655
ديوانية نايف للقهوة العربية,26.396375,50.039419,Café,6.6,0.971019896632798,1000.0,26934
Kahve Dünyasi,26.391037,50.038877,Café,6.0,0.9198645247490912,59.0,17635
إلتقاء القهوة,26.447015,50.103239,Coffee Shop,,0.229261825601508,704.0,66802
Segafredo,26.454967,50.105817,Café,,0.0358885125687474,298.0,29309
Ghmr Coffee Roasters (محمصة ومقهى غمر),26.401439,50.075771,Coffee Shop,9.3,0.9739614081968742,402.0,24667
Kiva Han Coffee,26.399323,50.075423,Coffee Shop,9.2,0.9994510559405068,521.0,21974
Kiva Han Coffee (كيفاهان كافيه),26.399511,50.075287,Coffee Shop,9.1,0.9994717708106764,521.0,21974
Wacafe (وكف),26.395581,50.077931,Coffee Shop,9.5,0.9999378553894912,129.0,17552
Piccolo (پكلو),26.400312,50.073604,Coffee Shop,9.3,0.998477457042538,521.0,20157
Starbucks (ستاربكس),26.400747,50.073338,Coffee Shop,9.2,0.9902743684553956,402.0,20621
Starbucks (ستاربكس),26.395243,50.078138,Coffee Shop,9.1,0.9934541010264218,129.0,18189
happiness Cups (أكواب السعادة),26.408046,50.071857,Coffee Shop,9.1,0.9955566603486312,214.0,28183
شاي بن بخار,26.408031,50.07192,Café,8.9,0.9699945105594052,214.0,28183
Gravity Cafe (قراڤيتي كافيه),26.393605,50.072297,Café,9.0,0.9810873235351998,512.0,13397
Frieze Cafe (فريز كافيه),26.404999,50.070413,Coffee Shop,8.8,0.988047519912169,130.0,23289
Dose (دوز),26.399474,50.066841,Coffee Shop,8.7,0.9884307450103056,451.0,13941
Starbucks (ستاربكس),26.387181,50.075059,Coffee Shop,9.1,0.9935162456369304,533.0,8966
Lute,26.391378,50.073892,Coffee Shop,8.4,0.9750696537509452,839.0,11103
The Garden (ذا قاردن),26.38441,50.096408,Coffee Shop,9.2,0.9931951651493024,618.0,12297
Tim Hortons,26.379768,50.086661,Coffee Shop,9.0,0.9961573915835482,46.0,10996
Caffé Bene (كافيه بيني),26.387319,50.074964,Coffee Shop,8.2,0.98568602471284,533.0,8966
LAMBDA (لامدا),26.381123,50.098818,Coffee Shop,9.4,0.992656578524894,747.0,11167
Road Café,26.377219,50.089819,Coffee Shop,8.8,0.9914861883603144,,13123
Frieze Cafe (فريز كافيه),26.361303,50.045037,Café,8.2,0.889869392743581,1270.0,29368
360 Coffee,26.363435,50.073519,Coffee Shop,8.5,0.2149789226196024,803.0,29339
Checkmate (تشك ميت),26.36128,50.069598,Café,8.0,0.918859853545868,707.0,32628
ديوانية شبرا,26.340871,50.035391,Coffee Shop,7.9,0.9864110451687744,255.0,11231
Manto Rose (مانتو روز),26.355189,50.070963,Coffee Shop,8.0,0.9661519021429532,854.0,23935
القهوة الشعبية,26.367614,50.050518,Coffee Shop,7.4,0.9049083884866752,340.0,29172
KYAN (كيان),26.360959,50.073285,Coffee Shop,7.8,0.9865456918248764,779.0,28095
كيف النشاما,26.363351,50.040042,Café,6.2,0.956892355177164,1533.0,32814
ديوانية الأجاويد,26.357805,50.062283,Coffee Shop,6.3,0.9554941014407192,685.0,34457
كيان,26.360741,50.042125,Coffee Shop,,0.9984049549969446,395.0,31879
كوفي طرقي,26.362434,50.0436,Café,,0.8641622388631679,91.0,30600
بلياردو كوفي شوب,26.365961,50.037339,Coffee Shop,,0.9658826088307492,395.0,24475
Blue Sky,26.34927,50.05166,Café,,0.9644014956136262,125.0,27745
كوڤ,26.347519,50.049471,Coffee Shop,,0.7705724554371356,592.0,26994
كوف,26.347242,50.049153,Coffee Shop,,0.8347781955276595,592.0,26058
Manto Rose (مانتو روز),26.346444,50.047498,Coffee Shop,,0.3119038001429326,592.0,27358
Turkistachio (تركستاشيو),26.382325,50.103675,Café,8.8,0.973412464137381,493.0,12214
KYAN (كيان),26.383775,50.097323,Coffee Shop,8.4,0.9895907777398004,829.0,11875
Park Coffee,26.382487,50.097539,Coffee Shop,8.5,0.9824337900962206,829.0,12538
8Oz Speciality Coffee,26.372696,50.099472,Coffee Shop,9.1,0.9978663683725362,452.0,13848
Starbucks (ستاربكس),26.371507,50.095822,Coffee Shop,9.1,0.9977627940216884,,15288
Woods Café & Roastery (مقهى ومحمصة وودز),26.368026,50.092919,Coffee Shop,9.4,0.9988399672705052,716.0,19590
Ratio Speciality Coffee (ريشيو للقهوة المختصة),26.37146,50.089934,Coffee Shop,8.7,0.9922215662513336,469.0,14331
دلة الفيصلية للقهوة العربية,26.403124,50.0715,Café,7.6,0.9537540523464768,558.0,21303
Joffreys (جوفريز),26.430124,50.116391,Coffee Shop,,0.9670633564304136,805.0,51860
ستاربكس,26.442515,50.111823,Coffee Shop,,0.965571885778206,4162.0,56129
Raslan Café (رسلان للقهوة),26.40654,50.073083,Café,6.9,0.9140954334068712,1325.0,25204
Saadeddin Coffee,26.43696,50.130681,Café,,0.925032884856394,159.0,24692
مقهى وناسة,26.421831,50.108579,Café,,0.9252918207335136,2175.0,42136
Kuba,26.413668,50.1157,Coffee Shop,,0.960672818983107,1441.0,30036
دربي,26.413832,50.11473,Coffee Shop,,0.9471252938922206,672.0,31118
Café Le Chef,26.450914,50.118721,Café,,0.8717231664750541,1657.0,42546
Sofa Sugar (صفة قند),26.375387,50.113311,Coffee Shop,8.6,0.9827963003241876,410.0,7426
One Cup Speciality Coffee,26.377264,50.10152,Coffee Shop,8.9,0.9163844265606064,244.0,12573
llama (لاما),26.366323,50.094173,Café,9.5,0.9999689276947455,33.0,20369
22 Cafe,26.377774,50.103692,Coffee Shop,8.1,0.9551108763425824,244.0,11198
Labiba,26.367464,50.09336,Coffee Shop,8.7,0.9811494681457084,716.0,21292
MINA (مينا),26.373081,50.100454,Coffee Shop,8.1,0.9527908108835929,452.0,13920
BRIGHT (برايت),26.372574,50.098952,Café,8.1,0.9292276460657284,452.0,14528
CHIMNEY Roasting & Beans (محمصه مدخنه للقهوة المختصة),26.377618,50.101249,Coffee Shop,7.9,0.8991600120146247,244.0,11266
مجلس المساء كافيه,26.365602,50.094777,Coffee Shop,8.3,0.9837906140923262,33.0,20369
Operations (اوبيريشنز),26.383302,50.097029,Coffee Shop,7.9,0.8978653326290278,829.0,12327
Third (ثيرد),26.387555,50.104488,Coffee Shop,7.1,0.003780463805943,483.0,11879
Coffee Valley (وادي القهوة),26.373408,50.091061,Coffee Shop,6.7,0.972034925271106,,14775
Al Jood Cafe (قهوة الجود),26.379,50.099583,Café,6.0,0.9206931195558732,747.0,13653
استراحة الجامعيين للمناسبات,26.377383,50.111484,Coffee Shop,,0.9660897575324446,72.0,10092
Joffreys,26.37892,50.110606,Coffee Shop,,0.8471656878890511,,9668
Derby Coffee (دربي كوفي),26.385984,50.118029,Coffee Shop,,0.4952925457539694,684.0,8542
مجلس نجد,26.378297,50.103673,Coffee Shop,,0.5483329708231054,313.0,11214
Derbi Coffee (دربي كافيه),26.38308,50.1046,Coffee Shop,,0.0011911050347491,493.0,12520
مهيّلة الجود,26.380293,50.101135,Café,,0.728500554122777,747.0,13588
BRIGHTaa,26.372573,50.098949,Coffee Shop,,0.8525722690033041,452.0,14528
Sova,26.467984,50.046665,Coffee Shop,9.0,0.9998279402750944,,0
Soren Coffee,26.471294,50.04801,Café,8.6,0.9894457736486136,,0
1 Oak - One Of A Kind (ون اوف كايند),26.480316,50.043749,Coffee Shop,9.0,0.9837595417870718,,0
Innovation Coffee,26.482686,50.044426,Coffee Shop,9.2,0.995888098271344,,0
Beta Bakery & Coffee,26.476692,50.042964,Coffee Shop,8.3,0.996295384378906,,0
Crepe Roll (كريب رول),26.468519,50.047048,Café,8.0,0.9915915957184334,,0
Lagomera Coffee,26.479411,50.046063,Coffee Shop,8.3,0.908233125148888,,0
Divided Coffee Lounge,26.482554,50.05163,Coffee Shop,8.6,0.9531222488063056,,0
Delle Rose (café & Restaurant),26.472966,50.04842,Café,8.0,0.9616257030109064,,0
Starbucks (ستاربكس),26.47625,50.055786,Coffee Shop,7.6,0.9568509254368248,,0
Lady Latte Cafe (مقهى ليدي لاتيه),26.482539,50.051931,Coffee Shop,7.4,0.8771608198945613,,0
Newflavor,26.476411,50.04656,Café,7.0,0.1110109892386249,,0
Fontaine Bleue Coffe,26.477072,50.046208,Coffee Shop,6.9,0.9384457632911786,,0
Coffee Time,26.473529,50.041101,Café,,0.0151526568797995,,0
Sova,26.468062,50.046918,Coffee Shop,,0.2680060654806735,,0
Kyan (كيان),26.465557,50.047956,Coffee Shop,,0.9868935076020192,,0
Il Forno,26.465526,50.048718,Coffee Shop,,0.7426238204613649,,0
La Rosetta (لا روزيتا),26.470267,50.047373,Coffee Shop,,0.9437694849247532,,0
Razgi Cafe (رازقي كافيه),26.470027,50.047716,Café,,0.9276533159328424,,0
Nightowl.sa,26.468306,50.050304,Coffee Shop,,0.1471170079441527,,0
Fb Cafe,26.476842,50.046446,Café,,0.580886389294555,,0
7Roofcafe,26.477641,50.045998,Coffee Shop,,0.0262457405048213,,0
Dèjavu Coffee,26.484493,50.052658,Coffee Shop,8.4,0.9890729059855616,,0
ستاربكس,26.490974,50.046496,Coffee Shop,8.4,0.9770026830203145,,0
Verocci Cafe Saihat5 ༄ ڤيروتشي كافيه,26.491997,50.046644,Café,8.3,0.984285166730548,,0
Once upon a time,26.492097,50.037669,Coffee Shop,7.6,0.8884630126485243,,0
iMint Cafe,26.488428,50.047114,Café,7.1,0.0360291299348409,,0
مقهى شقاوة زمان,26.445632,50.118176,Coffee Shop,7.7,0.8863478648147572,925.0,56582
Coffee Moments,26.434707,50.117195,Coffee Shop,,0.0118178334317289,2130.0,52892
7 Grams,26.451074,50.131148,Coffee Shop,,0.8701074066018292,273.0,17692
The Chimney Cake Cafe,26.451244,50.130881,Coffee Shop,,0.8692891692301319,273.0,17692
Joffrey's,26.452685,50.122573,Coffee Shop,,0.76459621539322,75.0,31595
107 Specialty Coffee,26.451961,50.130416,Café,,0.519684305378616,513.0,16765
Native,26.452915,50.121389,Coffee Shop,,0.907404530342106,75.0,31815
SKY by Archi (سكاي باي ارتشي),26.370253,50.177169,Coffee Shop,8.9,0.9982392360355882,87.0,11842
Brain Coffee,26.379903,50.182225,Coffee Shop,,0.656630312069519,1011.0,18585
كوستا كوفي,26.379323,50.182179,Coffee Shop,,0.7557406083957369,1011.0,18664
ستاربكس,26.376188,50.183976,Coffee Shop,,0.0176801416897119,1108.0,23984
Sky9,26.372591,50.186273,Café,,0.9183109094863748,436.0,27438
Stabucks,26.396269,50.116916,Coffee Shop,,0.916270494774674,,12064
Qadooacafe (قدوع كافية),26.400097,50.116794,Coffee Shop,,0.8983521320780122,242.0,13496
Segafredo,26.400005,50.116936,Café,,0.4341318915783695,242.0,12732
كيك وكرك,26.401111,50.116172,Café,,0.9483681861023936,444.0,14350
Brewhèmian Coffee (بروهيميان كوفي),26.345095,50.146177,Coffee Shop,9.2,0.9921904939460792,1349.0,24369
Graph Cafe,26.348718,50.142632,Coffee Shop,8.4,0.9983531678215208,938.0,20343
Studenttainment Coffee,26.342945,50.148161,Coffee Shop,8.8,0.9453023853173,2095.0,25541
Buzz Coffee,26.345095,50.146413,Coffee Shop,8.4,0.9909890314762452,1349.0,24251
Yakah Café (ياكا),26.343459,50.148298,Coffee Shop,8.5,0.9067727268019348,2095.0,26696
ستاربكس,26.344072,50.138527,Coffee Shop,8.3,0.9282436897326746,1370.0,23861
Third Coffee (قهوة ثيرد),26.343683,50.14773,Coffee Shop,8.1,0.870024547121151,1349.0,26598
