POI Name,POI Latitude,POI Longitude,Category,Rating,Popularity,Matched Population,Population Within 1km
Majlis Cafe (مجلس كافيه),26.345095,50.146413,Café,7.8,0.9519932883820652,1349.0,24251
Sunday Night (صنداي نايت),26.345325,50.146175,Coffee Shop,7.7,0.9661726170131228,1349.0,24369
ستاربكس,26.346513,50.136052,Coffee Shop,7.5,0.9963852551554132,811.0,22072
Glow Gate,26.343238,50.148379,Coffee Shop,7.5,0.6225957803809464,2095.0,26696
Dantella,26.348194,50.143148,Café,,0.3476265937503237,938.0,23109
مقهى ديواني,26.347794,50.140975,Café,,0.0880899853960165,938.0,22339
Lenore Store,26.347567,50.141256,Coffee Shop,,0.961366767133787,938.0,22555
قهوة ديوانيتي,26.347656,50.141071,Café,,0.1093745144952304,938.0,23047
Care Coffee,26.347702,50.141354,Café,,0.8875700421547608,938.0,22555
Caffe Latte,26.375052,50.11683,Café,5.7,0.1692404892852334,381.0,8588
ركن القهوة العربية الاصيلة,26.3455,50.137619,Coffee Shop,,0.6377279930398037,1370.0,22115
I Sweet Cafe,26.346078,50.145446,Café,,0.9027851142942962,894.0,25171
COFFEE Atoms,26.34484,50.138443,Café,,0.4058664512320169,1370.0,23633
Rossete,26.347472,50.128057,Café,,0.913639706263141,508.0,11229
Flat White (فلات وايت),26.345249,50.146255,Coffee Shop,,0.5177992521931869,1349.0,24369
3 Quarters Cafe,26.346406,50.151209,Coffee Shop,,0.2630892085883852,519.0,22548
Trending,26.34331,50.134826,Café,,0.5022320272607691,1235.0,20099
Coffee Latte,26.374918,50.116884,Coffee Shop,,0.4365658888232918,381.0,8588
Caf Dealer,26.343152,50.148477,Coffee Shop,,0.5068825156138334,2095.0,25949
Caffe Vergnano 1882,26.234771,49.988839,Coffee Shop,7.5,0.9963476308831556,98.0,683
كافيه فيرنيانو,26.235139,49.988742,Café,,0.9423935846484348,98.0,683
سايبم,26.249342,50.00411,Coffee Shop,,0.5554626163283177,,152
سايبم,26.249424,50.00432,Coffee Shop,,0.3236615459748242,,152
Starbucks (ستاربكس),26.469472,49.796828,Coffee Shop,8.7,0.9941637626339264,,0
Tim Hortons (تيم هورتنز),26.469627,49.797143,Coffee Shop,7.8,0.9671009132449724,,0
Dose,26.467214,49.796126,Café,7.8,0.9907956063565648,,0
ستاربكس,26.468302,49.797379,Coffee Shop,7.6,0.6016570260032608,,0
ستاربكس,26.468719,49.797802,Coffee Shop,7.4,0.6244981389886802,,0
Costa Coffee (كوستا كوفي),26.468502,49.797266,Café,7.2,0.3142578114313468,,0
Segafredo Zanetti,26.469472,49.796828,Coffee Shop,7.1,0.6812626806884782,,0
Tim Hortons,26.467421,49.796247,Coffee Shop,7.1,0.9644618412833657,,0
dr. CAFE COFFEE (د. كيف كوفي),26.468237,49.796207,Café,6.6,0.734160981073812,,0
Palma Specialty Coffee,26.468005,49.795971,Coffee Shop,6.6,0.0447923557740085,,0
Segafredo Zanetti Espresso,26.467266,49.796169,Café,6.1,0.9893276653638124,,0
Brioche Dorée,26.468672,49.797518,Café,6.0,0.2099322055163197,,0
Starbucks (ستاربكس),26.46587,49.792617,Coffee Shop,5.8,0.8236868294146547,,0
CoffeeTalk,26.470453,49.7949,Coffee Shop,,0.7890815240150052,,0
Segfaredo,26.469888,49.797014,Café,,0.7199644123178068,,0
Carvel,26.469923,49.798551,Café,,0.2922156653241122,,0
Segafredo,26.468564,49.797487,Café,,0.612129561659973,,0
Zn Caffe,26.468391,49.796047,Coffee Shop,,0.93492874765282,,0
مقهى نجر ومحماس,26.468284,49.796491,Café,,0.4795585488501633,,0
Prayer Room (المصلى),26.468189,49.795446,Coffee Shop,,0.700413836594668,,0
dipNdip,26.468021,49.795908,Coffee Shop,,0.9896746350856526,,0
Palma (بالما),26.468113,49.796002,Coffee Shop,,0.250750340473901,,0
Segafredo Cafe (سيجافريدو كافيه),26.467923,49.794149,Café,,0.940133191684993,,0
كوفي توك,26.467251,49.796233,Café,,0.6086397852930798,,0
Joffrey’s,26.477713,49.813416,Coffee Shop,,0.9875611074782868,,0
Coffee Talk (كوفي توك),26.468237,49.796207,Café,4.9,0.0305479431660847,,0
Al Dallah Cafe,26.458006,49.802334,Café,,0.9489197150898618,,0
بارنز كافيه,26.451736,49.802662,Café,,0.3255013202230999,,0
بارنيز,26.451747,49.802741,Coffee Shop,,0.6481551423424579,,0
بارنز (بارنز كافيه),26.451671,49.802623,Coffee Shop,,0.9554960306780886,,0
Derby Coffee,26.451566,49.802987,Coffee Shop,,0.9626356567249432,,0
Quill (كويل),26.456087,50.061768,Coffee Shop,,0.8756900641125231,832.0,15154
تمور القيصرية,26.450953,50.066296,Café,,0.4634952200437083,,31590
شاي ابو حمامة,26.41071,50.10459,Café,,0.8829402686718661,605.0,14814
Kayan,26.456125,50.116845,Coffee Shop,,0.9855099483163988,232.0,25421
Coffee Valley,26.456573,50.117939,Coffee Shop,,0.933577768801334,232.0,28002
Repeat By The Sea,26.49695,50.134677,Coffee Shop,9.0,0.9984497574024046,,2880
Ceven Specialty coffee,26.479403,50.133121,Coffee Shop,7.6,0.8763943696982879,407.0,8202
Sweet Evolution (سويت ايفلوشن),26.455512,50.118751,Café,8.2,0.8632404271406229,232.0,28920
Berries Tree,26.462541,50.12181,Coffee Shop,7.6,0.9019358046173446,448.0,15457
Love and Peace Land,26.496371,50.121413,Café,7.4,0.9381905022573772,,3017
Kunefeci (كنافجي),26.454913,50.120743,Café,7.4,0.874820039565402,75.0,28718
ستاربكس (سباركيز),26.452426,50.128381,Coffee Shop,7.4,0.1104724026142166,2088.0,19353
Jalstna Cafe (مقهى جلستنا),26.47023,50.123807,Café,6.8,0.9055505494619313,172.0,13467
مقهى سبورت تايم (مقهى سبورت تايم) (مقهى سبورت تايم),26.475966,50.124603,Café,6.2,0.8654258459435106,184.0,12202
كافيه منظر البحر كورنيش الدمام,26.485071,50.133802,Café,,0.8841935183171239,,7698
Mammoth Cafe,26.484701,50.127508,Café,,0.3164714290153186,150.0,9942
كنافة المملكة,26.441602,50.067373,Café,,0.1310629835627505,2032.0,40637
La Paniere,26.412856,50.096924,Café,7.8,0.9168919408797606,464.0,19178
محمصة وقهوة قلم المختصة,26.406494,50.113055,Café,,0.871547090078613,394.0,19051
Star,26.401555,50.115903,Coffee Shop,,0.9554008845249562,444.0,16646
Atayib Almagrib café,26.472103,50.086199,Café,6.5,0.85022113123906,215.0,19059
Crystal Caffe,26.459402,50.091091,Café,,0.4404395695449978,909.0,48646
كوفي اكسبيرينس,26.457634,50.099415,Café,,0.2296036209593056,804.0,27250
Durbai Coffee (دربي كافيه),26.480687,50.064328,Coffee Shop,5.9,0.8946441703176625,,0
Snow Cafe,26.455256,50.096849,Café,,0.9167987239639976,1915.0,41334
Verocci cafe,26.455495,50.10499,Café,,0.940134025209997,,27721
Joffrey's,26.455564,50.105398,Coffee Shop,,0.9529047426695252,,27721
The Coffee Street,26.456598,50.107635,Coffee Shop,,0.9255300417404634,,21490
Cariban Coffee,26.455398,50.106413,Coffee Shop,,0.970046297734829,,27363
Durbaie,26.461983,50.113909,Coffee Shop,,0.2426850614713772,,11935
1/OAK Coffe,26.468746,50.060118,Café,,0.765932324519156,,3385
باستري شوب,26.467761,50.059452,Café,,0.8602160560958684,,3385
Levels Cafe,26.467848,50.05947,Coffee Shop,,0.9664211954551576,,3385
Derby Coffee (دربي كافيه),26.459929,50.098411,Coffee Shop,6.7,0.8672487545184311,,27387
Western Corner,26.464688,50.084722,Coffee Shop,,0.6240251064226455,2065.0,34494
مقهى و محمصة كور,26.458567,50.092904,Coffee Shop,,0.4769288133486623,909.0,42838
Grambon,26.3594,50.189979,Coffee Shop,8.4,0.971685697454345,491.0,26170
Canary Resto-Cafe,26.348713,50.186756,Café,7.3,0.8635423586478322,1169.0,12926
Derby Coffee (دربي كافيه),26.355645,50.189483,Coffee Shop,7.1,0.9364150257573668,167.0,17448
Lark,26.354638,50.200259,Coffee Shop,7.2,0.9692917037464122,1097.0,29286
Oasis Cafe | Pearl Residential Compound,26.346887,50.190011,Coffee Shop,6.8,0.8756752691676172,1101.0,18583
Blue K,26.367045,50.177151,Café,,0.207935866761955,,9411
Coffee Juniors,26.368856,50.185068,Coffee Shop,,0.3499570166443981,1781.0,21181
Road Cafe,26.362929,50.178046,Coffee Shop,,0.900019679126661,,8071
Kasbon (كاسبُن),26.357303,50.176997,Coffee Shop,,0.8920858838517229,53.0,5024
Derby Rakah,26.358763,50.188251,Coffee Shop,,0.8877204416981062,491.0,18513
Seattle’S Best Coffee & Cinnabon,26.359749,50.189429,Café,,0.4989910131230964,491.0,25352
Detective Cafe,26.35211,50.211592,Coffee Shop,9.2,0.9666595640675332,,9004
Wogard Coffee Roasters (محمصة ومقهى ووقارد),26.346074,50.191229,Coffee Shop,9.1,0.9584121930737124,,17791
ستاربكس,26.345831,50.19578,Coffee Shop,9.1,0.9816502262386724,509.0,19105
Café Quindío (كافيه كينديو),26.351217,50.211122,Café,8.9,0.967023050023188,,9542
Kashida (كشيدة),26.351955,50.211275,Café,8.8,0.9724001353671836,,10148
Lapro Cafe,26.350858,50.211908,Coffee Shop,8.9,0.9839439479588384,,9542
WEBREW (ويبرو),26.343517,50.203178,Coffee Shop,9.5,0.9996866500382288,428.0,18648
Mocha Coffee Roasters (مقهى ومحمصة مخا),26.352279,50.211451,Coffee Shop,8.7,0.9692415677525288,60.0,10148
SWAJ Coffee Roasters (محمصة و مقهى سُواج),26.343818,50.203197,Coffee Shop,9.1,0.9945853126605918,428.0,17832
Carpet (كاربت),26.35154,50.211723,Coffee Shop,8.8,0.9736159332188562,,9004
Woods,26.351737,50.211276,Coffee Shop,8.6,0.9064587694120302,,9004
Onda,26.343997,50.185243,Coffee Shop,8.9,0.9897722572477846,180.0,14716
The Geeks Club,26.343993,50.203584,Coffee Shop,8.0,0.9673238659864885,428.0,17717
Atia Cafe,26.367219,50.195217,Café,,0.9585081150503888,2512.0,38218
بارنز,26.360357,50.192933,Café,,0.3403105924821077,677.0,35136
Road Café,26.410302,50.155617,Coffee Shop,7.6,0.8808169944794871,30.0,4841
Three Grams (٣ جرام),26.394154,50.078638,Coffee Shop,8.1,0.9527183088379994,129.0,15053
Country Way,26.464711,50.062922,Coffee Shop,,0.2818568809619985,,10324
Tilio (تِليو),26.368964,50.08007,Café,8.6,0.9818330588613036,891.0,24636
Sikkat Karak (سكة كرك),26.366198,50.075701,Café,7.9,0.995059503464562,863.0,27813
ICONS Coffee Couture,26.38818,50.074973,Coffee Shop,7.6,0.987488218417591,309.0,9125
تيم حورتنز,26.380173,50.18214,Coffee Shop,,0.7308931216273602,1011.0,18585
Brain Coffee,26.379518,50.181913,Coffee Shop,,0.8250525639830553,1011.0,18638
Road Cafe,26.409934,50.156187,Coffee Shop,,0.9243389367057142,,4841
Nass (نص إثراء),26.335985,50.120734,Coffee Shop,9.5,0.9990989031476244,74.0,1457
Blanco,26.360792,50.07441,Coffee Shop,8.4,0.998933184186268,779.0,25026
Three Sixty Coffee Lounge,26.363435,50.073519,Coffee Shop,8.6,0.9791504831743468,803.0,29339
Pattis France,26.335519,50.120624,Café,8.4,0.8675491201358896,74.0,667
Blue Sky,26.353892,50.077517,Coffee Shop,8.0,0.9857274544531792,472.0,18887
مقهى ميلان,26.366878,50.093681,Coffee Shop,7.8,0.4379227128193974,716.0,21381
Joffrey's (جوفريز),26.328878,50.109073,Coffee Shop,8.0,0.9919922116316802,36.0,202
ستاربكس,26.32877,50.109278,Coffee Shop,7.7,0.165489822429325,36.0,202
Beano,26.334877,50.121418,Café,7.7,0.8750789754425214,74.0,2216
Twenty Two Cafe,26.377743,50.103582,Coffee Shop,7.7,0.6476918455913577,244.0,11816
10°,26.335103,50.122491,Coffee Shop,7.4,0.9497042952283296,74.0,3453
NORM | Specialty Coffee,26.371546,50.089955,Coffee Shop,7.1,0.7059731328133901,284.0,14331
Razonah Cafe,26.378036,50.103564,Café,7.2,0.4532102870045262,313.0,11816
INNER CIRCLE (إنِر سيركل),26.335506,50.12296,Coffee Shop,7.0,0.900485763705476,,3453
Starbucks (ستاربكس),26.334401,50.122599,Coffee Shop,7.0,0.7741146982361288,74.0,3625
oosha’s Coffee Bar ️️,26.360322,50.079725,Coffee Shop,6.7,0.924121430568934,60.0,23241
Paul,26.328863,50.109372,Café,6.6,0.9356631253309148,36.0,202
بارنز,26.354367,50.099683,Coffee Shop,,0.9777625868729868,102.0,14474
Play Cafe,26.351299,50.093857,Café,,0.0177422863002206,180.0,15171
Caffee Valley,26.364311,50.095591,Café,,0.9135050596070388,517.0,17610
1 مليون,26.366769,50.093759,Coffee Shop,,0.4714083004484769,716.0,21381
حلم,26.367854,50.098909,Café,,0.9604345979761572,578.0,16174
Season Coffee (الزمن المناسب),26.367337,50.09355,Coffee Shop,,0.8721167490082756,716.0,21292
Blue Brown Coffee,26.361146,50.08072,Coffee Shop,,0.3301432433272224,60.0,19436
دلة السلطان,26.332385,50.090291,Coffee Shop,,0.7226683025192205,,150
الكرات الملونة,26.423964,50.032712,Coffee Shop,,0.8971920993485173,1029.0,46798
ستاربكس,26.34306,49.99533,Coffee Shop,8.7,0.9999348254761896,,4232
Tim Hortons,26.321822,50.021235,Coffee Shop,8.0,0.3562129074356026,50.0,2962
Starbucks (ستاربكس),26.366077,50.023986,Coffee Shop,7.9,0.6399328964527983,,8724
Tim Hortons - KFMMC,26.320817,50.021526,Café,7.9,0.999658018254211,50.0,2962
ديربي,26.361465,50.034502,Café,7.2,0.9253539653440224,1192.0,18834
Dose,26.321856,50.017809,Coffee Shop,6.5,0.9597988471413108,1239.0,2962
Moroccan Taste (المذاق المغربي),26.350481,50.018694,Café,,0.6574173557899141,,471
دانكن,26.35053,50.018749,Coffee Shop,,0.9793545635336453,,471
Dunkin’,26.350656,50.018905,Coffee Shop,,0.5017491635914904,,471
Barn’s (بارنز),26.350477,50.018443,Coffee Shop,,0.9982292176041452,136.0,471
ديوانية ال مطارد,26.345946,50.034878,Café,,0.1167800805808449,536.0,15085
Dose Cafe,26.347549,50.036009,Coffee Shop,,0.527856321660504,536.0,18741
Bogota Cafe,26.346532,50.007476,Coffee Shop,,0.2030266835087205,,2007
مقهي نغُم بيروت,26.363684,50.028308,Coffee Shop,,0.9471164090542454,95.0,13522
Tea four hundred,26.347749,50.046216,Coffee Shop,,0.5198085945996334,1110.0,30055
Prince Sultan Cafè,26.323138,50.020371,Coffee Shop,,0.9634486115858268,50.0,2962
ستاربكس,26.345893,50.046729,Coffee Shop,,0.1349366642844566,1110.0,24023
Home,26.350735,49.999826,Coffee Shop,,0.2771847048804164,,3485
48Avenue- قهوة ٤٨,26.321977,50.019379,Coffee Shop,,0.9815048138422444,50.0,2962
كوڤ,26.347504,50.049385,Café,,0.2516856725600472,592.0,26994
Coffeekov Roasters | Bakery,26.347926,50.049313,Coffee Shop,,0.2690654486323007,592.0,26994
CoffeeKov,26.347528,50.049394,Coffee Shop,,0.1039057887704688,592.0,26994
تكية كرك,26.356586,50.045722,Coffee Shop,,0.90029932987395,1862.0,33570
Coffeekov Roasters (‏ مقهى ومحمصة كوڤ),26.347705,50.049665,Coffee Shop,,0.1127924680732063,592.0,26994
ديوانية سلال البركة,26.358437,50.04442,Coffee Shop,,0.9075495344332928,1862.0,32452
شاي المزاج,26.358192,50.045195,Café,,0.821189240696434,1862.0,31359
Monroe (مونرو),26.372156,49.969886,Coffee Shop,9.2,0.9996578401122092,,7774
ستاربكس,26.372364,49.970428,Coffee Shop,9.3,0.9997006196415044,,6543
dr.CAFE COFFEE | د. كيف,26.373405,49.975118,Coffee Shop,8.4,0.3500629541110021,,4707
Coffee Valley,26.35913,49.966586,Coffee Shop,8.4,0.9993484838016112,696.0,14088
Dr.cafe,26.373247,49.976353,Coffee Shop,8.1,0.8105458538148919,,3094
Coffee Line (كوفي لاين),26.373943,49.963662,Coffee Shop,7.9,0.9989833181467276,124.0,7423
Starbucks (ستاربكس),26.34063,49.966884,Coffee Shop,9.1,0.998682919833936,,2287
Equal,26.341846,49.97053,Coffee Shop,8.9,0.9999634808896258,,1412
3/4 Cafe,26.373216,49.976243,Café,7.7,0.9788701190841108,,3094
Repeat,26.373668,49.975842,Coffee Shop,7.5,0.995520364875538,,3536
ديوانية نايف للقهوة العربية,26.342337,49.971279,Coffee Shop,8.2,0.9996679433085984,,1412
Tim Hortons (تيم هورتونز),26.378271,49.991405,Coffee Shop,7.7,0.0565893008677169,248.0,4462
Starbucks,26.378156,49.991821,Coffee Shop,7.4,0.9463534523092866,248.0,4462
شقة بنو قحطان,26.366576,49.965558,Café,,0.8199348025722178,477.0,12138
ديوانية تشاليت,26.36177,49.970686,Café,,0.5738096646871272,635.0,9832
سكن طلاب جامعة الاصاله,26.372233,49.970043,Café,,0.9389561311323634,,7213
Monroe,26.372526,49.970025,Coffee Shop,,0.9441056565302596,,7348
مقهى قبل الوعد,26.361124,49.970739,Coffee Shop,,0.998843273084436,635.0,9526
Fuel cafe,26.373375,49.971281,Café,,0.7146863701900228,,6885
داون تاون الامانه,26.373617,49.970469,Café,,0.912893574532514,,6885
شاي مقانيص,26.373709,49.969856,Café,,0.9885054382299608,,7348
Black Vibes - Alasala University,26.373195,49.9737,Coffee Shop,,0.9917667347550848,,4707
Cf | Coffee Fix,26.373013,49.974933,Coffee Shop,,0.9810794616396012,,4872
The Third Cup,26.359407,49.966394,Coffee Shop,,0.989396122790228,696.0,14172
Pink Box,26.372646,49.976216,Coffee Shop,,0.9756408881193156,,3788
Repeat Movement,26.373545,49.975751,Coffee Shop,,0.3792007251906406,,3536
In Case,26.37372,49.975574,Coffee Shop,,0.7612337046194384,,3536
Effect Coffee,26.373566,49.975872,Coffee Shop,,0.0196496226761534,,3536
Repeat,26.373648,49.975877,Coffee Shop,,0.3812394077083825,,3536
Eeffect,26.373653,49.97597,Coffee Shop,,0.1845167624625281,,3536
Manto Rose (مانتو روز),26.357223,49.967329,Coffee Shop,,0.999503772729488,541.0,13612
Modo (مودو),26.34186,49.971346,Café,6.1,0.987745204512744,,1412
دكة سعف,26.375783,49.962525,Coffee Shop,,0.6591370623289599,,6542
ديوانية تراث الفرسان,26.355302,49.968372,Café,,0.9696345760392135,56.0,11717
ستاربكس,26.378032,49.991617,Coffee Shop,,0.548113622531604,248.0,4462
Kasbon,26.378125,49.991711,Coffee Shop,,0.0193144612241485,248.0,4462
Dutch Bros,26.385374,49.984811,Coffee Shop,,0.9997431192333684,157.0,7200
ديوانية جوي,26.342371,49.970978,Coffee Shop,,0.5388560407761952,,1412
ايكوال,26.342335,49.96974,Coffee Shop,,0.9365386423721694,,2090
Blue Sky,26.342052,49.97049,Coffee Shop,,0.9961332242595304,,1412
8Oz Specialty Coffee,26.341883,49.97074,Coffee Shop,,0.9983042153869136,,1412
الشاهي الممتاز,26.380351,49.944946,Café,,0.796549643913225,,110
Barns’sبارنز,26.338796,49.957759,Coffee Shop,8.7,0.999545152571626,,1104
كرك - قهوة عربية - شاهي على الجمر,26.337425,49.957234,Café,,0.9888005940781271,,967
Road Cafe,26.337819,49.957503,Café,,0.9982910074299212,,1104
كوفي لاين,26.338628,49.958219,Café,,0.9977125549011382,,1104
Kyan,26.337745,49.957988,Café,,0.9976408909186898,,1104
دانكن دونتس - الفرسان طريق الرياض,26.338232,49.960237,Coffee Shop,,0.9627969006854522,,1235
ستاربكس,26.342979,49.995412,Coffee Shop,,0.4749973246888654,,4232
Brioche,26.320529,50.016148,Café,,0.144944018239705,1239.0,2962
A PLUS (اي بلس),26.18675,50.159541,Coffee Shop,9.2,0.9999292776252756,163.0,9103
شاي جمر - طريق الخالدية,26.173941,50.120283,Coffee Shop,,0.3706104379252106,,818
N'storeis cafe,26.184444,50.15848,Café,,0.9970642961564972,336.0,9383
ارياف التوت,26.174006,50.153909,Café,,0.9834545780522184,204.0,9982
Stay Tuned (قريبًا),26.186678,50.159556,Coffee Shop,,0.4998977337665238,163.0,9103
بارنز,26.186395,50.159646,Coffee Shop,,0.9960306908130516,163.0,8671
Light (لايت),26.352009,50.21164,Coffee Shop,8.3,0.918767155910407,,9004
Sunrise Pastry (سنرايز باستري),26.353518,50.202738,Café,7.8,0.918002582003685,651.0,28510
Fliter Roastery (محمصة فلتر),26.360955,50.207554,Coffee Shop,6.5,0.6468921950791522,227.0,21728
Speel,26.380179,50.21257,Coffee Shop,,0.9441340829039792,,2568
دانكن,26.364537,50.208526,Coffee Shop,,0.6372034142611834,444.0,16205
Fun&Art,26.364742,50.207573,Coffee Shop,,0.9609189927678828,444.0,16162
Bakerista (بيكريستا),26.192277,50.189341,Coffee Shop,8.6,0.611383377411228,120.0,10284
ديوانية اللقاء,26.189311,50.188527,Café,8.4,0.938871689457654,426.0,10795
La Prep (لا بريب),26.187943,50.187529,Coffee Shop,8.5,0.9608813907724704,426.0,9933
Half Million (هاف مليون),26.184086,50.183927,Coffee Shop,9.2,0.9987466001529148,384.0,9057
Al-Seef Cafe (السيف كافيه),26.183073,50.184394,Café,9.0,0.980233884411466,384.0,9069
ALDEERAH COFFEE (ديوانية الديرة),26.196845,50.193274,Café,8.8,0.990160811200381,265.0,15204
Blue Sky,26.191371,50.189756,Coffee Shop,8.1,0.9796698544802778,120.0,10478
Pastel (باستيل),26.191002,50.189381,Coffee Shop,7.9,0.9541757015905644,426.0,9786
3 Degrees Coffee,26.185528,50.185863,Coffee Shop,8.2,0.9148314803905594,269.0,10484
UMQ Coffee (قهوة عُمق),26.201283,50.198941,Coffee Shop,9.2,0.9997242520336412,1203.0,21258
Starbucks (ستاربكس),26.201824,50.19527,Coffee Shop,8.9,0.8868555958036173,,18935
Starbucks (ستاربكس),26.205635,50.19663,Coffee Shop,9.2,0.9931564368349148,755.0,23535
Dose Coffee Roasters (محمصة و مقهى دوز),26.202823,50.195657,Coffee Shop,8.7,0.9839564819573092,,20472
Tea Leaves (ورق الشاي),26.201635,50.201512,Café,8.7,0.9490242282190442,1203.0,24280
ستاربكس,26.209074,50.195728,Coffee Shop,8.9,0.9980822982339596,124.0,21617
KYAN (كيان),26.203972,50.196309,Coffee Shop,8.4,0.8953912487622676,755.0,20478
Compass Cafe (بوصلة القهوة),26.208436,50.190999,Coffee Shop,8.7,0.9602922928443404,1176.0,20898
Whole Bean (هول بين),26.208876,50.187166,Coffee Shop,8.8,0.994735720642242,1047.0,17473
ستاربكس,26.178883,50.16414,Coffee Shop,9.1,0.9998102787680564,150.0,3187
ديوانية المتكى الشعبي,26.2045,50.197517,Café,8.1,0.9819635762004436,755.0,24147
The Coffeze (مقهى القهوات),26.208865,50.208698,Coffee Shop,8.8,0.9910381910933408,1611.0,23728
كيف الشرق,26.184672,50.164675,Café,8.5,0.9977103917482588,115.0,4602
Handel (مقبض),26.216266,50.193329,Coffee Shop,8.5,0.9836807339909504,586.0,16699
شاهي وذذ نكهة,26.184033,50.164815,Café,8.2,0.9955524813335812,49.0,3968
ديوانية مشار,26.210951,50.197949,Café,8.1,0.9679254979130892,561.0,23011
Maa Ward,26.196442,50.19833,Café,7.5,0.8606595389995363,692.0,16586
The lake cafe (مقهى البحيرة),26.183352,50.165139,Café,8.0,0.9808083295128236,49.0,4115
63 Coffee,26.206177,50.208401,Coffee Shop,7.6,0.906985197347806,1092.0,23024
ستاربكس,26.184758,50.161466,Coffee Shop,7.5,0.9827846877787842,163.0,7399
اوتار,26.20067,50.212144,Coffee Shop,7.3,0.945815524610506,456.0,13957
Coffee & Tea (قهوة وشاي),26.185573,50.184967,Coffee Shop,5.9,0.8289109208728677,269.0,9378
24 Cafe,26.191456,50.190312,Café,,0.3874258927340411,120.0,10392
Coffee Location,26.188295,50.18726,Coffee Shop,,0.5532130905080029,341.0,9933
Gacela Café (جاسيلا كافيه),26.216299,50.193428,Coffee Shop,6.4,0.9491495682037526,586.0,16699
Perfect Coffee,26.18831,50.186725,Coffee Shop,,0.8717771956431821,341.0,10146
After Caf,26.185433,50.186353,Café,,0.7033202561949288,269.0,10484
Coffee Valley (وادي القهوة),26.185603,50.184841,Coffee Shop,,0.928869558677914,269.0,9378
Barista Kurdi,26.188669,50.181677,Café,,0.8917939912011331,764.0,7796
Nada stories Cafe,26.183888,50.164586,Café,6.1,0.9501880097962832,49.0,3968
Nadia's Kitchen,26.177487,50.196995,Coffee Shop,,0.5393630221977113,301.0,5635
فيلوتشي,26.202538,50.195739,Coffee Shop,,0.4087211561360189,,19258
Veloce,26.202528,50.195854,Café,,0.9582743190905332,,19258
Caffè Vergnano 1882,26.202654,50.195642,Coffee Shop,,0.8916686512164246,,19258
Coffee Valley (وادي القهوة),26.250352,50.202656,Coffee Shop,8.5,0.9833924520261208,,11489
Espresso Station (اسبريسو ستيشن),26.241778,50.214466,Coffee Shop,8.7,0.9679129639146185,,2120
Tim Hortons,26.231281,50.194123,Coffee Shop,8.1,0.9975809382951256,,5638
Buna (بُنة),26.220496,50.212667,Coffee Shop,9.2,0.9976436082874798,,11095
Starbucks (ستاربكس),26.220389,50.212872,Coffee Shop,9.3,0.9939962147324618,,11095
كيان,26.22556,50.213289,Coffee Shop,8.6,0.9872654575536142,,7785
Al Seef Cafe (السيف كافيه),26.222482,50.219322,Café,9.4,0.994322098692704,,1842
Cesario Coffee,26.255965,50.220532,Coffee Shop,8.6,0.9915896870260582,,10498
Barn's (بارن كافيه),26.266281,50.203846,Coffee Shop,8.4,0.9807979143426544,1905.0,85703
الموفنبيك العزيزيه,26.218395,50.185732,Café,8.4,0.9875913415138564,,8924
ELK Specialty Coffee,26.217432,50.207278,Coffee Shop,8.1,0.9628366945339232,824.0,19324
3nb W Teen (عنب و تين),26.222911,50.215749,Café,8.0,0.965055212263264,,3675
LEAVES (ليڤز),26.216535,50.192866,Coffee Shop,7.5,0.898750360352456,586.0,15831
مقادير,26.220527,50.212721,Coffee Shop,7.4,0.2794580299061203,,11095
Road café (قهوة الطريق),26.216464,50.18848,Coffee Shop,7.4,0.8773548249627113,712.0,10901
PAUSE (بوز),26.219945,50.212449,Coffee Shop,7.3,0.9874158655352644,357.0,11095
Derby Cafe (مقهى دربي),26.22408,50.196451,Coffee Shop,7.0,0.9638394144115916,145.0,12122
Sun Room Cafe & Restaurant,26.255705,50.220895,Café,6.2,0.6812854868831706,,10498
Moroccan Taste (المذاق المغربي),26.231637,50.194252,Coffee Shop,,0.3313613175739192,,5355
Barn’s (بارنز),26.231466,50.194055,Coffee Shop,,0.9788676785781432,,5159
Road Cafe,26.23006,50.19547,Coffee Shop,,0.9339458280586088,1600.0,6845
Darts Cafe (دارتس كافيه),26.255207,50.203506,Coffee Shop,,0.9558677913841296,274.0,17838
كافيه ذكريات,26.254626,50.209183,Café,,0.2496772495393755,1279.0,18850
//maps.app.goo.gl/gjsuy2dvwhrx9quv8?g_st=ic (eastern mood cafe استرن مود كافيه 059 000 1215 https),26.22511,50.197357,Café,,0.6951480891919332,145.0,11252
Art,26.254266,50.212366,Café,,0.2053068949525588,1279.0,16470
Flat White (فلات وايت),26.22408,50.196317,Coffee Shop,,0.0517152776907361,145.0,10927
Al-Kharj international Coffee House (مقهى الخرج العالمي),26.260022,50.197641,Coffee Shop,,0.9332188561472996,35.0,44396
الرواف,26.259432,50.204581,Café,,0.6226890440319366,1306.0,35747
Blue Sky,26.254914,50.214438,Coffee Shop,,0.9633129864758156,1069.0,12828
Erorr,26.233959,50.220225,Café,,0.0383289673238659,,504
Aquab cafe Ramada Hotel,26.255103,50.218399,Café,,0.6609428073649775,,10498
ابو هيثم Abo Haitham VIP الطابق الأول,26.222725,50.184713,Café,,0.8640061165912538,,2875
Al Montazah,26.221926,50.184923,Café,,0.6344835365930085,,5562
Ceasario,26.255672,50.220532,Café,,0.8878583156812855,,10498
Mq Cafe,26.220757,50.212734,Café,,0.0473785142198212,,11095
